"year","TB_compartment","HIV_compartment","G_compartment","mort_adj","level","level_ref","mort_rate"
1991,3,4,2,1.2,1,"hiv_4_only_level_1",0.00444475729916132
1991,4,4,2,1.2,1,"hiv_4_only_level_1",0.00444475729916132
1991,5,4,2,1.2,1,"hiv_4_only_level_1",0.00444475729916132
1991,7,4,2,1.2,1,"hiv_4_only_level_1",0.00444475729916132
1991,8,4,2,1.2,1,"hiv_4_only_level_1",0.00444475729916132
1992,1,4,2,1.2,1,"hiv_4_only_level_1",0.00488612982191713
1992,2,4,2,1.2,1,"hiv_4_only_level_1",0.00488612982191713
1992,3,4,2,1.2,1,"hiv_4_only_level_1",0.00488612982191713
1992,4,4,2,1.2,1,"hiv_4_only_level_1",0.00488612982191713
1992,5,4,2,1.2,1,"hiv_4_only_level_1",0.00488612982191713
1992,7,4,2,1.2,1,"hiv_4_only_level_1",0.00488612982191713
1992,8,4,2,1.2,1,"hiv_4_only_level_1",0.00488612982191713
1993,1,4,2,1.2,1,"hiv_4_only_level_1",0.00417383285770705
1993,2,4,2,1.2,1,"hiv_4_only_level_1",0.00417383285770705
1993,3,4,2,1.2,1,"hiv_4_only_level_1",0.00417383285770705
1993,4,4,2,1.2,1,"hiv_4_only_level_1",0.00417383285770705
1993,5,4,2,1.2,1,"hiv_4_only_level_1",0.00417383285770705
1993,7,4,2,1.2,1,"hiv_4_only_level_1",0.00417383285770705
1993,8,4,2,1.2,1,"hiv_4_only_level_1",0.00417383285770705
1994,1,4,2,1.2,1,"hiv_4_only_level_1",0.00434241639740094
1994,2,4,2,1.2,1,"hiv_4_only_level_1",0.00434241639740094
1994,3,4,2,1.2,1,"hiv_4_only_level_1",0.00434241639740094
1994,4,4,2,1.2,1,"hiv_4_only_level_1",0.00434241639740094
1994,5,4,2,1.2,1,"hiv_4_only_level_1",0.00434241639740094
1994,7,4,2,1.2,1,"hiv_4_only_level_1",0.00434241639740094
1994,8,4,2,1.2,1,"hiv_4_only_level_1",0.00434241639740094
1995,1,4,2,1.2,1,"hiv_4_only_level_1",0.00379446693218003
1995,2,4,2,1.2,1,"hiv_4_only_level_1",0.00379446693218003
1995,3,4,2,1.2,1,"hiv_4_only_level_1",0.00379446693218003
1995,4,4,2,1.2,1,"hiv_4_only_level_1",0.00379446693218003
1995,5,4,2,1.2,1,"hiv_4_only_level_1",0.00379446693218003
1995,7,4,2,1.2,1,"hiv_4_only_level_1",0.00379446693218003
1995,8,4,2,1.2,1,"hiv_4_only_level_1",0.00379446693218003
1996,1,4,2,1.2,1,"hiv_4_only_level_1",0.0035435760976478
1996,2,4,2,1.2,1,"hiv_4_only_level_1",0.0035435760976478
1996,3,4,2,1.2,1,"hiv_4_only_level_1",0.0035435760976478
1996,4,4,2,1.2,1,"hiv_4_only_level_1",0.0035435760976478
1996,5,4,2,1.2,1,"hiv_4_only_level_1",0.0035435760976478
1996,7,4,2,1.2,1,"hiv_4_only_level_1",0.0035435760976478
1996,8,4,2,1.2,1,"hiv_4_only_level_1",0.0035435760976478
1997,1,4,2,1.2,1,"hiv_4_only_level_1",0.00424420882656922
1997,2,4,2,1.2,1,"hiv_4_only_level_1",0.00424420882656922
1997,3,4,2,1.2,1,"hiv_4_only_level_1",0.00424420882656922
1997,4,4,2,1.2,1,"hiv_4_only_level_1",0.00424420882656922
1997,5,4,2,1.2,1,"hiv_4_only_level_1",0.00424420882656922
1997,7,4,2,1.2,1,"hiv_4_only_level_1",0.00424420882656922
1997,8,4,2,1.2,1,"hiv_4_only_level_1",0.00424420882656922
1998,1,4,2,1.2,1,"hiv_4_only_level_1",0.00439911832829357
1998,2,4,2,1.2,1,"hiv_4_only_level_1",0.00439911832829357
1998,3,4,2,1.2,1,"hiv_4_only_level_1",0.00439911832829357
1998,4,4,2,1.2,1,"hiv_4_only_level_1",0.00439911832829357
1998,5,4,2,1.2,1,"hiv_4_only_level_1",0.00439911832829357
1998,7,4,2,1.2,1,"hiv_4_only_level_1",0.00439911832829357
1998,8,4,2,1.2,1,"hiv_4_only_level_1",0.00439911832829357
1999,1,4,2,1.2,1,"hiv_4_only_level_1",0.00456442965750531
1999,2,4,2,1.2,1,"hiv_4_only_level_1",0.00456442965750531
1999,3,4,2,1.2,1,"hiv_4_only_level_1",0.00456442965750531
1999,4,4,2,1.2,1,"hiv_4_only_level_1",0.00456442965750531
1999,5,4,2,1.2,1,"hiv_4_only_level_1",0.00456442965750531
1999,7,4,2,1.2,1,"hiv_4_only_level_1",0.00456442965750531
1999,8,4,2,1.2,1,"hiv_4_only_level_1",0.00456442965750531
2000,1,4,2,1.2,1,"hiv_4_only_level_1",0.00512596562642091
2000,2,4,2,1.2,1,"hiv_4_only_level_1",0.00512596562642091
2000,3,4,2,1.2,1,"hiv_4_only_level_1",0.00512596562642091
2000,4,4,2,1.2,1,"hiv_4_only_level_1",0.00512596562642091
2000,5,4,2,1.2,1,"hiv_4_only_level_1",0.00512596562642091
2000,7,4,2,1.2,1,"hiv_4_only_level_1",0.00512596562642091
2000,8,4,2,1.2,1,"hiv_4_only_level_1",0.00512596562642091
2001,1,4,2,1.2,1,"hiv_4_only_level_1",0.00506722695613991
2001,2,4,2,1.2,1,"hiv_4_only_level_1",0.00506722695613991
2001,3,4,2,1.2,1,"hiv_4_only_level_1",0.00506722695613991
2001,4,4,2,1.2,1,"hiv_4_only_level_1",0.00506722695613991
2001,5,4,2,1.2,1,"hiv_4_only_level_1",0.00506722695613991
2001,7,4,2,1.2,1,"hiv_4_only_level_1",0.00506722695613991
2001,8,4,2,1.2,1,"hiv_4_only_level_1",0.00506722695613991
2002,1,4,2,1.2,1,"hiv_4_only_level_1",0.00538374446016539
2002,2,4,2,1.2,1,"hiv_4_only_level_1",0.00538374446016539
2002,3,4,2,1.2,1,"hiv_4_only_level_1",0.00538374446016539
2002,4,4,2,1.2,1,"hiv_4_only_level_1",0.00538374446016539
2002,5,4,2,1.2,1,"hiv_4_only_level_1",0.00538374446016539
2002,7,4,2,1.2,1,"hiv_4_only_level_1",0.00538374446016539
2002,8,4,2,1.2,1,"hiv_4_only_level_1",0.00538374446016539
2003,1,4,2,1.2,1,"hiv_4_only_level_1",0.00572530076513679
2003,2,4,2,1.2,1,"hiv_4_only_level_1",0.00572530076513679
2003,3,4,2,1.2,1,"hiv_4_only_level_1",0.00572530076513679
2003,4,4,2,1.2,1,"hiv_4_only_level_1",0.00572530076513679
2003,5,4,2,1.2,1,"hiv_4_only_level_1",0.00572530076513679
2003,7,4,2,1.2,1,"hiv_4_only_level_1",0.00572530076513679
2003,8,4,2,1.2,1,"hiv_4_only_level_1",0.00572530076513679
2004,1,4,2,1.2,1,"hiv_4_only_level_1",0.00582395449419263
2004,2,4,2,1.2,1,"hiv_4_only_level_1",0.00582395449419263
2004,3,4,2,1.2,1,"hiv_4_only_level_1",0.00582395449419263
2004,4,4,2,1.2,1,"hiv_4_only_level_1",0.00582395449419263
2004,5,4,2,1.2,1,"hiv_4_only_level_1",0.00582395449419263
2004,7,4,2,1.2,1,"hiv_4_only_level_1",0.00582395449419263
2004,8,4,2,1.2,1,"hiv_4_only_level_1",0.00582395449419263
2005,1,4,2,1.2,1,"hiv_4_only_level_1",0.00569724137211114
2005,2,4,2,1.2,1,"hiv_4_only_level_1",0.00569724137211114
2005,3,4,2,1.2,1,"hiv_4_only_level_1",0.00569724137211114
2005,4,4,2,1.2,1,"hiv_4_only_level_1",0.00569724137211114
2005,5,4,2,1.2,1,"hiv_4_only_level_1",0.00569724137211114
2005,7,4,2,1.2,1,"hiv_4_only_level_1",0.00569724137211114
2005,8,4,2,1.2,1,"hiv_4_only_level_1",0.00569724137211114
2006,1,4,2,1.2,1,"hiv_4_only_level_1",0.00568054302601257
2006,2,4,2,1.2,1,"hiv_4_only_level_1",0.00568054302601257
2006,3,4,2,1.2,1,"hiv_4_only_level_1",0.00568054302601257
2006,4,4,2,1.2,1,"hiv_4_only_level_1",0.00568054302601257
2006,5,4,2,1.2,1,"hiv_4_only_level_1",0.00568054302601257
2006,7,4,2,1.2,1,"hiv_4_only_level_1",0.00568054302601257
2006,8,4,2,1.2,1,"hiv_4_only_level_1",0.00568054302601257
2007,1,4,2,1.2,1,"hiv_4_only_level_1",0.00523674187761123
2007,2,4,2,1.2,1,"hiv_4_only_level_1",0.00523674187761123
2007,3,4,2,1.2,1,"hiv_4_only_level_1",0.00523674187761123
2007,4,4,2,1.2,1,"hiv_4_only_level_1",0.00523674187761123
2007,5,4,2,1.2,1,"hiv_4_only_level_1",0.00523674187761123
2007,7,4,2,1.2,1,"hiv_4_only_level_1",0.00523674187761123
2007,8,4,2,1.2,1,"hiv_4_only_level_1",0.00523674187761123
2008,1,4,2,1.2,1,"hiv_4_only_level_1",0.00503990655032993
2008,2,4,2,1.2,1,"hiv_4_only_level_1",0.00503990655032993
2008,3,4,2,1.2,1,"hiv_4_only_level_1",0.00503990655032993
2008,4,4,2,1.2,1,"hiv_4_only_level_1",0.00503990655032993
2008,5,4,2,1.2,1,"hiv_4_only_level_1",0.00503990655032993
2008,7,4,2,1.2,1,"hiv_4_only_level_1",0.00503990655032993
2008,8,4,2,1.2,1,"hiv_4_only_level_1",0.00503990655032993
2009,1,4,2,1.2,1,"hiv_4_only_level_1",0.0048396551071748
2009,2,4,2,1.2,1,"hiv_4_only_level_1",0.0048396551071748
2009,3,4,2,1.2,1,"hiv_4_only_level_1",0.0048396551071748
2009,4,4,2,1.2,1,"hiv_4_only_level_1",0.0048396551071748
2009,5,4,2,1.2,1,"hiv_4_only_level_1",0.0048396551071748
2009,7,4,2,1.2,1,"hiv_4_only_level_1",0.0048396551071748
2009,8,4,2,1.2,1,"hiv_4_only_level_1",0.0048396551071748
2010,1,4,2,1.2,1,"hiv_4_only_level_1",0.00461106982208006
2010,2,4,2,1.2,1,"hiv_4_only_level_1",0.00461106982208006
2010,3,4,2,1.2,1,"hiv_4_only_level_1",0.00461106982208006
2010,4,4,2,1.2,1,"hiv_4_only_level_1",0.00461106982208006
2010,5,4,2,1.2,1,"hiv_4_only_level_1",0.00461106982208006
2010,7,4,2,1.2,1,"hiv_4_only_level_1",0.00461106982208006
2010,8,4,2,1.2,1,"hiv_4_only_level_1",0.00461106982208006
2011,1,4,2,1.2,1,"hiv_4_only_level_1",0.00419360550816488
2011,2,4,2,1.2,1,"hiv_4_only_level_1",0.00419360550816488
2011,3,4,2,1.2,1,"hiv_4_only_level_1",0.00419360550816488
2011,4,4,2,1.2,1,"hiv_4_only_level_1",0.00419360550816488
2011,5,4,2,1.2,1,"hiv_4_only_level_1",0.00419360550816488
2011,7,4,2,1.2,1,"hiv_4_only_level_1",0.00419360550816488
2011,8,4,2,1.2,1,"hiv_4_only_level_1",0.00419360550816488
2012,1,4,2,1.2,1,"hiv_4_only_level_1",0.00405017615655852
2012,2,4,2,1.2,1,"hiv_4_only_level_1",0.00405017615655852
2012,3,4,2,1.2,1,"hiv_4_only_level_1",0.00405017615655852
2012,4,4,2,1.2,1,"hiv_4_only_level_1",0.00405017615655852
2012,5,4,2,1.2,1,"hiv_4_only_level_1",0.00405017615655852
2012,7,4,2,1.2,1,"hiv_4_only_level_1",0.00405017615655852
2012,8,4,2,1.2,1,"hiv_4_only_level_1",0.00405017615655852
2013,1,4,2,1.2,1,"hiv_4_only_level_1",0.0039932447807439
2013,2,4,2,1.2,1,"hiv_4_only_level_1",0.0039932447807439
2013,3,4,2,1.2,1,"hiv_4_only_level_1",0.0039932447807439
2013,4,4,2,1.2,1,"hiv_4_only_level_1",0.0039932447807439
2013,5,4,2,1.2,1,"hiv_4_only_level_1",0.0039932447807439
2013,7,4,2,1.2,1,"hiv_4_only_level_1",0.0039932447807439
2013,8,4,2,1.2,1,"hiv_4_only_level_1",0.0039932447807439
2014,1,4,2,1.2,1,"hiv_4_only_level_1",0.00402988735479985
2014,2,4,2,1.2,1,"hiv_4_only_level_1",0.00402988735479985
2014,3,4,2,1.2,1,"hiv_4_only_level_1",0.00402988735479985
2014,4,4,2,1.2,1,"hiv_4_only_level_1",0.00402988735479985
2014,5,4,2,1.2,1,"hiv_4_only_level_1",0.00402988735479985
2014,7,4,2,1.2,1,"hiv_4_only_level_1",0.00402988735479985
2014,8,4,2,1.2,1,"hiv_4_only_level_1",0.00402988735479985
2015,1,4,2,1.2,1,"hiv_4_only_level_1",0.00391196310392587
2015,2,4,2,1.2,1,"hiv_4_only_level_1",0.00391196310392587
2015,3,4,2,1.2,1,"hiv_4_only_level_1",0.00391196310392587
2015,4,4,2,1.2,1,"hiv_4_only_level_1",0.00391196310392587
2015,5,4,2,1.2,1,"hiv_4_only_level_1",0.00391196310392587
2015,7,4,2,1.2,1,"hiv_4_only_level_1",0.00391196310392587
2015,8,4,2,1.2,1,"hiv_4_only_level_1",0.00391196310392587
2016,1,4,2,1.2,1,"hiv_4_only_level_1",0.00372546669250267
2016,2,4,2,1.2,1,"hiv_4_only_level_1",0.00372546669250267
2016,3,4,2,1.2,1,"hiv_4_only_level_1",0.00372546669250267
2016,4,4,2,1.2,1,"hiv_4_only_level_1",0.00372546669250267
2016,5,4,2,1.2,1,"hiv_4_only_level_1",0.00372546669250267
2016,7,4,2,1.2,1,"hiv_4_only_level_1",0.00372546669250267
2016,8,4,2,1.2,1,"hiv_4_only_level_1",0.00372546669250267
2017,1,4,2,1.2,1,"hiv_4_only_level_1",0.00363781941790051
2017,2,4,2,1.2,1,"hiv_4_only_level_1",0.00363781941790051
2017,3,4,2,1.2,1,"hiv_4_only_level_1",0.00363781941790051
2017,4,4,2,1.2,1,"hiv_4_only_level_1",0.00363781941790051
2017,5,4,2,1.2,1,"hiv_4_only_level_1",0.00363781941790051
2017,7,4,2,1.2,1,"hiv_4_only_level_1",0.00363781941790051
2017,8,4,2,1.2,1,"hiv_4_only_level_1",0.00363781941790051
2018,1,4,2,1.2,1,"hiv_4_only_level_1",0.00363910723698931
2018,2,4,2,1.2,1,"hiv_4_only_level_1",0.00363910723698931
2018,3,4,2,1.2,1,"hiv_4_only_level_1",0.00363910723698931
2018,4,4,2,1.2,1,"hiv_4_only_level_1",0.00363910723698931
2018,5,4,2,1.2,1,"hiv_4_only_level_1",0.00363910723698931
2018,7,4,2,1.2,1,"hiv_4_only_level_1",0.00363910723698931
2018,8,4,2,1.2,1,"hiv_4_only_level_1",0.00363910723698931
2019,1,4,2,1.2,1,"hiv_4_only_level_1",0.00369910911640099
2019,2,4,2,1.2,1,"hiv_4_only_level_1",0.00369910911640099
2019,3,4,2,1.2,1,"hiv_4_only_level_1",0.00369910911640099
2019,4,4,2,1.2,1,"hiv_4_only_level_1",0.00369910911640099
2019,5,4,2,1.2,1,"hiv_4_only_level_1",0.00369910911640099
2019,7,4,2,1.2,1,"hiv_4_only_level_1",0.00369910911640099
2019,8,4,2,1.2,1,"hiv_4_only_level_1",0.00369910911640099
1990,1,3,1,50,2,"hiv_3_only_level_2",0.336635097955872
1990,2,3,1,50,2,"hiv_3_only_level_2",0.336635097955872
1990,3,3,1,50,2,"hiv_3_only_level_2",0.336635097955872
1990,4,3,1,50,2,"hiv_3_only_level_2",0.336635097955872
1990,5,3,1,50,2,"hiv_3_only_level_2",0.336635097955872
1990,7,3,1,50,2,"hiv_3_only_level_2",0.336635097955872
1990,8,3,1,50,2,"hiv_3_only_level_2",0.336635097955872
1991,1,3,1,50,2,"hiv_3_only_level_2",0.342215672258017
1991,2,3,1,50,2,"hiv_3_only_level_2",0.342215672258017
1991,3,3,1,50,2,"hiv_3_only_level_2",0.342215672258017
1991,4,3,1,50,2,"hiv_3_only_level_2",0.342215672258017
1991,5,3,1,50,2,"hiv_3_only_level_2",0.342215672258017
1991,7,3,1,50,2,"hiv_3_only_level_2",0.342215672258017
1991,8,3,1,50,2,"hiv_3_only_level_2",0.342215672258017
1992,1,3,1,50,2,"hiv_3_only_level_2",0.355085619748827
1992,2,3,1,50,2,"hiv_3_only_level_2",0.355085619748827
1992,3,3,1,50,2,"hiv_3_only_level_2",0.355085619748827
1992,4,3,1,50,2,"hiv_3_only_level_2",0.355085619748827
1992,5,3,1,50,2,"hiv_3_only_level_2",0.355085619748827
1992,7,3,1,50,2,"hiv_3_only_level_2",0.355085619748827
1992,8,3,1,50,2,"hiv_3_only_level_2",0.355085619748827
1993,1,3,1,50,2,"hiv_3_only_level_2",0.340014778605684
1993,2,3,1,50,2,"hiv_3_only_level_2",0.340014778605684
1993,3,3,1,50,2,"hiv_3_only_level_2",0.340014778605684
1993,4,3,1,50,2,"hiv_3_only_level_2",0.340014778605684
1993,5,3,1,50,2,"hiv_3_only_level_2",0.340014778605684
1993,7,3,1,50,2,"hiv_3_only_level_2",0.340014778605684
1993,8,3,1,50,2,"hiv_3_only_level_2",0.340014778605684
1994,1,3,1,50,2,"hiv_3_only_level_2",0.347294560000821
1994,2,3,1,50,2,"hiv_3_only_level_2",0.347294560000821
1994,3,3,1,50,2,"hiv_3_only_level_2",0.347294560000821
1994,4,3,1,50,2,"hiv_3_only_level_2",0.347294560000821
1994,5,3,1,50,2,"hiv_3_only_level_2",0.347294560000821
1994,7,3,1,50,2,"hiv_3_only_level_2",0.347294560000821
1994,8,3,1,50,2,"hiv_3_only_level_2",0.347294560000821
1995,1,3,1,50,2,"hiv_3_only_level_2",0.362026774487151
1995,2,3,1,50,2,"hiv_3_only_level_2",0.362026774487151
1995,3,3,1,50,2,"hiv_3_only_level_2",0.362026774487151
1995,4,3,1,50,2,"hiv_3_only_level_2",0.362026774487151
1995,5,3,1,50,2,"hiv_3_only_level_2",0.362026774487151
1995,7,3,1,50,2,"hiv_3_only_level_2",0.362026774487151
1995,8,3,1,50,2,"hiv_3_only_level_2",0.362026774487151
1996,1,3,1,50,2,"hiv_3_only_level_2",0.3650588440505
1996,2,3,1,50,2,"hiv_3_only_level_2",0.3650588440505
1996,3,3,1,50,2,"hiv_3_only_level_2",0.3650588440505
1996,4,3,1,50,2,"hiv_3_only_level_2",0.3650588440505
1996,5,3,1,50,2,"hiv_3_only_level_2",0.3650588440505
1996,7,3,1,50,2,"hiv_3_only_level_2",0.3650588440505
1996,8,3,1,50,2,"hiv_3_only_level_2",0.3650588440505
1997,1,3,1,50,2,"hiv_3_only_level_2",0.403916848267157
1997,2,3,1,50,2,"hiv_3_only_level_2",0.403916848267157
1997,3,3,1,50,2,"hiv_3_only_level_2",0.403916848267157
1997,4,3,1,50,2,"hiv_3_only_level_2",0.403916848267157
1997,5,3,1,50,2,"hiv_3_only_level_2",0.403916848267157
1997,7,3,1,50,2,"hiv_3_only_level_2",0.403916848267157
1997,8,3,1,50,2,"hiv_3_only_level_2",0.403916848267157
1998,1,3,1,50,2,"hiv_3_only_level_2",0.424601474305195
1998,2,3,1,50,2,"hiv_3_only_level_2",0.424601474305195
1998,3,3,1,50,2,"hiv_3_only_level_2",0.424601474305195
1998,4,3,1,50,2,"hiv_3_only_level_2",0.424601474305195
1998,5,3,1,50,2,"hiv_3_only_level_2",0.424601474305195
1998,7,3,1,50,2,"hiv_3_only_level_2",0.424601474305195
1998,8,3,1,50,2,"hiv_3_only_level_2",0.424601474305195
1999,1,3,1,50,2,"hiv_3_only_level_2",0.413577961954209
1999,2,3,1,50,2,"hiv_3_only_level_2",0.413577961954209
1999,3,3,1,50,2,"hiv_3_only_level_2",0.413577961954209
1999,4,3,1,50,2,"hiv_3_only_level_2",0.413577961954209
1999,5,3,1,50,2,"hiv_3_only_level_2",0.413577961954209
1999,7,3,1,50,2,"hiv_3_only_level_2",0.413577961954209
1999,8,3,1,50,2,"hiv_3_only_level_2",0.413577961954209
2000,1,3,1,50,2,"hiv_3_only_level_2",0.42730340111962
2000,2,3,1,50,2,"hiv_3_only_level_2",0.42730340111962
2000,3,3,1,50,2,"hiv_3_only_level_2",0.42730340111962
2000,4,3,1,50,2,"hiv_3_only_level_2",0.42730340111962
2000,5,3,1,50,2,"hiv_3_only_level_2",0.42730340111962
2000,7,3,1,50,2,"hiv_3_only_level_2",0.42730340111962
2000,8,3,1,50,2,"hiv_3_only_level_2",0.42730340111962
2001,1,3,1,50,2,"hiv_3_only_level_2",0.420328423072099
2001,2,3,1,50,2,"hiv_3_only_level_2",0.420328423072099
2001,3,3,1,50,2,"hiv_3_only_level_2",0.420328423072099
2001,4,3,1,50,2,"hiv_3_only_level_2",0.420328423072099
2001,5,3,1,50,2,"hiv_3_only_level_2",0.420328423072099
2001,7,3,1,50,2,"hiv_3_only_level_2",0.420328423072099
2001,8,3,1,50,2,"hiv_3_only_level_2",0.420328423072099
2002,1,3,1,50,2,"hiv_3_only_level_2",0.424625069414821
2002,2,3,1,50,2,"hiv_3_only_level_2",0.424625069414821
2002,3,3,1,50,2,"hiv_3_only_level_2",0.424625069414821
2002,4,3,1,50,2,"hiv_3_only_level_2",0.424625069414821
2002,5,3,1,50,2,"hiv_3_only_level_2",0.424625069414821
2002,7,3,1,50,2,"hiv_3_only_level_2",0.424625069414821
2002,8,3,1,50,2,"hiv_3_only_level_2",0.424625069414821
2003,1,3,1,50,2,"hiv_3_only_level_2",0.432126940406176
2003,2,3,1,50,2,"hiv_3_only_level_2",0.432126940406176
2003,3,3,1,50,2,"hiv_3_only_level_2",0.432126940406176
2003,4,3,1,50,2,"hiv_3_only_level_2",0.432126940406176
2003,5,3,1,50,2,"hiv_3_only_level_2",0.432126940406176
2003,7,3,1,50,2,"hiv_3_only_level_2",0.432126940406176
2003,8,3,1,50,2,"hiv_3_only_level_2",0.432126940406176
2004,1,3,1,50,2,"hiv_3_only_level_2",0.426023760214288
2004,2,3,1,50,2,"hiv_3_only_level_2",0.426023760214288
2004,3,3,1,50,2,"hiv_3_only_level_2",0.426023760214288
2004,4,3,1,50,2,"hiv_3_only_level_2",0.426023760214288
2004,5,3,1,50,2,"hiv_3_only_level_2",0.426023760214288
2004,7,3,1,50,2,"hiv_3_only_level_2",0.426023760214288
2004,8,3,1,50,2,"hiv_3_only_level_2",0.426023760214288
2005,1,3,1,50,2,"hiv_3_only_level_2",0.41973500646127
2005,2,3,1,50,2,"hiv_3_only_level_2",0.41973500646127
2005,3,3,1,50,2,"hiv_3_only_level_2",0.41973500646127
2005,4,3,1,50,2,"hiv_3_only_level_2",0.41973500646127
2005,5,3,1,50,2,"hiv_3_only_level_2",0.41973500646127
2005,7,3,1,50,2,"hiv_3_only_level_2",0.41973500646127
2005,8,3,1,50,2,"hiv_3_only_level_2",0.41973500646127
2006,1,3,1,50,2,"hiv_3_only_level_2",0.417148616660243
2006,2,3,1,50,2,"hiv_3_only_level_2",0.417148616660243
2006,3,3,1,50,2,"hiv_3_only_level_2",0.417148616660243
2006,4,3,1,50,2,"hiv_3_only_level_2",0.417148616660243
2006,5,3,1,50,2,"hiv_3_only_level_2",0.417148616660243
2006,7,3,1,50,2,"hiv_3_only_level_2",0.417148616660243
2006,8,3,1,50,2,"hiv_3_only_level_2",0.417148616660243
2007,1,3,1,50,2,"hiv_3_only_level_2",0.400179282194808
2007,2,3,1,50,2,"hiv_3_only_level_2",0.400179282194808
2007,3,3,1,50,2,"hiv_3_only_level_2",0.400179282194808
2007,4,3,1,50,2,"hiv_3_only_level_2",0.400179282194808
2007,5,3,1,50,2,"hiv_3_only_level_2",0.400179282194808
2007,7,3,1,50,2,"hiv_3_only_level_2",0.400179282194808
2007,8,3,1,50,2,"hiv_3_only_level_2",0.400179282194808
2008,1,3,1,50,2,"hiv_3_only_level_2",0.388521214262643
2008,2,3,1,50,2,"hiv_3_only_level_2",0.388521214262643
2008,3,3,1,50,2,"hiv_3_only_level_2",0.388521214262643
2008,4,3,1,50,2,"hiv_3_only_level_2",0.388521214262643
2008,5,3,1,50,2,"hiv_3_only_level_2",0.388521214262643
2008,7,3,1,50,2,"hiv_3_only_level_2",0.388521214262643
2008,8,3,1,50,2,"hiv_3_only_level_2",0.388521214262643
2009,1,3,1,50,2,"hiv_3_only_level_2",0.373071502710605
2009,2,3,1,50,2,"hiv_3_only_level_2",0.373071502710605
2009,3,3,1,50,2,"hiv_3_only_level_2",0.373071502710605
2009,4,3,1,50,2,"hiv_3_only_level_2",0.373071502710605
2009,5,3,1,50,2,"hiv_3_only_level_2",0.373071502710605
2009,7,3,1,50,2,"hiv_3_only_level_2",0.373071502710605
2009,8,3,1,50,2,"hiv_3_only_level_2",0.373071502710605
2010,1,3,1,50,2,"hiv_3_only_level_2",0.352027714485425
2010,2,3,1,50,2,"hiv_3_only_level_2",0.352027714485425
2010,3,3,1,50,2,"hiv_3_only_level_2",0.352027714485425
2010,4,3,1,50,2,"hiv_3_only_level_2",0.352027714485425
2010,5,3,1,50,2,"hiv_3_only_level_2",0.352027714485425
2010,7,3,1,50,2,"hiv_3_only_level_2",0.352027714485425
2010,8,3,1,50,2,"hiv_3_only_level_2",0.352027714485425
2011,1,3,1,50,2,"hiv_3_only_level_2",0.32432219466267
2011,2,3,1,50,2,"hiv_3_only_level_2",0.32432219466267
2011,3,3,1,50,2,"hiv_3_only_level_2",0.32432219466267
2011,4,3,1,50,2,"hiv_3_only_level_2",0.32432219466267
2011,5,3,1,50,2,"hiv_3_only_level_2",0.32432219466267
2011,7,3,1,50,2,"hiv_3_only_level_2",0.32432219466267
2011,8,3,1,50,2,"hiv_3_only_level_2",0.32432219466267
2012,1,3,1,50,2,"hiv_3_only_level_2",0.31382889598102
2012,2,3,1,50,2,"hiv_3_only_level_2",0.31382889598102
2012,3,3,1,50,2,"hiv_3_only_level_2",0.31382889598102
2012,4,3,1,50,2,"hiv_3_only_level_2",0.31382889598102
2012,5,3,1,50,2,"hiv_3_only_level_2",0.31382889598102
2012,7,3,1,50,2,"hiv_3_only_level_2",0.31382889598102
2012,8,3,1,50,2,"hiv_3_only_level_2",0.31382889598102
2013,1,3,1,50,2,"hiv_3_only_level_2",0.307521262500338
2013,2,3,1,50,2,"hiv_3_only_level_2",0.307521262500338
2013,3,3,1,50,2,"hiv_3_only_level_2",0.307521262500338
2013,4,3,1,50,2,"hiv_3_only_level_2",0.307521262500338
2013,5,3,1,50,2,"hiv_3_only_level_2",0.307521262500338
2013,7,3,1,50,2,"hiv_3_only_level_2",0.307521262500338
2013,8,3,1,50,2,"hiv_3_only_level_2",0.307521262500338
2014,1,3,1,50,2,"hiv_3_only_level_2",0.306944144669213
2014,2,3,1,50,2,"hiv_3_only_level_2",0.306944144669213
2014,3,3,1,50,2,"hiv_3_only_level_2",0.306944144669213
2014,4,3,1,50,2,"hiv_3_only_level_2",0.306944144669213
2014,5,3,1,50,2,"hiv_3_only_level_2",0.306944144669213
2014,7,3,1,50,2,"hiv_3_only_level_2",0.306944144669213
2014,8,3,1,50,2,"hiv_3_only_level_2",0.306944144669213
2015,1,3,1,50,2,"hiv_3_only_level_2",0.302896189087979
2015,2,3,1,50,2,"hiv_3_only_level_2",0.302896189087979
2015,3,3,1,50,2,"hiv_3_only_level_2",0.302896189087979
2015,4,3,1,50,2,"hiv_3_only_level_2",0.302896189087979
2015,5,3,1,50,2,"hiv_3_only_level_2",0.302896189087979
2015,7,3,1,50,2,"hiv_3_only_level_2",0.302896189087979
2015,8,3,1,50,2,"hiv_3_only_level_2",0.302896189087979
2016,1,3,1,50,2,"hiv_3_only_level_2",0.288587982876284
2016,2,3,1,50,2,"hiv_3_only_level_2",0.288587982876284
2016,3,3,1,50,2,"hiv_3_only_level_2",0.288587982876284
2016,4,3,1,50,2,"hiv_3_only_level_2",0.288587982876284
2016,5,3,1,50,2,"hiv_3_only_level_2",0.288587982876284
2016,7,3,1,50,2,"hiv_3_only_level_2",0.288587982876284
2016,8,3,1,50,2,"hiv_3_only_level_2",0.288587982876284
2017,1,3,1,50,2,"hiv_3_only_level_2",0.288350348804554
2017,2,3,1,50,2,"hiv_3_only_level_2",0.288350348804554
