"","X","sim_id","HIV_neg_female","HIV_neg_male","HIV_pos_female","HIV_pos_male","hiv_prev_mse_male","hiv_prev_mse_female","hiv_prev_mse","max_perc_diff_male","max_perc_diff_female","b1_contact","b2_contact","hiv2_mort","hiv3_mort","hiv4_mort","tb_hiv1_mort","tb_hiv2_mort","tb_hiv3_mort","tb_hiv4_mort","hiv_prev_mse_male_norm","hiv_prev_mse_female_norm","hiv_prev_mse_male_norm_rank","hiv_prev_mse_female_norm_rank","tb_mort_mse_male_neg_norm","tb_mort_mse_female_neg_norm","tb_mort_mse_male_pos_norm","tb_mort_mse_female_pos_norm","tb_mort_mse_overall_norm","tbmort_rank_total","tbmort_HIV_neg_male","tbmort_HIV_neg_female","tbmort_HIV_pos_male","tbmort_HIV_pos_female"
"145",1339,1339,8349.97575350732,31376.0360764862,298175.260117081,79539.6627326216,99280988.0746599,202392188.410254,301673176.484914,0.0305777998514219,0.0556223374273714,7,9,8,45,1.5,17,22,60,17,0.203041267321376,0.449882713951303,2130,4062,0.34387706079242,0.421148852308504,0.274928808486369,0.465777986158995,0.375217221013794,904,803,787,968,970
"146",1340,1340,8351.89744010343,31389.9418779785,292768.430162029,78038.458572582,99386374.123659,201553715.392307,300940089.515965,0.0305791050340456,0.0554663892757057,7,9,8,45,1.5,17,22,60,20,0.203406649597764,0.447253760929759,2147,4027,0.344078260750735,0.421276886895691,0.268950131353985,0.456967139276452,0.370846210718416,897,804,788,957,960
"147",1341,1341,8360.13316834735,31415.7231660941,322433.638754306,86051.677711053,100364771.706056,201390078.602212,301754850.308268,0.0306243464827616,0.0554670654767128,7,9,8,45,1.5,17,30,40,17,0.206798836127805,0.446740693216731,2263,4020,0.344451284491729,0.421825601794377,0.300863478848765,0.505308887180141,0.395107087065893,932,806,790,991,1011
"148",1342,1342,8362.1460075059,31430.2349293181,316849.520492678,84370.9711282512,100478447.694254,200539332.32216,301017780.016414,0.0306257565839446,0.0553095712356443,7,9,8,45,1.5,17,30,40,20,0.207192960319128,0.444073258540078,2278,3977,0.344661251975974,0.421959709526231,0.2941699175862,0.496209135313293,0.390437908170289,924,808,792,984,1000
"149",1343,1343,8571.65900987394,32536.2850953483,250170.520058488,59279.8707003276,104541718.605553,192864462.025671,297406180.631224,0.0312296019338479,0.0546159291698759,7,9,8,45,1.5,17,30,60,17,0.221280661578004,0.420009426998669,2622,3665,0.36066444657236,0.435918755097304,0.194242411156425,0.387550555703685,0.333854530391966,848,824,815,849,854
"150",1344,1344,8573.67174074439,32551.0246538338,245413.418578144,58103.8656904683,104653735.227399,192072376.158483,296726111.385882,0.0312308620040507,0.0544650773995366,7,9,8,45,1.5,17,30,60,20,0.221669032606924,0.417525916510801,2633,3635,0.360877709975733,0.436052855614338,0.189558868139979,0.379798491537349,0.330193321021213,840,826,817,840,836
"151",1443,1443,9460.44966703673,35667.7474830164,221062.055672413,46295.9502211154,100412515.266371,201389827.470433,301802342.736804,0.0308131068500096,0.0557713058451607,7,10,8,45,1.2,14,22,60,17,0.206964367058288,0.446739905816736,2267,4019,0.405972881488094,0.495135458338878,0.142532809941557,0.340116065471195,0.32501633058922,828,881,885,737,763
"152",1444,1444,9462.59831420457,35683.4443740324,215818.459851051,45198.2448771821,100535518.94486,200437162.262669,300972681.207529,0.0308146594032757,0.0555953127150385,7,10,8,45,1.2,14,22,60,20,0.207390831134676,0.443752913960276,2285,3972,0.406199996323571,0.495278614436079,0.138161102206816,0.331571221213093,0.321215419177903,823,883,887,727,742
"153",1445,1445,9467.84687693813,35696.7573866108,244705.212407219,51184.3383212914,101665316.325354,199913043.598137,301578359.923491,0.0308364021358089,0.0555374872385829,7,10,8,45,1.2,14,30,40,17,0.211307933470925,0.442109589348423,2386,3954,0.406392619350536,0.495628305985302,0.16200124396719,0.378644414899992,0.342597882727322,861,885,890,784,833
"154",1446,1446,9470.09583856168,35713.1220446229,239257.448645624,49878.8530993715,101799163.373778,198946307.924418,300745471.298196,0.0308381249380722,0.0553594784122503,7,10,8,45,1.2,14,30,40,20,0.211771992420904,0.439078480873783,2398,3913,0.406629395958609,0.495778145648883,0.15680203465861,0.369766863219117,0.338452177684816,855,887,893,779,821
"155",1447,1447,9691.92340178314,36894.5171210909,174586.642515924,30828.8896328803,106487223.128284,190461063.079408,296948286.207692,0.0315583577116139,0.0546083458438265,7,10,8,45,1.2,14,30,60,17,0.228025889034487,0.41247379641008,2754,3574,0.423722739357116,0.510557663048424,0.0809338856209433,0.264380791284865,0.29045048355285,774,901,909,579,607
"156",1448,1448,9694.15489368507,36910.975615676,170136.838836492,30118.1868264736,106619436.740606,189564752.510137,296184189.250743,0.0315598551168215,0.0544382015746424,7,10,8,45,1.2,14,30,60,20,0.228484284724415,0.409663499204459,2764,3543,0.423960873665756,0.510706338771642,0.0781034494086746,0.257129492612116,0.287503325093717,767,903,911,565,595
"157",1451,1451,6734.51390705389,23475.5722739823,228209.046086861,49062.5135163559,99976669.4444645,201489620.499176,301466289.943641,0.0307589967340329,0.0557867084691555,7,10,8,45,1.2,17,22,60,17,0.205453253015443,0.447052797440949,2224,4022,0.229567001885273,0.313516842466173,0.153550890725525,0.351762638183152,0.260210827542892,715,613,601,766,786
"158",1452,1452,6735.82296563745,23483.6356901201,222941.761395008,47924.8104497087,100097734.887708,200546473.218092,300644208.1058,0.0307605207907224,0.05561234606434,7,10,8,45,1.2,17,22,60,20,0.205872997067569,0.444095648145392,2235,3980,0.229683669665386,0.313604060005021,0.14901988855469,0.343179191081526,0.256317269824946,708,615,603,753,768
"159",1453,1453,6745.1619132114,23514.056237898,252436.285584483,54297.2501391964,101052446.797529,201273447.499114,302325894.296643,0.0308043826760816,0.0557396288485797,7,10,8,45,1.2,17,30,40,17,0.209183063382972,0.446375007399378,2336,4012,0.230123817825723,0.31422627816474,0.174398688096537,0.391242795572008,0.278562464298656,756,621,607,812,858
"160",1454,1454,6746.54837686093,23522.5907396636,246955.150385462,52949.7064173034,101182625.380012,200312041.802465,301494667.182477,0.0308060293101721,0.0555632002009262,7,10,8,45,1.2,17,30,40,20,0.209634403453657,0.443360610564857,2350,3969,0.230247301639326,0.314318652905437,0.169031977125821,0.38231086255718,0.274316042813853,748,623,609,801,842
"161",1455,1455,6956.51444958186,24562.5581935661,181957.374574233,33133.8921941907,105815132.894035,191578502.643274,297393635.537309,0.0314927456544025,0.0547668541612269,7,10,8,45,1.2,17,30,60,17,0.225695695787274,0.415977422710433,2714,3611,0.245294360127138,0.328307884811637,0.090113760331008,0.276391968280977,0.22467216757135,646,648,630,601,642
"162",1456,1456,6957.96381950668,24571.9177922359,177454.58469665,32371.6805147859,105944224.735856,190687246.866774,296631471.602631,0.0314942154427142,0.0545981087964347,7,10,8,45,1.2,17,30,60,20,0.226143268036883,0.413182974330529,2720,3580,0.245429782084891,0.328404450755522,0.0870781855178042,0.269054324507183,0.221606599575579,636,649,631,592,623
"163",1459,1459,9459.20563125544,35664.2803346508,221279.252760422,46393.1221775846,100922779.494774,197550088.661694,298472868.156469,0.0308167253655433,0.0549995194120117,7,10,8,45,1.5,14,22,60,17,0.208733495962012,0.434700767135947,2321,3858,0.405922716087198,0.495052573019271,0.142919805774313,0.340470004896272,0.325212001022469,829,880,884,738,765
"164",1460,1460,9461.35228537813,35679.9699391177,216028.444450139,45287.1783559848,101050957.248164,196608253.01127,297659210.259434,0.0308182777344247,0.0548237434764459,7,10,8,45,1.5,14,22,60,20,0.209177898990312,0.431747730334546,2334,3820,0.406149725495212,0.495195596327539,0.138515287580248,0.331913407330584,0.3213976728378,824,882,886,730,743
"165",1461,1461,9466.61653495415,35693.4118023555,244874.163257337,51278.4546958665,102199290.054248,196086311.308009,298285601.362257,0.0308400891254123,0.0547645648732525,7,10,8,45,1.5,14,30,40,17,0.213159265202665,0.43011123137932,2425,3795,0.406344212833797,0.495546333030744,0.162376070677262,0.378919733355249,0.342766850382662,862,884,888,786,834
"166",1462,1462,9468.86356687945,35709.7698770566,239420.791589458,49966.0403067028,102338436.69244,195130633.107894,297469069.800334,0.0308418117232394,0.0545867825672718,7,10,8,45,1.5,14,30,40,20,0.213641698275135,0.427114792569678,2436,3753,0.406580894189403,0.495696044125953,0.157149265352864,0.370033043158088,0.338610080216357,856,886,892,780,822
"167",1463,1463,9690.64145437917,36890.902365833,174775.281179644,30884.7541123693,107063702.386873,186726487.396179,293790189.783052,0.0315619640054884,0.053838438424843,7,10,8,45,1.5,14,30,60,17,0.230024591004952,0.400764386785138,2790,3461,0.423670438264826,0.510472251823204,0.0811563708064523,0.264688192552517,0.290581907025297,775,900,908,580,609
"168",1464,1464,9692.8710578776,36907.3538580664,170318.263135057,30166.0298789803,107200816.468075,185840610.798124,293041427.266199,0.0315634612327794,0.0536685066998003,7,10,8,45,1.5,14,30,60,20,0.230499977031758,0.397986804311619,2798,3440,0.423908471257992,0.510620801729359,0.0782939885582315,0.257425137514714,0.287621592419354,769,902,910,567,596
"169",1467,1467,6733.50178992387,23472.4344195621,228322.040908944,49152.6700896947,100447428.664171,197788425.083731,298235853.747902,0.0307626014936754,0.055025794200541,7,10,8,45,1.5,17,22,60,17,0.207085414738562,0.435448048495569,2275,3867,0.229521600965456,0.313449408994353,0.153909947180138,0.351946771970264,0.260351217737082,717,612,600,768,787
"170",1468,1468,6734.80466243179,23480.4654031045,223055.502012314,48010.1589263761,100573001.111336,196856498.975423,297429500.086759,0.0307641253699048,0.0548517696907332,7,10,8,45,1.5,17,22,60,20,0.207520784951532,0.432526082128314,2292,3831,0.229637799485538,0.313536214378772,0.149359796342929,0.343364540199538,0.256452103735602,709,614,602,755,770
"171",1469,1469,6744.3573506286,23511.9921760369,252606.084792101,54395.1417375251,101576637.526964,197425628.754005,299002266.280969,0.0308079519847428,0.0549655123746499,7,10,8,45,1.5,17,30,40,17,0.211000476634549,0.4343105348406,2379,3852,0.23009395337234,0.314172673254156,0.174788549966068,0.391519496491315,0.278745739262514,757,620,606,814,859
"172",1470,1470,6745.73977867004,23520.5134301261,247119.502786528,53040.7879263434,101712092.695934,196475211.22125,298187303.917184,0.0308095984276123,0.054789310251415,7,10,8,45,1.5,17,30,40,20,0.211470111073423,0.431330590357019,2389,3817,0.230217245508252,0.314264779117807,0.169394717217926,0.382578687484653,0.274488426335985,749,622,608,803,843
"173",1471,1471,6952.63662154504,24545.0681457586,181650.597530168,33092.6761020904,106475397.966644,187114205.435256,293589603.4019,0.0314963383816681,0.0538809079837587,7,10,8,45,1.5,17,30,60,17,0.227984890206658,0.401980040107931,2753,3473,0.245041300503659,0.328049520043479,0.0899496136320542,0.275892051400881,0.224370663619308,645,643,624,598,640
"174",1472,1472,6954.07689509808,24554.3733767158,177164.282079008,32330.8580330724,106609663.128614,186237456.221895,292847119.350509,0.0314978079958682,0.0537126956241717,7,10,8,45,1.5,17,30,60,20,0.228450398791392,0.39923107568777,2762,3447,0.245175935827034,0.328145479931097,0.0869156064067117,0.268581253976963,0.221313341266729,635,646,626,591,622
"175",1571,1571,7902.58263200988,27927.9298103536,159717.242303048,25276.1489859255,103193239.264004,196245398.49188,299438637.755885,0.0310709700901075,0.0551782615897532,7,11,8,45,1.2,14,22,60,17,0.216605370529928,0.430610034231379,2510,3805,0.293987175811895,0.391340769275086,0.0588196093541305,0.24014995554562,0.226756458487321,651,731,744,476,557
"176",1572,1572,7904.26363704962,27939.0315604533,154815.857530141,24679.3386326885,103338403.973402,195197530.696679,298535934.670081,0.0310727682510967,0.0549834219980535,7,11,8,45,1.2,14,22,60,20,0.217108668760337,0.427324543646225,2521,3758,0.294147804572382,0.391452768175821,0.0564427598181064,0.232162770613688,0.223701773679179,641,733,748,465,537
"177",1573,1573,7902.35019853305,27887.9939060867,181008.323526121,27833.5206667894,103361408.777884,195991543.940095,299352952.717979,0.0310693434403996,0.0551043347672257,7,11,8,45,1.2,14,30,40,17,0.217188428348149,0.429814097240369,2526,3787,0.293409352068457,0.391325283126452,0.0690045662003616,0.274845416320189,0.240101921795147,685,723,743,531,635
"178",1574,1574,7904.11224114517,27899.5766277462,175888.748878958,27011.9953500852,103518109.219728,194923221.654757,298441330.874485,0.0310713157085632,0.0549069869605903,7,11,8,45,1.2,14,30,40,20,0.217731721931085,0.426464473531669,2537,3746,0.293576939899792,0.391442681248968,0.0657327696283857,0.266502674141336,0.236674557360668,675,727,747,516,617
"179",1575,1575,8132.83018251957,29084.9814614433,116529.053489461,15955.4789811768,110118418.840769,184173272.243041,294291691.083809,0.0319038190223018,0.0538698960569051,7,11,8,45,1.2,14,30,60,17,0.240615549317229,0.392759021617966,2934,3394,0.310728299586522,0.406681278044784,0.0216992241998471,0.169771467238382,0.20092312295773,595,758,773,261,389
"180",1576,1576,8134.62819427333,29097.1814051033,112570.556679486,15807.1672897907,110275364.669853,183191576.803823,293466941.473675,0.0319055494091074,0.0536816487513629,7,11,8,45,1.2,14,30,60,20,0.241159693678318,0.389681008210348,2938,3371,0.310904817866119,0.406801072652872,0.0211085598909154,0.163320791044075,0.198869983384295,589,760,775,255,373
"181",1579,1579,5296.40337779383,16966.7925720803,165854.392328862,27054.5890105345,102593433.381484,196441327.275872,299034760.657357,0.0310108641407339,0.0552046906840594,7,11,8,45,1.2,17,22,60,17,0.214525793196613,0.431224350443896,2456,3813,0.135392911637272,0.217701068803987,0.0659024026140191,0.250150915372757,0.165434791484285,504,439,421,518,581
"182",1580,1580,5296.83442713563,16966.5914785152,160918.17713411,26407.7629337805,102735692.518541,195403599.143172,298139291.661713,0.031012631275632,0.0550116726886343,7,11,8,45,1.2,17,22,60,20,0.215019017563865,0.427970651813639,2468,3767,0.13539000205907,0.217729787963837,0.0633263610757273,0.242106971579111,0.162253957801033,494,438,423,503,561
"183",1581,1581,5297.98490499109,16947.8181744095,187852.919173418,30028.348406852,103199407.464747,195377207.291014,298576614.755762,0.0310324327878435,0.0550248400194207,7,11,8,45,1.2,17,30,40,17,0.21662675619957,0.427887902651783,2511,3764,0.135118375284763,0.217806439878665,0.0777456600291228,0.285999213410645,0.179708425064616,542,435,425,562,660
"184",1582,1582,5298.46274630533,16947.807429964,182699.04198432,29155.5777976814,103354103.640386,194321678.826697,297675782.467082,0.0310343581401248,0.0548295208309142,7,11,8,45,1.2,17,30,40,20,0.217163100823361,0.424578392761547,2524,3721,0.135118219825763,0.217838276607678,0.0742697745887795,0.27760057259115,0.176152403440667,531,434,427,551,643
"185",1583,1583,5499.58768756435,17858.7994573313,122266.617944008,16949.4389844333,109387083.77286,184519053.791468,293906137.564329,0.0318314375815454,0.0539135114100036,7,11,8,45,1.2,17,30,60,17,0.238079949259606,0.393843187031848,2905,3404,0.148299161466087,0.231238457927128,0.0256577570231351,0.17912127152444,0.137341232442916,422,465,449,296,413
"186",1584,1584,5500.2026782982,17860.3489450309,118257.834491189,16743.8336675626,109540839.153478,183546606.354775,293087445.508253,0.031833137905137,0.053727051382768,7,11,8,45,1.2,17,30,60,20,0.238613032068103,0.390794169863418,2913,3382,0.148321580660029,0.2312794323945,0.024838915829517,0.172588649362899,0.135148472168631,417,467,451,288,393
"187",1585,1585,7673.57490913289,26762.6188201722,239223.615001944,47157.6824375545,97398214.1533505,204198005.865329,301596220.018679,0.0302314029873932,0.0555990955254546,7,11,8,45,1.5,14,22,40,17,0.196513532124677,0.455544684167703,1943,4146,0.277126549491379,0.376082865452238,0.145964734015446,0.369711728684385,0.285344821798673,762,702,714,750,820
"188",1586,1586,7675.20627975053,26773.0082460089,233021.291251853,45769.7621401799,97547728.5706972,203073207.30179,300620935.872487,0.0302334095588693,0.0553953236286929,7,11,8,45,1.5,14,22,40,20,0.197031911157593,0.45201798441834,1958,4095,0.277276871790056,0.37619155740232,0.140437219794285,0.359604563241361,0.280706220749169,758,705,715,734,799
"189",1587,1587,7901.64387825767,27925.6041648122,159920.995839359,25311.8006991852,103729194.256028,192468890.720562,296198084.97659,0.0310746493123359,0.0544092301922478,7,11,8,45,1.5,14,22,60,17,0.218463571467218,0.418769150501342,2556,3647,0.293953526562246,0.391278223722977,0.0589615954266914,0.240481987665205,0.226879424984613,652,730,742,480,560
"190",1588,1588,7903.32193902184,27936.6958346448,155010.187017728,24704.7864536894,103880079.958004,191432989.593902,295313069.551906,0.0310764472565413,0.054214624107999,7,11,8,45,1.5,14,22,60,20,0.218986704859029,0.415521180276111,2569,3606,0.294114009473583,0.391390026457954,0.0565441079954809,0.23247944551823,0.223807873240421,642,732,746,466,538
"191",1589,1589,7901.47673896925,27885.7285393628,181132.023246804,27877.65317572,103916273.592729,192283885.985214,296200159.577943,0.0310730380836158,0.0543945404051989,7,11,8,45,1.5,14,30,40,17,0.219112191228165,0.418189085612454,2575,3638,0.293376574979652,0.391267087874999,0.0691803277849358,0.275046994566113,0.240196929276245,686,722,741,532,638
"192",1590,1590,7903.23341296686,27897.2992817111,176008.643415554,27048.4189929687,104078673.574608,191227592.404214,295306265.978823,0.0310750101163841,0.0541974711747461,7,11,8,45,1.5,14,30,40,20,0.219675245594734,0.414877176771065,2586,3600,0.29354398948499,0.391384128307378,0.065877829978325,0.266698051545985,0.236758388015767,677,726,745,517,618
"193",1591,1591,8131.83951715109,29082.4704722724,116696.721494088,15938.7845326838,110728169.530062,180515054.079466,291243223.609528,0.0319074786518808,0.0531030572459644,7,11,8,45,1.5,14,30,60,17,0.242729606130245,0.381289023790086,2957,3313,0.310691968640995,0.406615273821332,0.0216327370956279,0.170044695197861,0.200964678180512,597,757,772,260,390
"194",1592,1592,8133.63474389465,29094.6609442989,112728.819787821,15780.559164435,110890521.94908,179544875.951342,290435397.900422,0.0319092088301944,0.0529150383252713,7,11,8,45,1.5,14,30,60,20,0.243292495592382,0.37824712182452,2963,3292,0.310868349877628,0.406734882874902,0.0210025906997592,0.163578692998878,0.198895031660097,590,759,774,253,374
"195",1593,1593,5099.12631258694,16102.3898696048,245865.353747883,49834.3008845939,96959062.3217129,204285934.329252,301244996.650965,0.0301831889194771,0.0556104643674713,7,11,8,45,1.5,17,22,40,17,0.194990955868638,0.455820375568575,1900,4149,0.122886060608076,0.204557256667149,0.156624601558717,0.380534954791143,0.226636530360003,650,409,396,778,837
"196",1594,1594,5099.39685981997,16100.4521663095,239646.323597232,48406.5559140434,97105680.0851189,203172386.238211,300278066.32333,0.0301851613243226,0.0554085865141105,7,11,8,45,1.5,17,22,40,20,0.19549929195924,0.452328950614029,1914,4102,0.122858024408764,0.204575282188774,0.150938482086412,0.370400564978476,0.221888375438974,638,408,397,764,823
"197",1595,1595,5296.09416057437,16966.343923568,166059.921998217,27096.274452947,103124135.210406,192662553.370098,295786688.580503,0.0310145293588217,0.0544356111320876,7,11,8,45,1.5,17,22,60,17,0.216365780976554,0.419376361463126,2500,3656,0.135386420241431,0.217680466849889,0.066068418541725,0.250485841838276,0.165579655532264,505,437,420,521,582
"198",1596,1596,5296.51960403713,16966.124162682,161114.472257547,26439.4062967787,103272068.272799,191636675.407993,294908743.680792,0.0310162962813228,0.0542428251900764,7,11,8,45,1.5,17,22,60,20,0.216878677319134,0.416159817924477,2516,3615,0.135383240569902,0.217708812511578,0.0634523835420813,0.242426849639041,0.162382180570633,495,436,422,504,562
"199",1597,1597,5297.67013136202,16947.3308729142,188012.723958786,30080.4463470133,103753944.906173,191605432.065008,295359376.971182,0.0310360894662348,0.0542547079108257,7,11,8,45,1.5,17,30,40,17,0.218549384048464,0.416061857370967,2558,3613,0.135111324627481,0.217785467722364,0.0779531446416611,0.286259627647209,0.17984319015663,545,433,424,564,662
"200",1598,1598,5298.14235386162,16947.3022194542,182851.494520666,29199.1644604005,103914458.681916,190562016.593899,294476475.275815,0.0310380145903754,0.0540596310353088,7,11,8,45,1.5,17,30,40,20,0.21910589878006,0.412790326627838,2573,3575,0.135110910046922,0.217816930091367,0.0744433622929787,0.277849005770252,0.176273278446627,532,432,426,553,644
"201",1599,1599,5499.18485323426,17858.0328669512,122436.787528758,16939.8543982484,109990775.385368,180856962.665037,290847738.050405,0.0318350833800906,0.0531465946684188,7,11,8,45,1.5,17,30,60,17,0.240172998744899,0.382361045894419,2928,3319,0.148288069839861,0.231211618624995,0.0256195855686639,0.179398576001881,0.137405386164135,424,464,448,295,416
"202",1600,1600,5499.79454849731,17859.5649916472,118418.787798353,16724.4918233149,110149892.432071,179895920.026002,290045812.458073,0.0318367834994388,0.0529603614867968,7,11,8,45,1.5,17,30,60,20,0.240724670899692,0.379347787392783,2936,3303,0.148310237812354,0.231252240275514,0.0247618852396879,0.172850935204409,0.135196341750803,418,466,450,285,394
"203",1698,1698,6259.15811616282,20243.5812979531,175080.44956019,25359.032998691,98798172.6621792,204550959.438107,303349132.100287,0.0303826576529245,0.0558442959970538,7,12,8,45,1.2,14,22,40,20,0.201367305766094,0.456651336787119,2077,4164,0.182804041115783,0.281845714314109,0.059149702198896,0.265185487991201,0.190230508143007,567,528,540,482,611
"204",1699,1699,6467.09480548308,21202.6828160693,106835.641721053,13838.8212736738,104768300.864628,192622298.880992,297390599.74562,0.0313038253008096,0.0547600970656532,7,12,8,45,1.2,14,22,60,17,0.2220662412861,0.419250147311329,2641,3654,0.196681068309939,0.295699736209231,0.0132694493765497,0.153975304316507,0.148649587011751,465,553,573,161,347
"205",1700,1700,6468.12221258259,21207.3935953409,102471.640361668,13888.5510466114,104936052.633795,191473861.324496,296409913.958292,0.0313058823374251,0.0545456614410625,7,12,8,45,1.2,14,22,60,20,0.222647850748345,0.415649329730348,2653,3607,0.196749227530651,0.295768188392914,0.0134675025555741,0.146863827149221,0.146602882096151,453,555,575,165,333
"206",1701,1701,6479.92679788761,21250.4282289155,126886.113492217,13947.036747067,106469265.913345,191893900.567835,298363166.48118,0.0313353314216269,0.0545859906517041,7,12,8,45,1.2,14,30,40,17,0.227963629863237,0.416966323138967,2752,3628,0.197371886101329,0.296554682511933,0.0137004269833056,0.186649096199567,0.158890170677514,490,557,577,169,429
"207",1702,1702,6481.03003366981,21255.5539318983,122284.866824708,13744.5561860417,106652702.892829,190723979.941369,297376682.834198,0.0313376525711795,0.054368782233055,7,12,8,45,1.2,14,30,40,20,0.228599621266029,0.41329814741944,2765,3581,0.197446048761212,0.29662818686911,0.0128940304036944,0.179151009484569,0.156428359092543,483,559,579,148,414
"208",1703,1703,6692.38570309138,22247.9927466016,69535.814553894,12813.9296946877,112861865.454965,179599430.473233,292461295.928199,0.0322351903414525,0.0533524197550535,7,12,8,45,1.2,14,30,60,17,0.250127308971995,0.378418172379631,3024,3294,0.211805425907465,0.310710002259153,0.00918772884208561,0.0931923559628117,0.135217111074793,419,589,597,91,205
"209",1704,1704,6693.56923183087,22254.2120118793,66277.4769747586,13376.801410924,113044761.28243,178526685.051613,291571446.334043,0.0322372049679416,0.0531452833720117,7,12,8,45,1.2,14,30,60,20,0.250761424155319,0.375054680344529,3032,3277,0.211895411077706,0.310788856227272,0.0114294147818838,0.0878826432956746,0.134330470884263,414,591,599,123,193
"210",1706,1706,3912.4830720539,11563.7528247018,180955.22570018,27143.5430936592,98245310.219863,204606288.538992,302851598.758855,0.0303289466043709,0.0558568021614977,7,12,8,45,1.2,17,22,40,20,0.199450485279686,0.456824815961565,2020,4168,0.0572175276041539,0.125495781322011,0.066256670045969,0.274758889313042,0.138847329592936,428,240,228,522,634
"211",1707,1707,4076.58754388354,12125.3242408764,112141.087469918,14492.994603444,104357021.299716,192856941.223429,297213962.523145,0.0312439264290721,0.0547820430447147,7,12,8,45,1.2,17,22,60,17,0.220640300517973,0.419985846232974,2610,3663,0.0653427799017651,0.136429431142287,0.0158747519938892,0.162620937807016,0.093903149149082,271,260,252,187,371
"212",1708,1708,4075.88380114715,12114.3507949983,107720.005342977,14477.0778929782,104521489.091341,191719235.258303,296240724.349644,0.0312459500829245,0.0545695390956748,7,12,8,45,1.2,17,22,60,20,0.221210524154471,0.416418676543999,2620,3622,0.0651840075466101,0.136382543470322,0.015811362299524,0.155416443121692,0.0916816518297511,260,258,250,186,353
"213",1709,1709,4083.81953268855,12141.7857714038,132388.853691252,14934.0124078951,105826285.127637,192028647.165184,297854932.29282,0.0312724802571921,0.054614534714158,7,12,8,45,1.2,17,30,40,17,0.225734361517122,0.417388808378993,2715,3634,0.0655809581367812,0.136911270742492,0.0176311440507671,0.195616236230077,0.104472659860108,315,264,256,217,451
"214",1710,1710,4083.13255631735,12130.7334029494,127735.169534436,14668.6673917393,106006054.397477,190869802.165371,296875856.562849,0.0312747522766215,0.0543993091251433,7,12,8,45,1.2,17,30,40,20,0.226357636662768,0.413755359241638,2724,3586,0.0654210438683701,0.136865500148956,0.0165743842691791,0.188032698577463,0.101839433657458,307,262,254,201,435
"215",1711,1711,4255.01502562971,12760.293792868,74091.2134610698,12385.4468008388,112355335.842816,179932189.465254,292287525.30807,0.0321660757957137,0.0533922784715981,7,12,8,45,1.2,17,30,60,17,0.248371128296252,0.379461506796832,3010,3304,0.0745300135511872,0.14831736802771,0.00748125816523624,0.100615730212361,0.0769985728290587,204,284,276,68,227
"216",1712,1712,4254.54256295846,12751.6150953381,70761.0109831102,12875.325059182,112534531.6132,178869606.959845,291404138.573045,0.0321680470890785,0.053187071310678,7,12,8,45,1.2,17,30,60,20,0.248992415071153,0.37612987962644,3016,3282,0.0744044434010441,0.148285889656992,0.00943224126185317,0.0951889081437759,0.075924411433296,197,282,274,93,213
"217",1713,1713,6257.7406090855,20239.3062823477,181113.928318309,26243.8642746652,99127603.8412691,201950274.511586,301077878.352855,0.0303840440942593,0.0552992603193894,7,12,8,45,1.5,14,22,40,17,0.202509471311461,0.448497134625196,2109,4046,0.182742186862932,0.28175127126921,0.0626736203017775,0.27501750748299,0.194206029961858,578,526,538,498,636
"218",1714,1714,6258.66274302163,20242.7403174642,175246.458813509,25390.5086114846,99299038.7131834,200713404.833701,300012443.546885,0.0303863464312627,0.0550748339411097,7,12,8,45,1.5,14,22,40,20,0.203103850400034,0.444619046472892,2134,3988,0.182791873155568,0.281812709506892,0.0592750565853586,0.265456012887349,0.190340237374304,568,527,539,483,612
"219",1715,1715,6466.52890372791,21201.60672509,107017.688676416,13794.6082887972,105323075.291985,188895768.686741,294218843.978726,0.0313075468153588,0.0539937708513653,7,12,8,45,1.5,14,22,60,17,0.223989690785106,0.407565963557832,2681,3525,0.196665498588173,0.295662032351714,0.0130933672894675,0.154271963886434,0.148675105540748,466,552,572,153,350
"220",1716,1716,6467.5522082759,21206.3037681284,102641.764861094,13831.9635399404,105497108.874854,187760462.260982,293257571.135835,0.0313096036010769,0.0537795846832757,7,12,8,45,1.5,14,22,60,20,0.224593079822656,0.404006317398097,2691,3490,0.196733459062372,0.295730211198168,0.0132421378509469,0.147141058156645,0.146607692854386,455,554,574,160,334
"221",1717,1717,6479.35647503316,21249.3468121798,127027.439955511,13933.7868640047,107053281.026788,188166321.161485,295219602.188272,0.0313391906578986,0.0538172502631035,7,12,8,45,1.5,14,30,40,17,0.229988459274926,0.405278849679945,2787,3503,0.197356239322373,0.296516684093574,0.0136476581627947,0.186879398583568,0.158932701707098,491,556,576,168,430
"222",1718,1718,6480.45563322832,21254.4596133106,122416.555460166,13720.7820664069,107243183.726197,187009877.861921,294253061.588118,0.0313415115210732,0.0536003041764197,7,12,8,45,1.5,14,30,40,20,0.230646867871333,0.401652930847074,2799,3470,0.197430215308221,0.296589916776809,0.012799347888693,0.179365606283957,0.156453512668801,485,558,578,146,415
"223",1719,1719,6691.74814225056,22246.6736145618,69673.0682832414,12704.483385866,113499375.834996,175998373.973144,289497749.808139,0.0322389648228752,0.0525878716283888,7,12,8,45,1.5,14,30,60,17,0.252337610962523,0.367127399553294,3042,3234,0.211786339678486,0.310667524032357,0.00875184932536565,0.0934160215123835,0.135141133993493,416,588,596,85,206
