"sim_id","HIV_neg_female","HIV_neg_male","HIV_pos_female","HIV_pos_male","hiv_prev_mse_male","hiv_prev_mse_female","b1_contact","b2_contact","hiv2_mort","hiv3_mort","hiv4_mort","tb_hiv1_mort","tb_hiv2_mort","tb_hiv3_mort","tb_hiv4_mort","hiv_prev_mse_male_norm","hiv_prev_mse_female_norm","hiv_prev_mse_male_norm_rank","hiv_prev_mse_female_norm_rank"
3763,1906.82317062596,5661.12348895081,21543.7003023984,93403.9289759478,99063890.4685357,159249115.09819,10,7,8,45,1.5,14,22,60,17,0.199467691516722,0.416517530118739,2131,4137
3764,1902.8429930646,5617.65470146561,22323.7072923095,97799.4008809664,99360101.8263114,157604518.272408,10,7,8,45,1.5,14,22,60,20,0.200437973421437,0.410774579118617,2144,4088
3765,1919.94520031887,5654.56932919925,17101.3624685902,75982.0356838346,101084145.656697,157573086.878951,10,7,8,45,1.5,14,30,40,17,0.206085321126537,0.410664820331748,2236,4086
3766,1915.83801097381,5609.64103767623,17665.5528721407,80065.9839970584,101412326.36009,155892440.02383,10,7,8,45,1.5,14,30,40,20,0.207160323112857,0.404795982215222,2248,4035
3767,2040.14529893454,5666.591685981,33874.7225581414,136350.046378935,109496104.406243,143519097.871993,10,7,8,45,1.5,14,30,60,17,0.233639873454258,0.361588129341053,2591,3708
3768,2035.97731846577,5623.25314064061,36233.0763038284,140952.424634712,109881131.758894,141918471.212588,10,7,8,45,1.5,14,30,60,20,0.234901084624225,0.355998722666819,2603,3671
3769,1584.15403830477,10649.4505317036,32104.5019158794,38490.9091231334,89898693.8690383,175962652.719067,10,7,8,45,1.5,17,22,40,17,0.169445802820664,0.474881395408162,1702,4548
3770,1573.8322713586,10548.1023982971,30115.3414521488,41475.5434129226,90185635.1964853,174135103.946549,10,7,8,45,1.5,17,22,40,20,0.170385719439079,0.468499574109251,1715,4512
3771,1503.54131387376,9138.32534146051,19904.1321484466,82490.0344365204,98164235.994078,159973746.301224,10,7,8,45,1.5,17,22,60,17,0.196520746930878,0.419047950600491,2084,4154
3772,1494.42935598281,9049.54794383867,20289.0428403603,86591.1436311661,98452715.2796386,158350381.086934,10,7,8,45,1.5,17,22,60,20,0.197465701347098,0.413379140631496,2100,4106
3773,1497.40171087623,9031.71041675869,17727.6428586633,66590.0470566111,100050041.086391,158456341.261,10,7,8,45,1.5,17,30,40,17,0.202697966368482,0.413749154776048,2182,4110
