"","year","TB_compartment","DR_compartment","HIV_compartment","G_compartment","prop_of_pop"
"270",1992,1,2,3,2,0
"271",1992,1,2,4,1,0
"272",1992,1,2,4,2,0
"273",1992,2,1,1,1,0
"274",1992,2,1,1,2,0
"275",1992,2,1,2,1,0
"276",1992,2,1,2,2,0
"277",1992,2,1,3,1,0
"278",1992,2,1,3,2,0
"279",1992,2,1,4,1,0
"280",1992,2,1,4,2,0
"281",1992,2,2,1,1,0
"282",1992,2,2,1,2,0
"283",1992,2,2,2,1,0
"284",1992,2,2,2,2,0
"285",1992,2,2,3,1,0
"286",1992,2,2,3,2,0
"287",1992,2,2,4,1,0
"288",1992,2,2,4,2,0
"289",1992,3,1,1,1,0.0295896202609938
"290",1992,3,1,1,2,0.0306648636696229
"291",1992,3,1,2,1,0.000120173072521368
"292",1992,3,1,2,2,0.000972740697926671
"293",1992,3,1,3,1,0
"294",1992,3,1,3,2,0
"295",1992,3,1,4,1,0
"296",1992,3,1,4,2,0
"297",1992,3,2,1,1,0.00110500656576326
"298",1992,3,2,1,2,0.00114516088392783
"299",1992,3,2,2,1,4.4877910900096e-06
"300",1992,3,2,2,2,3.63264161051454e-05
"301",1992,3,2,3,1,0
"302",1992,3,2,3,2,0
"303",1992,3,2,4,1,0
"304",1992,3,2,4,2,0
"305",1992,4,1,1,1,0.19233253169646
"306",1992,4,1,1,2,0.199321613852549
"307",1992,4,1,2,1,0.000781124971388893
"308",1992,4,1,2,2,0.00632281453652336
"309",1992,4,1,3,1,0
"310",1992,4,1,3,2,0
"311",1992,4,1,4,1,0
"312",1992,4,1,4,2,0
"313",1992,4,2,1,1,0.00718254267746116
"314",1992,4,2,1,2,0.00744354574553087
"315",1992,4,2,2,1,2.91706420850624e-05
"316",1992,4,2,2,2,0.000236121704683445
"317",1992,4,2,3,1,0
"318",1992,4,2,3,2,0
"319",1992,4,2,4,1,0
"320",1992,4,2,4,2,0
"321",1992,5,1,1,1,0
"322",1992,5,1,1,2,0
"323",1992,5,1,2,1,0
"324",1992,5,1,2,2,0
"325",1992,5,1,3,1,0
"326",1992,5,1,3,2,0
"327",1992,5,1,4,1,0
"328",1992,5,1,4,2,0
"329",1992,5,2,1,1,0
"330",1992,5,2,1,2,0
"331",1992,5,2,2,1,0
"332",1992,5,2,2,2,0
"333",1992,5,2,3,1,0
"334",1992,5,2,3,2,0
"335",1992,5,2,4,1,0
"336",1992,5,2,4,2,0
"337",1992,6,1,1,1,0.000937652431464493
"338",1992,6,1,1,2,0.00158392211193536
"339",1992,6,1,2,1,0.00191711393155499
"340",1992,6,1,2,2,0.0157918339197849
"341",1992,6,1,3,1,0
"342",1992,6,1,3,2,0
"343",1992,6,1,4,1,0
"344",1992,6,1,4,2,0
"345",1992,6,2,1,1,6.16907908941091e-06
"346",1992,6,2,1,2,9.96397818486449e-06
"347",1992,6,2,2,1,3.13073539947702e-06
"348",1992,6,2,2,2,2.59324019425577e-05
"349",1992,6,2,3,1,0
"350",1992,6,2,3,2,0
"351",1992,6,2,4,1,0
"352",1992,6,2,4,2,0
"353",1992,7,1,1,1,0
"354",1992,7,1,1,2,0
"355",1992,7,1,2,1,0
"356",1992,7,1,2,2,0
"357",1992,7,1,3,1,0
"358",1992,7,1,3,2,0
"359",1992,7,1,4,1,0
"360",1992,7,1,4,2,0
"361",1992,7,2,1,1,0
"362",1992,7,2,1,2,0
"363",1992,7,2,2,1,0
"364",1992,7,2,2,2,0
"365",1992,7,2,3,1,0
"366",1992,7,2,3,2,0
"367",1992,7,2,4,1,0
"368",1992,7,2,4,2,0
"369",1992,8,1,1,1,0
"370",1992,8,1,1,2,0
"371",1992,8,1,2,1,0
"372",1992,8,1,2,2,0
"373",1992,8,1,3,1,0
"374",1992,8,1,3,2,0
"375",1992,8,1,4,1,0
"376",1992,8,1,4,2,0
"377",1992,8,2,1,1,0
"378",1992,8,2,1,2,0
"379",1992,8,2,2,1,0
"380",1992,8,2,2,2,0
"381",1992,8,2,3,1,0
"382",1992,8,2,3,2,0
"383",1992,8,2,4,1,0
"384",1992,8,2,4,2,0
"385",1993,1,1,1,1,0.246147935129213
"386",1993,1,1,1,2,0.234201311683352
"387",1993,1,1,2,1,0.00148619204437583
"388",1993,1,1,2,2,0.0111443216759552
"389",1993,1,1,3,1,0
"390",1993,1,1,3,2,0
"391",1993,1,1,4,1,0
"392",1993,1,1,4,2,0
"393",1993,1,2,1,1,0
"394",1993,1,2,1,2,0
"395",1993,1,2,2,1,0
"396",1993,1,2,2,2,0
"397",1993,1,2,3,1,0
"398",1993,1,2,3,2,0
"399",1993,1,2,4,1,0
"400",1993,1,2,4,2,0
"401",1993,2,1,1,1,0
"402",1993,2,1,1,2,0
"403",1993,2,1,2,1,0
"404",1993,2,1,2,2,0
"405",1993,2,1,3,1,0
"406",1993,2,1,3,2,0
"407",1993,2,1,4,1,0
"408",1993,2,1,4,2,0
"409",1993,2,2,1,1,0
"410",1993,2,2,1,2,0
"411",1993,2,2,2,1,0
"412",1993,2,2,2,2,0
"413",1993,2,2,3,1,0
"414",1993,2,2,3,2,0
"415",1993,2,2,4,1,0
"416",1993,2,2,4,2,0
"417",1993,3,1,1,1,0.0296777033563471
"418",1993,3,1,1,2,0.0302177889792889
"419",1993,3,1,2,1,0.000179188042346955
"420",1993,3,1,2,2,0.00143789442638407
"421",1993,3,1,3,1,0
"422",1993,3,1,3,2,0
"423",1993,3,1,4,1,0
"424",1993,3,1,4,2,0
"425",1993,3,2,1,1,0.00110829597596317
"426",1993,3,2,1,2,0.00112846514860415
"427",1993,3,2,2,1,6.69166963121408e-06
"428",1993,3,2,2,2,5.36973022301105e-05
"429",1993,3,2,3,1,0
"430",1993,3,2,3,2,0
"431",1993,3,2,4,1,0
"432",1993,3,2,4,2,0
"433",1993,4,1,1,1,0.192905071816256
"434",1993,4,1,1,2,0.196415628365378
"435",1993,4,1,2,1,0.00116472227525521
"436",1993,4,1,2,2,0.00934631377149646
"437",1993,4,1,3,1,0
"438",1993,4,1,3,2,0
"439",1993,4,1,4,1,0
"440",1993,4,1,4,2,0
"441",1993,4,2,1,1,0.0072039238437606
"442",1993,4,2,1,2,0.00733502346592697
"443",1993,4,2,2,1,4.34958526028915e-05
"444",1993,4,2,2,2,0.000349032464495718
"445",1993,4,2,3,1,0
"446",1993,4,2,3,2,0
"447",1993,4,2,4,1,0
"448",1993,4,2,4,2,0
"449",1993,5,1,1,1,0
"450",1993,5,1,1,2,0
"451",1993,5,1,2,1,0
"452",1993,5,1,2,2,0
"453",1993,5,1,3,1,0
"454",1993,5,1,3,2,0
"455",1993,5,1,4,1,0
"456",1993,5,1,4,2,0
"457",1993,5,2,1,1,0
"458",1993,5,2,1,2,0
"459",1993,5,2,2,1,0
"460",1993,5,2,2,2,0
"461",1993,5,2,3,1,0
"462",1993,5,2,3,2,0
"463",1993,5,2,4,1,0
"464",1993,5,2,4,2,0
"465",1993,6,1,1,1,0.000960337001074617
"466",1993,6,1,1,2,0.00128981998839515
"467",1993,6,1,2,1,0.00284988516370961
"468",1993,6,1,2,2,0.0232869608863411
"469",1993,6,1,3,1,0
"470",1993,6,1,3,2,0
"471",1993,6,1,4,1,0
"472",1993,6,1,4,2,0
"473",1993,6,2,1,1,8.04620677139574e-06
"474",1993,6,2,1,2,1.06152519303356e-05
"475",1993,6,2,2,1,4.61401327430682e-06
"476",1993,6,2,2,2,3.70241996401418e-05
"477",1993,6,2,3,1,0
"478",1993,6,2,3,2,0
"479",1993,6,2,4,1,0
"480",1993,6,2,4,2,0
"481",1993,7,1,1,1,0
"482",1993,7,1,1,2,0
"483",1993,7,1,2,1,0
"484",1993,7,1,2,2,0
"485",1993,7,1,3,1,0
"486",1993,7,1,3,2,0
"487",1993,7,1,4,1,0
"488",1993,7,1,4,2,0
"489",1993,7,2,1,1,0
"490",1993,7,2,1,2,0
"491",1993,7,2,2,1,0
"492",1993,7,2,2,2,0
"493",1993,7,2,3,1,0
"494",1993,7,2,3,2,0
"495",1993,7,2,4,1,0
"496",1993,7,2,4,2,0
"497",1993,8,1,1,1,0
"498",1993,8,1,1,2,0
"499",1993,8,1,2,1,0
"500",1993,8,1,2,2,0
"501",1993,8,1,3,1,0
"502",1993,8,1,3,2,0
"503",1993,8,1,4,1,0
"504",1993,8,1,4,2,0
"505",1993,8,2,1,1,0
"506",1993,8,2,1,2,0
"507",1993,8,2,2,1,0
"508",1993,8,2,2,2,0
"509",1993,8,2,3,1,0
"510",1993,8,2,3,2,0
"511",1993,8,2,4,1,0
"512",1993,8,2,4,2,0
"513",1994,1,1,1,1,0.244090570524363
"514",1994,1,1,1,2,0.220349205012404
"515",1994,1,1,2,1,0.00207080392518885
"516",1994,1,1,2,2,0.0149015298388031
"517",1994,1,1,3,1,0
"518",1994,1,1,3,2,0
"519",1994,1,1,4,1,0
"520",1994,1,1,4,2,0
"521",1994,1,2,1,1,0
"522",1994,1,2,1,2,0
"523",1994,1,2,2,1,0
"524",1994,1,2,2,2,0
"525",1994,1,2,3,1,0
"526",1994,1,2,3,2,0
"527",1994,1,2,4,1,0
"528",1994,1,2,4,2,0
"529",1994,2,1,1,1,0
"530",1994,2,1,1,2,0
"531",1994,2,1,2,1,0
"532",1994,2,1,2,2,0
"533",1994,2,1,3,1,0
"534",1994,2,1,3,2,0
"535",1994,2,1,4,1,0
"536",1994,2,1,4,2,0
"537",1994,2,2,1,1,0
"538",1994,2,2,1,2,0
"539",1994,2,2,2,1,0
"540",1994,2,2,2,2,0
"541",1994,2,2,3,1,0
"542",1994,2,2,3,2,0
"543",1994,2,2,4,1,0
"544",1994,2,2,4,2,0
"545",1994,3,1,1,1,0.0297524317913458
"546",1994,3,1,1,2,0.0296848253398293
"547",1994,3,1,2,1,0.000252412259945466
"548",1994,3,1,2,2,0.00200749220100987
"549",1994,3,1,3,1,0
"550",1994,3,1,3,2,0
"551",1994,3,1,4,1,0
"552",1994,3,1,4,2,0
"553",1994,3,2,1,1,0.0011110866644071
"554",1994,3,2,1,2,0.0011085619421513
"555",1994,3,2,2,1,9.42618398136594e-06
"556",1994,3,2,2,2,7.49685884194556e-05
"557",1994,3,2,3,1,0
"558",1994,3,2,3,2,0
"559",1994,3,2,4,1,0
"560",1994,3,2,4,2,0
"561",1994,4,1,1,1,0.193390806643748
"562",1994,4,1,1,2,0.192951364708891
"563",1994,4,1,2,1,0.00164067968964553
"564",1994,4,1,2,2,0.0130486993065641
"565",1994,4,1,3,1,0
"566",1994,4,1,3,2,0
"567",1994,4,1,4,1,0
"568",1994,4,1,4,2,0
"569",1994,4,2,1,1,0.00722206331864618
"570",1994,4,2,1,2,0.00720565262398347
"571",1994,4,2,2,1,6.12701958788786e-05
"572",1994,4,2,2,2,0.000487295824726461
"573",1994,4,2,3,1,0
"574",1994,4,2,3,2,0
"575",1994,4,2,4,1,0
"576",1994,4,2,4,2,0
"577",1994,5,1,1,1,0
"578",1994,5,1,1,2,0
"579",1994,5,1,2,1,0
"580",1994,5,1,2,2,0
"581",1994,5,1,3,1,0
"582",1994,5,1,3,2,0
"583",1994,5,1,4,1,0
"584",1994,5,1,4,2,0
"585",1994,5,2,1,1,0
"586",1994,5,2,1,2,0
"587",1994,5,2,2,1,0
"588",1994,5,2,2,2,0
"589",1994,5,2,3,1,0
"590",1994,5,2,3,2,0
"591",1994,5,2,4,1,0
"592",1994,5,2,4,2,0
"593",1994,6,1,1,1,0.000987399045063719
"594",1994,6,1,1,2,0.00108963641361918
"595",1994,6,1,2,1,0.00400167614927558
"596",1994,6,1,2,2,0.0324227959884256
"597",1994,6,1,3,1,0
"598",1994,6,1,3,2,0
"599",1994,6,1,4,1,0
"600",1994,6,1,4,2,0
"601",1994,6,2,1,1,1.02146884562677e-05
"602",1994,6,2,1,2,1.14358109420531e-05
"603",1994,6,2,2,1,6.31265656119829e-06
"604",1994,6,2,2,2,4.93826637253028e-05
"605",1994,6,2,3,1,0
"606",1994,6,2,3,2,0
"607",1994,6,2,4,1,0
"608",1994,6,2,4,2,0
"609",1994,7,1,1,1,0
"610",1994,7,1,1,2,0
"611",1994,7,1,2,1,0
"612",1994,7,1,2,2,0
"613",1994,7,1,3,1,0
"614",1994,7,1,3,2,0
"615",1994,7,1,4,1,0
"616",1994,7,1,4,2,0
"617",1994,7,2,1,1,0
"618",1994,7,2,1,2,0
"619",1994,7,2,2,1,0
"620",1994,7,2,2,2,0
"621",1994,7,2,3,1,0
"622",1994,7,2,3,2,0
"623",1994,7,2,4,1,0
"624",1994,7,2,4,2,0
"625",1994,8,1,1,1,0
"626",1994,8,1,1,2,0
"627",1994,8,1,2,1,0
"628",1994,8,1,2,2,0
"629",1994,8,1,3,1,0
"630",1994,8,1,3,2,0
"631",1994,8,1,4,1,0
"632",1994,8,1,4,2,0
"633",1994,8,2,1,1,0
"634",1994,8,2,1,2,0
"635",1994,8,2,2,1,0
"636",1994,8,2,2,2,0
"637",1994,8,2,3,1,0
"638",1994,8,2,3,2,0
"639",1994,8,2,4,1,0
"640",1994,8,2,4,2,0
"641",1995,1,1,1,1,0.24175061057032
"642",1995,1,1,1,2,0.205501175268128
"643",1995,1,1,2,1,0.00271596207862527
"644",1995,1,1,2,2,0.0186138932725667
"645",1995,1,1,3,1,0
"646",1995,1,1,3,2,0
"647",1995,1,1,4,1,0
"648",1995,1,1,4,2,0
"649",1995,1,2,1,1,0
"650",1995,1,2,1,2,0
"651",1995,1,2,2,1,0
"652",1995,1,2,2,2,0
"653",1995,1,2,3,1,0
"654",1995,1,2,3,2,0
"655",1995,1,2,4,1,0
"656",1995,1,2,4,2,0
"657",1995,2,1,1,1,0
"658",1995,2,1,1,2,0
"659",1995,2,1,2,1,0
"660",1995,2,1,2,2,0
"661",1995,2,1,3,1,0
"662",1995,2,1,3,2,0
"663",1995,2,1,4,1,0
"664",1995,2,1,4,2,0
"665",1995,2,2,1,1,0
"666",1995,2,2,1,2,0
"667",1995,2,2,2,1,0
"668",1995,2,2,2,2,0
"669",1995,2,2,3,1,0
"670",1995,2,2,3,2,0
"671",1995,2,2,4,1,0
"672",1995,2,2,4,2,0
"673",1995,3,1,1,1,0.0298183819821644
"674",1995,3,1,1,2,0.0291054565357086
"675",1995,3,1,2,1,0.000334996443311834
"676",1995,3,1,2,2,0.0026363151495272
"677",1995,3,1,3,1,0
"678",1995,3,1,3,2,0
"679",1995,3,1,4,1,0
"680",1995,3,1,4,2,0
"681",1995,3,2,1,1,0.00111354953460365
"682",1995,3,2,1,2,0.00108692576274431
"683",1995,3,2,2,1,1.25102406216037e-05
"684",1995,3,2,2,2,9.84516030943767e-05
"685",1995,3,2,3,1,0
"686",1995,3,2,3,2,0
"687",1995,3,2,4,1,0
"688",1995,3,2,4,2,0
"689",1995,4,1,1,1,0.193819482884069
"690",1995,4,1,1,2,0.189185467482106
"691",1995,4,1,2,1,0.00217747688152692
"692",1995,4,1,2,2,0.0171360484719268
"693",1995,4,1,3,1,0
"694",1995,4,1,3,2,0
"695",1995,4,1,4,1,0
"696",1995,4,1,4,2,0
"697",1995,4,2,1,1,0.00723807197492372
"698",1995,4,2,1,2,0.00706501745783799
"699",1995,4,2,2,1,8.13165640404244e-05
"700",1995,4,2,2,2,0.000639935420113449
"701",1995,4,2,3,1,0
"702",1995,4,2,3,2,0
"703",1995,4,2,4,1,0
"704",1995,4,2,4,2,0
"705",1995,5,1,1,1,0
"706",1995,5,1,1,2,0
"707",1995,5,1,2,1,0
"708",1995,5,1,2,2,0
"709",1995,5,1,3,1,0
"710",1995,5,1,3,2,0
"711",1995,5,1,4,1,0
"712",1995,5,1,4,2,0
"713",1995,5,2,1,1,0
"714",1995,5,2,1,2,0
"715",1995,5,2,2,1,0
"716",1995,5,2,2,2,0
"717",1995,5,2,3,1,0
"718",1995,5,2,3,2,0
"719",1995,5,2,4,1,0
"720",1995,5,2,4,2,0
"721",1995,6,1,1,1,0.00101718209459334
"722",1995,6,1,1,2,0.0010107172829899
"723",1995,6,1,2,1,0.00529373179896362
"724",1995,6,1,2,2,0.0424515149355807
"725",1995,6,1,3,1,0
"726",1995,6,1,3,2,0
"727",1995,6,1,4,1,0
"728",1995,6,1,4,2,0
"729",1995,6,2,1,1,1.2586598211737e-05
"730",1995,6,2,1,2,1.23598032833179e-05
"731",1995,6,2,2,1,8.16579809040583e-06
"732",1995,6,2,2,2,6.2696110326374e-05
"733",1995,6,2,3,1,0
"734",1995,6,2,3,2,0
"735",1995,6,2,4,1,0
"736",1995,6,2,4,2,0
"737",1995,7,1,1,1,0
"738",1995,7,1,1,2,0
"739",1995,7,1,2,1,0
"740",1995,7,1,2,2,0
"741",1995,7,1,3,1,0
"742",1995,7,1,3,2,0
"743",1995,7,1,4,1,0
"744",1995,7,1,4,2,0
"745",1995,7,2,1,1,0
"746",1995,7,2,1,2,0
"747",1995,7,2,2,1,0
"748",1995,7,2,2,2,0
"749",1995,7,2,3,1,0
"750",1995,7,2,3,2,0
"751",1995,7,2,4,1,0
"752",1995,7,2,4,2,0
"753",1995,8,1,1,1,0
"754",1995,8,1,1,2,0
"755",1995,8,1,2,1,0
"756",1995,8,1,2,2,0
"757",1995,8,1,3,1,0
"758",1995,8,1,3,2,0
"759",1995,8,1,4,1,0
"760",1995,8,1,4,2,0
"761",1995,8,2,1,1,0
"762",1995,8,2,1,2,0
"763",1995,8,2,2,1,0
"764",1995,8,2,2,2,0
"765",1995,8,2,3,1,0
"766",1995,8,2,3,2,0
"767",1995,8,2,4,1,0
"768",1995,8,2,4,2,0
"769",1996,1,1,1,1,0.239174401316369
"770",1996,1,1,1,2,0.191206954778056
"771",1996,1,1,2,1,0.00334299575541947
"772",1996,1,1,2,2,0.0217137313205457
"773",1996,1,1,3,1,0
"774",1996,1,1,3,2,0
"775",1996,1,1,4,1,0
"776",1996,1,1,4,2,0
"777",1996,1,2,1,1,0
"778",1996,1,2,1,2,0
"779",1996,1,2,2,1,0
"780",1996,1,2,2,2,0
"781",1996,1,2,3,1,0
"782",1996,1,2,3,2,0
"783",1996,1,2,4,1,0
"784",1996,1,2,4,2,0
"785",1996,2,1,1,1,0
"786",1996,2,1,1,2,0
"787",1996,2,1,2,1,0
"788",1996,2,1,2,2,0
"789",1996,2,1,3,1,0
"790",1996,2,1,3,2,0
