time,N_1,N_2,N_3,N_4,N_5,N_6,N_7,N_8,total_pop
62.5,36709.21838134187,2140.842589016013,1065.323218492832,15218.85722286363,865.7190512394286,532.5003884225582,36709.420176107975,6758.118972515804,100000.0000000001
62.58333333333333,36709.285013839995,2140.846627347825,1065.322371437375,15218.606282846416,865.7045101614553,532.4792188556451,36710.03629252257,6757.7196829888135,100000.0000000001
62.666666666666664,36709.35143433169,2140.8506526501274,1065.3215308887936,15218.357215129277,865.6900775758285,532.4582114613926,36710.64742185768,6757.323456105305,100000.00000000009
62.75,36709.41764372482,2140.854664979787,1065.3206967966164,15218.110005759721,865.6757526740672,532.4373649847837,36711.25360295732,6756.930268122984,100000.00000000009
62.83333333333333,36709.48364292196,2140.8586643933336,1065.3198691107686,15217.864640889054,865.661534653705,532.4166781806498,36711.854874364326,6756.5400954863,100000.0000000001
62.916666666666664,36709.54943282047,2140.8626509469673,1065.3190477815704,15217.621106771598,865.6474227182442,532.3961498135916,36712.45127432271,6756.15291482495,100000.0000000001
63,36709.615014312534,2140.866624696555,1065.3182327597308,15217.379389763932,865.633416077113,532.3757786579012,36713.04284077994,6755.768702952397,100000.0000000001
63.08333333333333,36709.68038828515,2140.8705856976385,1065.3174239963487,15217.139476324131,865.6195139456204,532.3555634974848,36713.62961138933,6755.387436864392,100000.0000000001
63.166666666666664,36709.74555562022,2140.8745340054315,1065.316621442906,15216.90135301102,865.6057155449129,532.3355031257859,36714.21162351231,6755.009093737516,100000.0000000001
63.25,36709.81051719454,2140.8784696748266,1065.3158250512663,15216.665006483414,865.5920201019313,532.3155963457087,36714.78891422068,6754.6336509277335,100000.0000000001
63.33333333333333,36709.87527387987,2140.8823927603953,1065.3150347736723,15216.430423499389,865.5784268493678,532.2958419695432,36715.36152029891,6754.261085968947,100000.0000000001
63.416666666666664,36709.93982654295,2140.886303316389,1065.314250562741,15216.197590915534,865.564935025623,532.2762388188896,36715.929478246384,6753.891376571583,100000.00000000009
63.5,36710.00417604555,2140.8902013967436,1065.3134723714631,15215.966495686225,865.5515438747634,532.2567857245847,36716.4928242796,6753.524500621173,100000.0000000001
63.58333333333333,36710.06832324447,2140.894087055082,1065.3127001531973,15215.737124862906,865.5382526464805,532.2374815266272,36717.05159433439,6753.160436176949,100000.0000000001
63.666666666666664,36710.13226899163,2140.8979603447124,1065.3119338616693,15215.509465593354,865.5250605960472,532.2183250741057,36717.60582406813,6752.799161470459,100000.0000000001
63.75,36710.19601413405,2140.9018213186355,1065.3111734509685,15215.283505120975,865.5119669842782,532.1993152251254,36718.15554886189,6752.440654904186,100000.00000000012
63.83333333333333,36710.25955951393,2140.9056700295437,1065.3104188755447,15215.059230784094,865.4989710774876,532.1804508467362,36718.7008038226,6752.084895050178,100000.00000000012
63.916666666666664,36710.32290596864,2140.9095065298234,1065.3096700902051,15214.836630015247,865.4860721474486,532.1617308148622,36719.2416237852,6751.731860648695,100000.00000000013
64,36710.38605433078,2140.9133308715577,1065.3089270501125,15214.615690340479,865.4732694713531,532.1431540142297,36719.77804331474,6751.381530606862,100000.00000000012
64.08333333333333,36710.44900542822,2140.9171431065297,1065.3081897107807,15214.396399378658,865.4605623317711,532.124719338298,36720.31009670852,6751.033883997335,100000.00000000012
64.16666666666666,36710.51176008411,2140.920943286222,1065.3074580280734,15214.178744840778,865.4479500166113,532.1064256891892,36720.83781799817,6750.688900056975,100000.00000000013
