sim_id,HIV_neg_female,HIV_neg_male,HIV_pos_female,HIV_pos_male,hiv_prev_mse_male,hiv_prev_mse_female,hiv_prev_mse,max_perc_diff_male,max_perc_diff_female,b1_contact,b2_contact,hiv2_mort,hiv3_mort,hiv4_mort,tb_hiv1_mort,tb_hiv2_mort,tb_hiv3_mort,tb_hiv4_mort,hiv_prev_mse_male_norm,hiv_prev_mse_female_norm,hiv_prev_mse_male_norm_rank,hiv_prev_mse_female_norm_rank,tb_mort_mse_male_neg_norm,tb_mort_mse_female_neg_norm,tb_mort_mse_male_pos_norm,tb_mort_mse_female_pos_norm,tb_mort_mse_overall_norm,tbmort_rank_total,tbmort_HIV_neg_male,tbmort_HIV_neg_female,tbmort_HIV_pos_male,tbmort_HIV_pos_female
556,9451.422006,34608.41256,302027.0218,74732.62037,99483300.3,203784781.2,303268081.5,0.030652436,0.05604091,6,10,8,45,1.2,17,22,60,20,0.203742701,0.454249057,2159,4127,0.313391471,0.391609643,0.221258148,0.412542077,0.33114029,832,741,723,888,890
557,9462.896673,34625.91281,336292.6463,83050.45567,100424517.2,203360085.8,303784603,0.030672902,0.055935476,6,10,8,45,1.2,17,30,40,17,0.207005979,0.452917465,2269,4112,0.313605435,0.392250822,0.250561891,0.461637412,0.354831042,871,743,725,933,965
558,9464.858612,34639.34912,330303.8553,81364.16611,100542200.8,202462178.3,303004379.1,0.030674437,0.055770643,6,10,8,45,1.2,17,30,40,20,0.207413998,0.450102161,2286,4069,0.313769712,0.392360451,0.244621091,0.453056751,0.350529385,866,747,727,924,951
559,9701.851164,35884.6569,253394.836,54749.4876,104844339.3,194609226.9,299453566.2,0.03133141,0.055141837,6,10,8,45,1.2,17,30,60,17,0.222329873,0.425479973,2647,3735,0.328995274,0.405603059,0.150857549,0.342862521,0.295035688,776,771,757,755,770
560,9703.831324,35898.53979,248353.628,53630.54154,104960135.8,193772757.4,298732893.2,0.031332745,0.054983923,6,10,8,45,1.2,17,30,60,20,0.222731349,0.422857301,2654,3701,0.329165011,0.405713706,0.146915501,0.335639545,0.291742257,765,773,759,746,754
563,12752.32443,49675.55274,299838.3249,72744.72045,100002906.1,200800099.7,300803005.8,0.03067781,0.055413685,6,10,8,45,1.5,14,22,60,17,0.205544218,0.44489087,2226,3994,0.497607519,0.576056615,0.214254774,0.40940614,0.401831101,938,948,952,877,883
564,12754.84288,49694.39994,294043.0711,71275.06334,100118062,199914046.9,300032108.9,0.030679218,0.05524899,6,10,8,45,1.5,14,22,60,20,0.205943473,0.442112735,2238,3955,0.497837952,0.57619734,0.20907717,0.401102777,0.397861043,930,950,954,870,874
565,12766.05937,49708.15875,328188.0131,79387.35483,101100562,199492601.4,300593163.4,0.030700888,0.055142755,6,10,8,45,1.5,14,30,40,17,0.209349883,0.440791332,2341,3934,0.498006172,0.576824092,0.237656782,0.4500252,0.421270648,962,952,956,911,946
566,12768.68988,49727.75488,322196.8519,77722.19396,101225601.5,198595143.2,299820744.7,0.030702451,0.054976481,6,10,8,45,1.5,14,30,40,20,0.209783405,0.437977437,2355,3897,0.498245761,0.576971079,0.231790419,0.441441144,0.417012837,957,954,958,906,932
567,13009.22434,51067.14224,245444.4945,51702.94555,105632858.2,190686759.9,296319618.1,0.031368865,0.054338131,6,10,8,45,1.5,14,30,60,17,0.225063734,0.413181448,2703,3579,0.514621572,0.590411602,0.140124578,0.331471377,0.362485421,883,976,976,731,745
568,13011.80785,51086.5814,240413.8194,50611.90334,105755670.5,189851084.2,295606754.8,0.031370224,0.054178822,6,10,8,45,1.5,14,30,60,20,0.225489535,0.410561265,2710,3551,0.514859242,0.590555962,0.136280835,0.324263491,0.359246339,878,978,978,722,728
571,9448.396546,34592.30016,308055.5483,76362.8833,99864387.55,200785237.8,300649625.4,0.030654618,0.055429307,6,10,8,45,1.5,17,22,60,17,0.205063962,0.444844272,2206,3992,0.313194475,0.391440587,0.227001566,0.42117967,0.335381383,843,738,720,899,901
572,9450.26027,34605.13391,302256.4991,74864.50735,99977313.02,199908818.7,299886131.7,0.030655999,0.055266241,6,10,8,45,1.5,17,22,60,20,0.205455484,0.442096342,2225,3953,0.313351385,0.391544728,0.221722786,0.412870869,0.331357319,833,740,722,891,891
