"","sim_id","HIV_neg_female","HIV_neg_male","HIV_pos_female","HIV_pos_male","tb_mort_mse_total","hiv_prev_mse_male","hiv_prev_mse_female","hiv_prev_mse","max_perc_diff_male","max_perc_diff_female","b1_contact","b2_contact","hiv2_mort","hiv3_mort","hiv4_mort","tb_hiv1_mort","tb_hiv2_mort","tb_hiv3_mort","tb_hiv4_mort","tbmort_rank_total","tbmort_HIV_neg_male","tbmort_HIV_neg_female","tbmort_HIV_pos_male","tbmort_HIV_pos_female"
"828",3228,7309.47515551616,21067.3774306172,135307.131958295,149290.669445841,312974.65399027,252422922.758955,12443163.7628013,264866086.521756,0.0418237066581818,0.0173649576238061,9,10,8,35,1.5,17,22,60,20,3926,3317,3924,4582,3481
"829",3229,7372.61157186886,21439.396656416,79068.0124131845,109501.763344158,217381.783985627,251158687.008234,11543383.963431,262702070.971665,0.0417977751411524,0.017324216371101,9,10,8,35,1.5,17,30,40,17,3140,3363,3941,3962,2453
"830",3230,7363.444385063,21391.2506800702,86938.5188885526,113147.668681848,228840.882635534,251561432.946168,11556125.9123903,263117558.858558,0.0418134189906612,0.017324216371101,9,10,8,35,1.5,17,30,40,20,3228,3356,3932,4030,2628
"831",3231,6531.76993810591,17924.8397887933,203795.662554908,210375.573681876,438627.845963683,270641190.386793,15120384.6338738,285761575.020666,0.0433143992168788,0.0173764503461472,9,10,8,35,1.5,17,30,60,17,4595,2887,3546,5172,4277
"832",3232,6512.29651510905,17844.6198192963,213289.732895682,214485.077260757,452131.726490845,271098699.473403,15183534.9975644,286282234.470967,0.0433270552822082,0.0173764503461472,9,10,8,35,1.5,17,30,60,20,4657,2877,3536,5207,4361
"833",3329,6660.30904372278,20013.5040571563,114944.635445654,154548.273121861,296166.721668394,239612667.435645,11340046.1719827,250952713.607628,0.0408049106568506,0.0180421388857866,9,11,8,35,1.2,14,22,40,17,3784,3215,3604,4639,3153
"834",3330,6654.3833815395,19975.5979845204,125652.647659004,159663.154665091,311945.783690155,240099157.198436,11313429.8423785,251412587.040814,0.0408260483907491,0.0180421388857866,9,11,8,35,1.2,14,22,40,20,3919,3213,3598,4702,3317
"835",3331,5995.24795609452,16982.6810777645,316480.787726724,306471.54397645,645930.260737033,263477600.366216,14734506.1706532,278212106.53687,0.0426858804844683,0.01810294569011,9,11,8,35,1.2,14,22,60,17,5362,2753,3228,5625,5146
"836",3332,5978.70008256186,16910.3414677805,329722.756954152,312331.148930692,664942.947435187,264044441.075154,14791592.5749329,278836033.650087,0.0427034587808061,0.01810294569011,9,11,8,35,1.2,14,22,60,20,5409,2745,3202,5637,5216
"837",3333,6039.2404514159,17241.8989396518,213793.824549516,245333.574593295,482408.538533878,263590610.997406,13861951.4203864,277452562.417792,0.0427898327172954,0.0182842653873095,9,11,8,35,1.2,14,30,40,17,4803,2788,3278,5386,4366
