"sim_id","HIV_neg_female","HIV_neg_male","HIV_pos_female","HIV_pos_male","hiv_prev_mse_male","hiv_prev_mse_female","b1_contact","b2_contact","hiv2_mort","hiv3_mort","hiv4_mort","tb_hiv1_mort","tb_hiv2_mort","tb_hiv3_mort","tb_hiv4_mort","hiv_prev_mse_male_norm","hiv_prev_mse_female_norm","hiv_prev_mse_male_norm_rank","hiv_prev_mse_female_norm_rank"
1,23829.4684461935,97087.4504543536,937630.24442851,359349.203073442,103382739.680962,98299178.0532036,6,6,8,35,1.2,14,22,40,17,0.00148553184538465,0.994611833100488,3,6271
2,23833.8490261524,97122.2065587766,925457.572987435,354837.418590935,103572272.793516,97578673.7099769,6,6,8,35,1.2,14,22,40,20,0.00192191733961541,0.984123078657924,5,6269
3,24353.755614894,100245.483588081,768878.290606861,294196.052677331,109164393.086829,89968276.5870042,6,6,8,35,1.2,14,22,60,17,0.0147973465725855,0.873334590866486,54,6206
4,24357.9600965523,100279.490446399,758540.130371944,290763.216982353,109345504.891392,89335171.9166755,6,6,8,35,1.2,14,22,60,20,0.015214342649314,0.864118158674309,58,6195
5,24357.6290332306,100200.283491177,841346.474061976,307189.176553839,110203255.879468,91581218.2785236,6,6,8,35,1.2,14,30,40,17,0.0171892486898169,0.896815017447615,73,6226
6,24362.0859800267,100236.194486422,830318.109563643,303329.877114648,110401234.227068,90920076.0302933,6,6,8,35,1.2,14,30,40,20,0.0176450786917627,0.887190427730034,77,6221
7,24874.6061810045,103319.766024349,690068.428358498,252823.056240202,115607264.636532,84419665.5662656,6,6,8,35,1.2,14,30,60,17,0.0296315654992619,0.792560589930982,208,6069
8,24878.8697699939,103354.712650364,680679.779423553,249894.671147924,115794633.66064,83836536.2287637,6,6,8,35,1.2,14,30,60,20,0.0300629683453772,0.784071674511096,216,6050
9,19167.3520770163,74412.4752945376,959649.154276316,372471.316476789,102737536.120861,98669307.5737665,6,6,8,35,1.2,17,22,40,17,0,1,1,6272
10,19170.7998336876,74436.4395197252,947547.989866388,367937.360508761,102921883.622836,97959242.1307816,6,6,8,35,1.2,17,22,40,20,0.000424446022521266,0.989663210028318,2,6270
11,19703.4131499798,77516.9915148189,791531.721197602,306956.29268275,108371754.483233,90489604.6023098,6,6,8,35,1.2,17,22,60,17,0.0129723568168871,0.880923832469223,41,6217
12,19706.8237899038,77541.7505253284,781239.596828306,303485.849707819,108547709.613944,89865110.8542992,6,6,8,35,1.2,17,22,60,20,0.0133774800465084,0.871832753927677,44,6205
13,19725.8218199869,77520.1144660031,865840.356075109,320657.041737504,108669575.574835,92900580.4168,6,6,8,35,1.2,17,30,40,17,0.0136580670999084,0.916021654602947,46,6244
