measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,KwaZulu-Natal,Female,45-49 years,All causes,Number,1995,1180.158452,1507.060239,970.0433158
Deaths,KwaZulu-Natal,Male,45-49 years,All causes,Rate,1995,1775.390762,2021.869913,1565.900617
Deaths,KwaZulu-Natal,Female,45-49 years,All causes,Rate,1995,654.5432009,835.8505003,538.0084816
Deaths,KwaZulu-Natal,Male,50-54 years,All causes,Number,1995,2384.673729,2691.222723,2115.104772
Deaths,KwaZulu-Natal,Female,50-54 years,All causes,Number,1995,1059.847248,1303.601509,895.8371404
Deaths,KwaZulu-Natal,Male,50-54 years,All causes,Rate,1995,1994.571832,2250.973361,1769.100883
Deaths,KwaZulu-Natal,Female,50-54 years,All causes,Rate,1995,734.7286887,903.7089349,621.0302936
Deaths,KwaZulu-Natal,Male,55-59 years,All causes,Number,1995,2375.086683,2642.07406,2122.325914
Deaths,KwaZulu-Natal,Female,55-59 years,All causes,Number,1995,1282.85488,1456.928465,1138.201632
Deaths,KwaZulu-Natal,Male,55-59 years,All causes,Rate,1995,2621.592327,2916.289806,2342.598008
Deaths,KwaZulu-Natal,Female,55-59 years,All causes,Rate,1995,1027.088209,1166.456216,911.2749182
Deaths,KwaZulu-Natal,Male,15-19 years,All causes,Number,1997,1080.003312,1163.115856,1008.846146
Deaths,KwaZulu-Natal,Female,15-19 years,All causes,Number,1997,941.5719835,1483.138245,660.1509713
Deaths,KwaZulu-Natal,Male,15-19 years,All causes,Rate,1997,221.7220428,238.7848451,207.1136503
Deaths,KwaZulu-Natal,Female,15-19 years,All causes,Rate,1997,183.5533155,289.1281252,128.6921252
Deaths,KwaZulu-Natal,Male,20-24 years,All causes,Number,1997,2613.754041,2893.127129,2424.492356
Deaths,KwaZulu-Natal,Female,20-24 years,All causes,Number,1997,2478.352468,3656.713273,1744.5566
Deaths,KwaZulu-Natal,Male,20-24 years,All causes,Rate,1997,625.2834526,692.1173501,580.0067364
Deaths,KwaZulu-Natal,Female,20-24 years,All causes,Rate,1997,533.070517,786.5249435,375.237865
Deaths,KwaZulu-Natal,Male,25-29 years,All causes,Number,1997,3892.885473,4555.784248,3493.863877
Deaths,KwaZulu-Natal,Female,25-29 years,All causes,Number,1997,3438.444703,5021.13072,2516.825079
Deaths,KwaZulu-Natal,Male,25-29 years,All causes,Rate,1997,1114.248328,1303.987753,1000.037635
Deaths,KwaZulu-Natal,Female,25-29 years,All causes,Rate,1997,842.0406784,1229.624636,616.3452606
Deaths,KwaZulu-Natal,Male,30-34 years,All causes,Number,1997,4184.496313,5110.711758,3580.588171
Deaths,KwaZulu-Natal,Female,30-34 years,All causes,Number,1997,3033.325197,4314.219752,2257.045237
Deaths,KwaZulu-Natal,Male,30-34 years,All causes,Rate,1997,1464.37679,1788.508609,1253.03736
Deaths,KwaZulu-Natal,Female,30-34 years,All causes,Rate,1997,871.5269018,1239.550108,648.4882152
Deaths,KwaZulu-Natal,Male,35-39 years,All causes,Number,1997,3986.669573,5222.823105,3306.233686
Deaths,KwaZulu-Natal,Female,35-39 years,All causes,Number,1997,2485.730377,3596.780482,1897.974056
Deaths,KwaZulu-Natal,Male,35-39 years,All causes,Rate,1997,1617.854976,2119.506067,1341.72309
Deaths,KwaZulu-Natal,Female,35-39 years,All causes,Rate,1997,834.5746955,1207.605621,637.2377045
Deaths,KwaZulu-Natal,Male,40-44 years,All causes,Number,1997,3769.260476,4611.279184,3229.103633
Deaths,KwaZulu-Natal,Female,40-44 years,All causes,Number,1997,1975.414214,2842.282045,1516.071369
Deaths,KwaZulu-Natal,Male,40-44 years,All causes,Rate,1997,1833.063529,2242.553347,1570.374916
Deaths,KwaZulu-Natal,Female,40-44 years,All causes,Rate,1997,812.5107873,1169.063585,623.5777453
Deaths,KwaZulu-Natal,Male,45-49 years,All causes,Number,1997,3793.683702,4389.60115,3380.460172
Deaths,KwaZulu-Natal,Female,45-49 years,All causes,Number,1997,1918.000517,2563.759753,1530.58232
Deaths,KwaZulu-Natal,Male,45-49 years,All causes,Rate,1997,2261.345533,2616.561034,2015.030537
Deaths,KwaZulu-Natal,Female,45-49 years,All causes,Rate,1997,999.7032244,1336.286862,797.7725066
Deaths,KwaZulu-Natal,Male,50-54 years,All causes,Number,1997,3165.116726,3572.289426,2869.350296
Deaths,KwaZulu-Natal,Female,50-54 years,All causes,Number,1997,1700.639166,2170.363198,1405.74708
Deaths,KwaZulu-Natal,Male,50-54 years,All causes,Rate,1997,2492.445619,2813.08334,2259.537387
Deaths,KwaZulu-Natal,Female,50-54 years,All causes,Rate,1997,1103.810709,1408.688091,912.4091181
Deaths,KwaZulu-Natal,Male,55-59 years,All causes,Number,1997,3406.506665,3693.413593,3158.639092
Deaths,KwaZulu-Natal,Female,55-59 years,All causes,Number,1997,2156.501946,2449.522295,1944.151919
Deaths,KwaZulu-Natal,Male,55-59 years,All causes,Rate,1997,3459.00319,3750.331544,3207.315814
Deaths,KwaZulu-Natal,Female,55-59 years,All causes,Rate,1997,1619.473797,1839.52404,1460.004753
Deaths,KwaZulu-Natal,Male,15-19 years,All causes,Number,1996,912.5355747,994.5700243,840.7737437
Deaths,KwaZulu-Natal,Female,15-19 years,All causes,Number,1996,783.8723573,1230.743006,548.9368937
Deaths,KwaZulu-Natal,Male,15-19 years,All causes,Rate,1996,192.9778557,210.3260366,177.8020701
Deaths,KwaZulu-Natal,Female,15-19 years,All causes,Rate,1996,156.8450749,246.2594544,109.8368215
Deaths,KwaZulu-Natal,Male,20-24 years,All causes,Number,1996,2234.188024,2473.89449,2052.595471
Deaths,KwaZulu-Natal,Female,20-24 years,All causes,Number,1996,1875.070969,2821.863103,1306.646472
Deaths,KwaZulu-Natal,Male,20-24 years,All causes,Rate,1996,542.4813711,600.6843024,498.3890314
