"sim_id","HIV_neg_female","HIV_neg_male","HIV_pos_female","HIV_pos_male","hiv_prev_mse_male","hiv_prev_mse_female","hiv_prev_mse","max_perc_diff_male","max_perc_diff_female","b1_contact","b2_contact","hiv2_mort","hiv3_mort","hiv4_mort","tb_hiv1_mort","tb_hiv2_mort","tb_hiv3_mort","tb_hiv4_mort","hiv_prev_mse_male_norm","hiv_prev_mse_female_norm","hiv_prev_mse_male_norm_rank","hiv_prev_mse_female_norm_rank"
5242,16033.0580876457,125940.106890241,149122.269818311,338754.717802979,312116592.0886,58820643.5574628,370937235.646063,0.047828779869516,0.0331383868059256,11,11,12,45,1.5,17,22,40,20,0.769489522742402,0.0461665149483709,5293,658
5243,14817.2886969821,115643.105961182,323945.250808881,514800.968173887,337511023.699679,53868884.8940528,391379908.593732,0.0497456459530025,0.0308900446365926,11,11,12,45,1.5,17,22,60,17,0.842622111118599,0.0297307694845077,5927,298
5244,14784.9181708769,115306.202273074,340846.325297168,528733.341897132,338667876.386435,52663783.2190484,391331659.605484,0.0497503201774469,0.030402417145708,11,11,12,45,1.5,17,22,60,20,0.845953693122408,0.0257308281031142,5946,229
5245,14727.8124154797,115343.716353363,255468.358353029,467118.484513688,343105292.092159,51268485.2501087,394373777.342268,0.0497335640358896,0.030505161013396,11,11,12,45,1.5,17,30,40,17,0.858732860667123,0.0210995922488317,6021,157
5246,14693.8226369099,114992.428229463,272853.607589555,480961.036722191,344345955.407153,50058571.0903923,394404526.497546,0.0497383393825043,0.030008320035496,11,11,12,45,1.5,17,30,40,20,0.862305806142671,0.0170836773963643,6040,105
5247,13535.4559185399,105226.481163359,484223.238147226,671286.346558557,369132838.448891,47859498.7537915,416992337.202682,0.0515322340327571,0.0279222311042682,11,11,12,45,1.5,17,30,60,17,0.93368873537624,0.00978457506973682,6231,39
5248,13503.693721006,104903.599307079,504488.329351542,686017.351235204,370303650.259073,46880959.0447951,417184609.303868,0.0515366538152629,0.0274568731749536,11,11,12,45,1.5,17,30,60,20,0.937060517800489,0.00653663213136427,6235,22
5249,11118.1158471794,101771.262575638,506055.159525538,999689.875831697,65238147.5058419,252551296.212234,317789443.718076,0.0249225630775047,0.0577233427734936,11,12,8,35,1.2,14,22,40,17,0.0585124099981382,0.689192137160175,966,5305
5250,11095.5329678062,101484.382258559,537476.512714608,1027538.24875404,65604358.4914593,248709658.055553,314314016.547012,0.0249290925050067,0.0570857185395183,11,12,8,35,1.2,14,22,40,20,0.0595670489709717,0.676441074113821,986,5252
5251,10195.8462013522,92593.397763685,950716.813712238,1440024.56553896,83315832.965808,205977872.00535,289293704.971158,0.0279211346952406,0.0537723038866158,11,12,8,35,1.2,14,22,60,17,0.110573741780862,0.53460686803122,1456,4819
