F15Regions,DName2016,CName2016,SName2016,scode,SC,Sname,scode17,DNama2017,BCOUNTIES
ANKOLE,SHEEMA,SHEEMA,KYANGYENYI,"426105",SHEEMASHEEMAKYANGYENYI,KYANGYENYI,"426105",SHEEMA,
KIGEZI,RUKUNGIRI,RUJUMBURA,RUHINDA,"412205",RUKUNGIRIBUJUMBURARUHINDA,RUHINDA,"412205",RUKUNGIRI,
ANKOLE,SHEEMA,SHEEMA,BUGONGI TOWN COUNCIL,"426101",SHEEMASHEEMABUGONGI,BUGONGI TOWN COUNCIL,"426101",SHEEMA,
ANKOLE,SHEEMA,SHEEMA,KIGARAMA,"426103",SHEEMASHEEMAKIGARAMA,KIGARAMA,"426103",SHEEMA,
ANKOLE,SHEEMA,SHEEMA,KITAGATA,"426104",SHEEMASHEEMAKITAGATA,KITAGATA,"426104",SHEEMA,
ANKOLE,SHEEMA,SHEEMA,KAKINDO TOWN COUNCIL,"426110",SHEEMASHEEMAKAKINDO TOWN COUNCIL,KAKINDO TOWN COUNCIL,"426110",SHEEMA,
ANKOLE,SHEEMA,SHEEMA,MASHERUKA,"426106",SHEEMASHEEMAMASHERUKA,MASHERUKA,"426106",SHEEMA,
ANKOLE,SHEEMA,SHEEMA,RUGARAMA,"426107",SHEEMASHEEMARUGARAMA,RUGARAMA,"426107",SHEEMA,
ANKOLE,SHEEMA,SHEEMA,SHUUKU TOWN COUNCIL,"426109",SHEEMASHEEMASHUUKU TOWN COUNCIL,SHUUKU TOWN COUNCIL,"426109",SHEEMA,
ANKOLE,SHEEMA,SHEEMA MUNICIPALITY,KABWOHE DIVISION,"426201",SHEEMASHEEMA MUNICIPALITYKABWOHE DIVISION,KABWOHE DIVISION,"426201",SHEEMA,
ANKOLE,SHEEMA,SHEEMA MUNICIPALITY,KAGANGO DIVISION,"426202",SHEEMASHEEMA MUNICIPALITYKAGANGO DIVISION,KAGANGO DIVISION,"426202",SHEEMA,
ANKOLE,SHEEMA,SHEEMA MUNICIPALITY,KASHOZI DIVISION,"426203",SHEEMASHEEMA MUNICIPALITYKASHOZI DIVISION,KASHOZI DIVISION,"426203",SHEEMA,
ANKOLE,SHEEMA,SHEEMA MUNICIPALITY,SHEEMA CENTRAL DIVISION,"426204",SHEEMASHEEMA MUNICIPALITYSHEEM CENTRAL DIVISION,SHEEMA CENTRAL DIVISION,"426204",SHEEMA,
BUNYORO,KIRYANDONGO,KIBANDA,KIGUMBA TOWN COUNCIL,"421103",KIRYANDONGOKIBANDAKIGUMBA TOWN COUNCIL,KIGUMBA TOWN COUNCIL,"421103",KIRYANDONGO,
BUNYORO,KIRYANDONGO,KIBANDA,KIRYANDONGO TOWN COUNCIL,"421106",KIRYANDONGOKIBANDAKIRYANDONGO TOWN COUNCIL,KIRYANDONGO TOWN COUNCIL,"421106",KIRYANDONGO,
BUNYORO,KIRYANDONGO,KIBANDA,MASINDI PORT,"421107",KIRYANDONGOKIBANDAMASINDI PORT,MASINDI PORT,"421107",KIRYANDONGO,
BUNYORO,KIRYANDONGO,KIBANDA,BWEYALE TOWN COUNCIL,"421101",KIRYANDONGOKIBANDABWEYALE TOWN COUNCIL,BWEYALE TOWN COUNCIL,"421101",KIRYANDONGO,
BUNYORO,BULIISA,BULIISA,BULIISA,"416102",BULIISABULIISABULIISA,BULIISA,"416102",BULIISA,
BUNYORO,BULIISA,BULIISA,BULIISA TOWN COUNCIL,"416103",BULIISABULIISABULIISA TOWN COUNCIL,BULIISA TOWN COUNCIL,"416103",BULIISA,
BUNYORO,BULIISA,BULIISA,BUTIABA,"416104",BULIISABULIISABUTIABA,BUTIABA,"416104",BULIISA,
BUNYORO,KIRYANDONGO,KIBANDA,KIGUMBA,"421102",KIRYANDONGOKIBANDAKIGUMBA,KIGUMBA,"421102",KIRYANDONGO,
TORO,KYENJOJO,MWENGE,BUTIITI,"415103",KYENJOJOMWENGEBUTIITI,BUTIITI,"415103",KYENJOJO,
TORO,KYENJOJO,MWENGE,BUTUNDUZI TOWN COUNCIL,"415105",KYENJOJOMWENGEBUTUNDUZI TC,BUTUNDUZI TOWN COUNCIL,"415105",KYENJOJO,
TORO,KYENJOJO,MWENGE,KATOOKE,"415106",KYENJOJOMWENGEKATOOKE,KATOOKE,"415106",KYENJOJO,
TORO,KYENJOJO,MWENGE,KATOOKE TOWN COUNCIL,"415107",KYENJOJOMWENGEKATOOKE TC,KATOOKE TOWN COUNCIL,"415107",KYENJOJO,
TORO,KYENJOJO,MWENGE,KIHUURA,"415109",KYENJOJOMWENGEKIHUURA,KIHUURA,"415109",KYENJOJO,
TORO,KYENJOJO,MWENGE,KYARUSOZI  TOWN COUNCIL,"415112",KYENJOJOMWENGEKYARUSOZI TC,KYARUSOZI  TOWN COUNCIL,"415112",KYENJOJO,
TORO,KYENJOJO,MWENGE,KYENJOJO TOWN COUNCIL,"415113",KYENJOJOMWENGEKYENJOJO  TC,KYENJOJO TOWN COUNCIL,"415113",KYENJOJO,
BUNYORO,KAGADI,BUYAGA,NDAIGA,"427215",KAGADIBUYAGANDAIGA,NDAIGA,"427215",KAGADI,
BUNYORO,KAGADI,BUYAGA,KIRYANGA,"427206",KAGADIBUYAGAKIRYANGA,KIRYANGA,"427206",KAGADI,
BUNYORO,MASINDI,BURULI,PAKANYI,"409203",MASINDIBUJENJEPAKANYI,PAKANYI,"409203",MASINDI,
TORO,KYENJOJO,MWENGE,NYABUHARWA,"415114",KYENJOJOMWENGENYABUHARWA,NYABUHARWA,"415114",KYENJOJO,
TORO,KYENJOJO,MWENGE,NYANTUNGO,"415116",KYENJOJOMWENGENYANTUNGO,NYANTUNGO,"415116",KYENJOJO,
TORO,KYEGEGWA,KYAKA,KAKABARA,"422103",KYEGEGWAKYAKAKAKABARA,KAKABARA,"422103",KYEGEGWA,
TORO,KYEGEGWA,KYAKA,KYEGEGWA TOWN COUNCIL,"422105",KYEGEGWAKYAKAKYEGEGWA TC,KYEGEGWA TOWN COUNCIL,"422105",KYEGEGWA,
TORO,KYEGEGWA,KYAKA,MPARA,"422106",KYEGEGWAKYAKAMPARA,MPARA,"422106",KYEGEGWA,
BUNYORO,KAGADI,BUYAGA,KAGADI,"427204",KAGADIBUYAGAKAGADI,KAGADI,"427204",KAGADI,
BUNYORO,KAGADI,BUYAGA,RUGASHARI,"427217",KAGADIBUYAGARUGASHARI,RUGASHARI,"427217",KAGADI,
BUNYORO,KAGADI,BUYAGA,KYAKABADIIMA,"427207",KAGADIBUYAGAKYAKABADIIMA,KYAKABADIIMA,"427207",KAGADI,
BUNYORO,KAGADI,BUYAGA,KABAMBA,"427203",KAGADIBUYAGAKABAMBA,KABAMBA,"427203",KAGADI,
BUNYORO,KAGADI,BUYAGA,BWIKARA,"427202",KAGADIBUYAGABWIKARA,BWIKARA,"427202",KAGADI,
BUNYORO,KAGADI,BUYAGA,KYATEREKERA,"427209",KAGADIBUYAGAKYATEREKERA,KYATEREKERA,"427209",KAGADI,
BUNYORO,KAGADI,BUYAGA,MPEEFU,"427212",KAGADIBUYAGAMPEEFU,MPEEFU,"427212",KAGADI,
BUNYORO,KAGADI,BUYAGA,MABAALE,"427211",KAGADIBUYAGAMABAALE,MABAALE TOWN COUNCIL,"427211",KAGADI,
BUNYORO,KAGADI,BUYAGA,KYENZIGE,"427210",KAGADIBUYAGAKYENZIGE,KYENZIGE,"427210",KAGADI,
BUNYORO,KAGADI,BUYAGA,PAACWA,"427216",KAGADIBUYAGAPAACWA,PAACWA,"427216",KAGADI,
BUNYORO,KAGADI,BUYAGA,BURORA,"427201",KAGADIBUYAGABURORA,BURORA,"427201",KAGADI,
BUNYORO,KAGADI,BUYAGA,RUTEETE,"427218",KAGADIBUYAGARUTEETE,RUTEETE,"427218",KAGADI,
BUNYORO,KAGADI,BUYAGA,KAGADI  TOWN COUNCIL,"427205",KAGADIBUYAGAKAGADI TOWN COUNCIL,KAGADI  T.C,"427205",KAGADI,
BUNYORO,KAGADI,BUYAGA,MUHORRO,"427213",KAGADIBUYAGAMUHORRO,MUHORRO,"427213",KAGADI,
BUNYORO,KAGADI,BUYAGA,MUHORRO  TOWN COUNCIL,"427214",KAGADIBUYAGAMUHORRO TOWN COUNCIL,MUHORRO  T.C,"427214",KAGADI,
BUNYORO,KIBAALE,BUYANJA,NYAMARWA,"407308",KIBAALEBUYANJANYAMARWA,NYAMARWA,"407308",KIBAALE,
BUNYORO,KIBAALE,BUYANJA,KASIMBI,"407310",KIBAALEBUYANJAKASIMBI,KASIMBI,"407310",KIBAALE,
BUNYORO,KIBAALE,BUYANJA,KIBAALE TOWN COUNCIL,"407303",KIBAALEBUYANJAKIBAALE TOWN COUNCIL,KIBAALE T.C,"407303",KIBAALE,
BUNYORO,KIBAALE,BUYANJA,KABASEKENDE,"407309",KIBAALEBUYANJAKABASEKENDE,KABASEKENDE,"407309",KIBAALE,
BUNYORO,KIBAALE,BUYANJA,BUBANGO,"407301",KIBAALEBUYANJABUBANGO,BUBANGO,"407301",KIBAALE,
BUNYORO,KIBAALE,BUYANJA,MUGARAMA,"407306",KIBAALEBUYANJAMUGARAMA,MUGARAMA,"407306",KIBAALE,
BUNYORO,KIBAALE,BUYANJA,MATALE,"407305",KIBAALEBUYANJAMATALE,MATALE,"407305",KIBAALE,
BUNYORO,KIBAALE,BUYANJA,NYAMARUNDA,"407307",KIBAALEBUYANJANYAMARUNDA,NYAMARUNDA,"407307",KIBAALE,
BUNYORO,KAGADI,BUYAGA,KYANAISOKE,"427208",KAGADIBUYAGAKYANAISOKE,KYANAISOKE,"427208",KAGADI,
BUNYORO,KAKUMIRO,BUGANGAIZI,NKOOKO,"428109",KAKUMIROBUGANGAIZINKOOKO,NKOOKO,"428109",KAKUMIRO,
BUNYORO,KAKUMIRO,BUGANGAIZI,KAKINDO,"428103",KAKUMIROBUGANGAIZIKAKINDO,KAKINDO,"428103",KAKUMIRO,
BUNYORO,KAKUMIRO,BUGANGAIZI,MPASAANA,"428107",KAKUMIROBUGANGAIZIMPASAANA,MPASAANA,"428107",KAKUMIRO,
BUNYORO,KAKUMIRO,BUGANGAIZI,KAKUMIRO  TOWN COUNCIL,"428104",KAKUMIROBUGANGAIZIKAKUMIRO TOWN COUNCIL,KAKUMIRO  T.C,"428104",KAKUMIRO,
BUNYORO,KAKUMIRO,BUGANGAIZI,BIREMBO,"428101",KAKUMIROBUGANGAIZIBIREMBO,BIREMBO,"428101",KAKUMIRO,
BUNYORO,KAKUMIRO,BUGANGAIZI,NALWEYO,"428108",KAKUMIROBUGANGAIZINALWEYO,NALWEYO,"428108",KAKUMIRO,
BUNYORO,KAKUMIRO,BUGANGAIZI,KASAMBYA,"428105",KAKUMIROBUGANGAIZIKASAMBYA,KASAMBYA,"428105",KAKUMIRO,
BUNYORO,KAKUMIRO,BUGANGAIZI,BWANSWA,"428102",KAKUMIROBUGANGAIZIBWANSWA,BWANSWA,"428102",KAKUMIRO,
BUNYORO,KAKUMIRO,BUGANGAIZI,KITAIHUKA,"428110",KAKUMIROBUGANGAIZIKITAIHUKA,KITAIHUKA,"428110",KAKUMIRO,
BUNYORO,KAKUMIRO,BUGANGAIZI,KIKWAYA,"428111",KAKUMIROBUGANGAIZIKIJANGI,KIJANGI,"428112",KAKUMIRO,
ANKOLE,KIRUHURA,KAZO,NKUNGU,"419107",KIRUHURAKAZONKUNGU,NKUNGU,"419107",KIRUHURA,
ANKOLE,KIRUHURA,KAZO,ENGARI,"419103",KIRUHURAKAZOENGARI,ENGARI,"419103",KIRUHURA,
ANKOLE,KIRUHURA,KAZO,KANONI,"419104",KIRUHURAKAZOKANONI,KANONI,"419104",KIRUHURA,
ANKOLE,KIRUHURA,KAZO,KAZO TOWN COUNCIL,"419106",KIRUHURAKAZOKAZO TOWN COUNCIL,KAZO TOWN COUNCIL,"419106",KIRUHURA,
ANKOLE,KIRUHURA,KAZO,RWEMIKOMA,"419108",KIRUHURAKAZORWEMIKOMA,RWEMIKOMA,"419108",KIRUHURA,
ANKOLE,KIRUHURA,NYABUSHOZI,KANYARYERU,"419201",KIRUHURANYABUSHOZIKANYARYERU,KANYARYERU,"419201",KIRUHURA,
ANKOLE,KIRUHURA,NYABUSHOZI,KASHONGI,"419202",KIRUHURANYABUSHOZIKASHONGI,KASHONGI,"419202",KIRUHURA,
ANKOLE,KIRUHURA,NYABUSHOZI,KENSHUNGA,"419203",KIRUHURANYABUSHOZIKENSHUNGA,KENSHUNGA,"419203",KIRUHURA,
ANKOLE,KIRUHURA,NYABUSHOZI,KIRUHURA TOWN COUNCIL,"419206",KIRUHURANYABUSHOZIKIRUHURA TOWN COUNCIL,KIRUHURA TOWN COUNCIL,"419206",KIRUHURA,
ANKOLE,KIRUHURA,NYABUSHOZI,NYAKASHASHARA,"419208",KIRUHURANYABUSHOZINYAKASHASHARA,NYAKASHASHARA,"419208",KIRUHURA,
ANKOLE,KIRUHURA,NYABUSHOZI,SANGA TOWN COUNCIL,"419210",KIRUHURANYABUSHOZISANGA TOWN COUNCIL,SANGA TOWN COUNCIL,"419210",KIRUHURA,
ANKOLE,KIRUHURA,NYABUSHOZI,KIKAATSI,"419204",KIRUHURANYABUSHOZIKIKAATSI,KIKAATSI,"419204",KIRUHURA,
ANKOLE,KIRUHURA,NYABUSHOZI,KITURA,"419207",KIRUHURANYABUSHOZIKITURA,KITURA,"419207",KIRUHURA,
ANKOLE,KIRUHURA,KAZO,KAZO,"419105",KIRUHURAKAZOKAZO,KAZO,"419105",KIRUHURA,
ANKOLE,BUSHENYI,IGARA,BITOOMA,"402201",BUSHENYIIGARABITOOMA,BITOOMA,"402201",BUSHENYI,
ANKOLE,BUSHENYI,IGARA,BUMBAIRE,"402202",BUSHENYIIGARABUMBAIRE,BUMBAIRE,"402202",BUSHENYI,
ANKOLE,BUSHENYI,IGARA,IBAARE,"402203",BUSHENYIIGARAIBAARE,IBAARE,"402203",BUSHENYI,
ANKOLE,BUSHENYI,IGARA,KAKANJU,"402204",BUSHENYIIGARAKAKANJU,KAKANJU,"402204",BUSHENYI,
ANKOLE,BUSHENYI,IGARA,KYEIZOOBA,"402207",BUSHENYIIGARAKYEIZOOBA,KYEIZOOBA,"402207",BUSHENYI,
ANKOLE,BUSHENYI,IGARA,RUHUMURO,"402209",BUSHENYIIGARARUHUMURO,RUHUMURO,"402209",BUSHENYI,
ANKOLE,BUSHENYI,BUSHENYI-ISHAKA MUNICIPALITY,CENTRAL DIVISON,"402101",BUSHENYIBUSHENYI  MUNICIPALITYCENTRAL DIVISION,CENTRAL DIVISON,"402101",BUSHENYI,
ANKOLE,BUHWEJU,BUHWEJU,BURERE,"420103",BUHWEJUBUHWEJUBURERE,BURERE,"420103",BUHWEJU,
ANKOLE,BUHWEJU,BUHWEJU,ENGAJU,"420104",BUHWEJUBUHWEJUENGAJU,ENGAJU,"420104",BUHWEJU,
ANKOLE,BUHWEJU,BUHWEJU,KARUNGU,"420105",BUHWEJUBUHWEJUKARUNGU,KARUNGU,"420105",BUHWEJU,
ANKOLE,BUHWEJU,BUHWEJU,NYAKISHANA,"420107",BUHWEJUBUHWEJUNYAKISHANA,NYAKISHANA,"420107",BUHWEJU,
ANKOLE,BUHWEJU,BUHWEJU,NSIIKA TOWN COUNCIL,"420106",BUHWEJUBUHWEJUNSIIKA TOWN COUNCIL,NSIIKA TOWN COUNCIL,"420106",BUHWEJU,
ANKOLE,BUHWEJU,BUHWEJU,BITSYA,"420102",BUHWEJUBUHWEJUBITSYA,BITSYA,"420102",BUHWEJU,
ANKOLE,BUHWEJU,BUHWEJU,RWENGWE,"420108",BUHWEJUBUHWEJURWENGWE,RWENGWE,"420108",BUHWEJU,
ANKOLE,MBARARA,KASHARI,BUKIRO,"410102",MBARARAKASHARIBUKIRO,BUKIRO,"410102",MBARARA,
ANKOLE,MBARARA,KASHARI,KAGONGI,"410103",MBARARAKASHARIKAGONGI,KAGONGI,"410103",MBARARA,
ANKOLE,MBARARA,MBARARA MUNICIPALITY,KAKIIKA DIVISION,"410205",MBARARAKASHARIKAKIIKA DIVISION,KAKIIKA DIVISION,"410205",MBARARA,
ANKOLE,MBARARA,KASHARI,KASHARE,"410104",MBARARAKASHARIKASHARE,KASHARE,"410104",MBARARA,
ANKOLE,MBARARA,KASHARI,RUBAYA,"410105",MBARARAKASHARIRUBAYA,RUBAYA,"410105",MBARARA,
ANKOLE,MBARARA,KASHARI,RUBINDI,"410106",MBARARAKASHARIRUBINDI,RUBINDI,"410106",MBARARA,
ANKOLE,MBARARA,KASHARI,RWANYAMAHEMBE,"410107",MBARARAKASHARIRWANYAMAHEMBE,RWANYAMAHEMBE,"410107",MBARARA,
ANKOLE,MBARARA,MBARARA MUNICIPALITY,KAKOBA DIVISION,"410201",MBARARAMBARARA MUNICIPALITYKAKOBA DIVISION,KAKOBA DIVISION,"410201",MBARARA,
ANKOLE,MBARARA,MBARARA MUNICIPALITY,KAMUKUZI DIVISION,"410202",MBARARAMBARARA MUNICIPALITYKAMUKUZI DIVISION,KAMUKUZI DIVISION,"410202",MBARARA,
ANKOLE,MBARARA,MBARARA MUNICIPALITY,NYAMITANGA DIVISION,"410203",MBARARAMBARARA MUNICIPALITYNYAMITANGA DIVISION,NYAMITANGA DIVISION,"410203",MBARARA,
ANKOLE,MBARARA,RWAMPARA,BUGAMBA,"410301",MBARARARWAMPARABUGAMBA,BUGAMBA,"410301",MBARARA,
ANKOLE,MBARARA,RWAMPARA,MWIZI,"410302",MBARARARWAMPARAMWIZI,MWIZI,"410302",MBARARA,
ANKOLE,MBARARA,RWAMPARA,NDEIJA,"410303",MBARARARWAMPARANDEIJA,NDEIJA,"410303",MBARARA,
ANKOLE,MBARARA,RWAMPARA,RUGANDO,"410304",MBARARARWAMPARARUGANDO,RUGANDO,"410304",MBARARA,
ANKOLE,MBARARA,KASHARI,BUBAARE,"410101",MBARARAKASHARIBUBAARE,BUBAARE,"410101",MBARARA,
ANKOLE,MBARARA,MBARARA MUNICIPALITY,BIHARWE DIVISION,"410204",MBARARAKASHARIBIHARWE DIVISION,BIHARWE DIVISION,"410204",MBARARA,
ANKOLE,BUSHENYI,BUSHENYI-ISHAKA MUNICIPALITY,ISHAKA DIVISON,"402102",BUSHENYIBUSHENYI  MUNICIPALITYISHAKA DIVISION,ISHAKA DIVISON,"402102",BUSHENYI,
ANKOLE,KIRUHURA,KAZO,BUREMBA,"419101",KIRUHURAKAZOBUREMBA,BUREMBA,"419101",KIRUHURA,
ANKOLE,MBARARA,MBARARA MUNICIPALITY,NYAKAYOJO DIVISION,"410206",MBARARAKASHARINYAKAYOJO DIVISION,NYAKAYOJO DIVISION,"410206",MBARARA,
ANKOLE,BUSHENYI,BUSHENYI-ISHAKA MUNICIPALITY,NYAKABIRIZI DIVISION,"402103",BUSHENYIBUSHENYI  MUNICIPALITYNYAKABIRIZI DIVISION,NYAKABIRIZI DIVISION,"402103",BUSHENYI,
ANKOLE,KIRUHURA,NYABUSHOZI,SANGA,"419209",KIRUHURANYABUSHOZISANGA,SANGA,"419209",KIRUHURA,
KIGEZI,KISORO,BUFUMBIRA,BUKIMBIRI,"408101",KISOROBUFUMBIRABUKIMBIRI,BUKIMBIRI,"408101",KISORO,
KIGEZI,KISORO,BUFUMBIRA,BUSANZA,"408102",KISOROBUFUMBIRABUSANZA,BUSANZA,"408102",KISORO,
KIGEZI,KISORO,BUFUMBIRA,CHAHI,"408103",KISOROBUFUMBIRACHAHI,CHAHI,"408103",KISORO,
KIGEZI,KISORO,BUFUMBIRA,KANABA,"408104",KISOROBUFUMBIRAKANABA,KANABA,"408104",KISORO,
KIGEZI,KISORO,BUFUMBIRA,RUBUGURI TOWN COUNCIL,"408115",KISOROBUFUMBIRARUBUGURI TOWN COUNCIL,RUBUGURI TOWN COUNCIL,"408115",KISORO,
KIGEZI,KISORO,KISORO MUNICIPALITY,SOUTHERN,"408203",KISOROKISORO MUNICIPALITYSOUTHERN DIVISION,SOUTHERN,"408203",KISORO,
KIGEZI,KISORO,BUFUMBIRA,MURAMBA,"408107",KISOROBUFUMBIRAMURAMBA,MURAMBA,"408107",KISORO,
KIGEZI,KISORO,BUFUMBIRA,MURORA,"408108",KISOROBUFUMBIRAMURORA,MURORA,"408108",KISORO,
KIGEZI,KISORO,BUFUMBIRA,NYABWISHENYA,"408109",KISOROBUFUMBIRANYABWISHENYA,NYABWISHENYA,"408109",KISORO,
KIGEZI,KISORO,BUFUMBIRA,NYAKABANDE,"408110",KISOROBUFUMBIRANYAKABANDE,NYAKABANDE,"408110",KISORO,
KIGEZI,KISORO,BUFUMBIRA,NYAKINAMA,"408111",KISOROBUFUMBIRANYAKINAMA,NYAKINAMA,"408111",KISORO,
KIGEZI,KISORO,BUFUMBIRA,NYARUBUYE,"408112",KISOROBUFUMBIRANYARUBUYE,NYARUBUYE,"408112",KISORO,
KIGEZI,KISORO,BUFUMBIRA,NYARUSIZA,"408113",KISOROBUFUMBIRANYARUSIZA,NYARUSIZA,"408113",KISORO,
KIGEZI,KISORO,BUFUMBIRA,NYUNDO,"408114",KISOROBUFUMBIRANYUNDO,NYUNDO,"408114",KISORO,
KIGEZI,RUBANDA,RUBANDA,BUBAARE,"429301",RUBANDARUBANDABUBARE,BUBAARE,"429301",RUBANDA,
KIGEZI,KABALE,NDORWA,BUHARA,"404201",KABALENDORWABUHARA,BUHARA,"404201",KABALE,
KIGEZI,KABALE,KABALE MUNICIPALITY,CENTRAL DIVISION,"404101",KABALEKABALE MUNICIPALITYKABALE CENTRAL,CENTRAL DIVISION,"404101",KABALE,
KIGEZI,KABALE,KABALE MUNICIPALITY,NORTHERN DIVISION,"404102",KABALEKABALE MUNICIPALITYKABALE NORTHERN,NORTHERN DIVISION,"404102",KABALE,
KIGEZI,KABALE,KABALE MUNICIPALITY,SOUTHERN DIVISION,"404103",KABALEKABALE MUNICIPALITYKABALE SOUTHERN,SOUTHERN DIVISION,"404103",KABALE,
KIGEZI,KABALE,NDORWA,KAMUGANGUZI,"404204",KABALENDORWAKAMUGANGUZI,KAMUGANGUZI,"404204",KABALE,
KIGEZI,KABALE,RUKIGA,KAMWEZI,"404402",KABALERUKIGAKAMWEZI,KAMWEZI,"431402",RUKIGA,
KIGEZI,KABALE,NDORWA,KITUMBA,"404206",KABALENDORWAKITUMBA,KITUMBA,"404206",KABALE,
KIGEZI,KABALE,NDORWA,KYANAMIRA,"404207",KABALENDORWAKYANAMIRA,KYANAMIRA,"404207",KABALE,
KIGEZI,KABALE,NDORWA,MAZIBA,"404208",KABALENDORWAMAZIBA,MAZIBA,"404208",KABALE,
KIGEZI,KABALE,RUKIGA,RWAMUCUCU,"404405",KABALERUKIGARWAMUCUCU,RWAMUCUCU,"431405",RUKIGA,
KIGEZI,RUBANDA,RUBANDA,MUKO,"429306",RUBANDARUBANDAMUKO,MUKO,"429306",RUBANDA,
KIGEZI,KABALE,RUKIGA,KASHAMBYA,"404403",KABALERUKIGAKASHAMBYA,KASHAMBYA,"431403",RUKIGA,
KIGEZI,RUBANDA,RUBANDA,HAMURWA,"429303",RUBANDARUBANDAHAMURWA,HAMURWA,"429303",RUBANDA,
KIGEZI,RUBANDA,RUBANDA,IKUMBA,"429305",RUBANDARUBANDAIKUMBA,IKUMBA,"429305",RUBANDA,
KIGEZI,KABALE,RUKIGA,MUHANGA TOWN COUNCIL,"404404",KABALERUKIGAMUHANGA TOWN COUNCIL,MUHANGA TOWN COUNCIL,"431404",RUKIGA,
KIGEZI,RUBANDA,RUBANDA,BUFUNDI,"429302",RUBANDARUBANDABUFUNDI,BUFUNDI,"429302",RUBANDA,
KIGEZI,KABALE,NDORWA,RYAKIRIMIRA TOWN COUNCIL,"404210",KABALENDORWARYAKIRIMIRA TOWN COUNCIL,RYAKIRIMIRA TOWN COUNCIL,"404210",KABALE,
KIGEZI,KABALE,NDORWA,BUTANDA,"404202",KABALENDORWABUTANDA,BUTANDA,"404202",KABALE,
KIGEZI,KABALE,NDORWA,KAHARO,"404203",KABALENDORWAKAHARO,KAHARO,"404203",KABALE,
KIGEZI,RUBANDA,RUBANDA,HAMURWA TOWN COUNCIL,"429304",RUBANDARUBANDAHAMURWA TOWN COUNCIL,HAMURWA TOWN COUNCIL,"429304",RUBANDA,
KIGEZI,RUBANDA,RUBANDA,NYAMWERU,"429307",RUBANDARUBANDANYAMWERU,NYAMWERU,"429307",RUBANDA,
KIGEZI,KABALE,NDORWA,KATUNA TOWN COUNCIL,"404205",KABALENDORWAKATUNA TOWN COUNCIL,KATUNA TOWN COUNCIL,"404205",KABALE,
KIGEZI,KABALE,RUKIGA,BUKINDA,"404401",KABALERUKIGABUKINDA,BUKINDA,"431401",RUKIGA,
KIGEZI,KANUNGU,KINKIIZI,BUTOGOTA TOWN COUNCIL,"414101",KANUNGUKINKIZIBUTOGOTA TC,BUTOGOTA TOWN COUNCIL,"414101",KANUNGU,
KIGEZI,KANUNGU,KINKIIZI,KAMBUGA,"414102",KANUNGUKINKIZIKAMBUGA,KAMBUGA,"414102",KANUNGU,
KIGEZI,KANUNGU,KINKIIZI,KAMBUGA TOWN COUNCIL,"414103",KANUNGUKINKIZIKAMBUGA TC,KAMBUGA TOWN COUNCIL,"414103",KANUNGU,
KIGEZI,KANUNGU,KINKIIZI,KANUNGU TOWN COUNCIL,"414104",KANUNGUKINKIZIKANUNGU TC,KANUNGU TOWN COUNCIL,"414104",KANUNGU,
KIGEZI,KANUNGU,KINKIIZI,KANYANTOROGO,"414105",KANUNGUKINKIZIKANYANTOROGO,KANYANTOROGO,"414105",KANUNGU,
KIGEZI,KANUNGU,KINKIIZI,KATETE,"414106",KANUNGUKINKIZIKATETE,KATETE,"414106",KANUNGU,
KIGEZI,KANUNGU,KINKIIZI,KAYONZA,"414107",KANUNGUKINKIZIKAYONZA,KAYONZA,"414107",KANUNGU,
KIGEZI,KANUNGU,KINKIIZI,KIHIHI,"414108",KANUNGUKINKIZIKIHIIHI,KIHIHI,"414108",KANUNGU,
KIGEZI,KANUNGU,KINKIIZI,KIHIIHI TOWN COUNCIL,"414109",KANUNGUKINKIZIKIHIIHI TC,KIHIIHI TOWN COUNCIL,"414109",KANUNGU,
KIGEZI,KANUNGU,KINKIIZI,KINAABA,"414110",KANUNGUKINKIZIKINAABA,KINAABA,"414110",KANUNGU,
KIGEZI,KANUNGU,KINKIIZI,KIRIMA,"414111",KANUNGUKINKIZIKIRIMA,KIRIMA,"414111",KANUNGU,
KIGEZI,KANUNGU,KINKIIZI,MPUNGU,"414112",KANUNGUKINKIZIMPUNGU,MPUNGU,"414112",KANUNGU,
KIGEZI,KANUNGU,KINKIIZI,NYAKINONI,"414113",KANUNGUKINKIZINYAKINONI,NYAKINONI,"414113",KANUNGU,
KIGEZI,KANUNGU,KINKIIZI,NYAMIRAMA,"414114",KANUNGUKINKIZINYAMIRAMA,NYAMIRAMA,"414114",KANUNGU,
KIGEZI,KANUNGU,KINKIIZI,NYANGA,"414115",KANUNGUKINKIZINYANGA,NYANGA,"414115",KANUNGU,
KIGEZI,KANUNGU,KINKIIZI,RUGYEYO,"414116",KANUNGUKINKIZIRUGYEYO,RUGYEYO,"414116",KANUNGU,
KIGEZI,KANUNGU,KINKIIZI,RUTENGA,"414117",KANUNGUKINKIZIRUTENGO,RUTENGA,"414117",KANUNGU,
KIGEZI,RUBANDA,RUBANDA,RUHIJA,"429308",RUBANDARUBANDARUHIJA,RUHIJA,"429308",RUBANDA,
ANKOLE,ISINGIRO,BUKANGA,RUSHASHA,"418106",ISINGIROBUKANGARUSHASHA,RUSHASHA,"418106",ISINGIRO,
ANKOLE,ISINGIRO,BUKANGA,MBAARE,"418103",ISINGIROBUKANGAMBAARE,MBAARE,"418103",ISINGIRO,
