F15Regions,DName2016,CName2016,SName2016,scode,SC,Sname,scode17,DNama2017,BCOUNTIES
WEST NILE,NEBBI,JONAM,PAKWACH,"310102",NEBBIJONAMPAKWACH,PAKWACH,"332102",PAKWACH,
WEST NILE,NEBBI,JONAM,PAKWACH TOWN COUNCIL,"310103",NEBBIJONAMPAKWACH TC,PAKWACH TOWN COUNCIL,"332103",PAKWACH,
WEST NILE,NEBBI,JONAM,PANYANGO,"310104",NEBBIJONAMPANYANGO,PANYANGO,"332104",PAKWACH,
WEST NILE,NEBBI,JONAM,PANYIMUR,"310105",NEBBIJONAMPANYIMUR,PANYIMUR,"332105",PAKWACH,
WEST NILE,NEBBI,JONAM,WADELAI,"310106",NEBBIJONAMWADELAI,WADELAI,"332106",PAKWACH,
WEST NILE,NEBBI,PADYERE,AKWORO,"310301",NEBBIPADYEREAKWORO,AKWORO,"310301",NEBBI,
WEST NILE,NEBBI,PADYERE,ATEGO,"310302",NEBBIPADYEREATEGO,ATEGO,"310302",NEBBI,
WEST NILE,NEBBI,PADYERE,ERUSSI,"310303",NEBBIPADYEREERUSSI,ERUSSI,"310303",NEBBI,
WEST NILE,NEBBI,PADYERE,KUCWINY,"310304",NEBBIPADYEREKUCWINY,KUCWINY,"310304",NEBBI,
WEST NILE,NEBBI,PADYERE,NDHEW,"310305",NEBBIPADYERENDHEW,NDHEW,"310305",NEBBI,
WEST NILE,NEBBI,PADYERE,NEBBI,"310306",NEBBIPADYERENEBBI,NEBBI,"310306",NEBBI,
WEST NILE,NEBBI,NEBBI MUNICIPALITY,ABINDU DIVISION,"310201",NEBBINEBBI MUNICIPALITYABINDU DIVISION,ABINDU DIVISION,"310201",NEBBI,
WEST NILE,NEBBI,PADYERE,NYARAVUR,"310307",NEBBIPADYERENYARAVUR,NYARAVUR,"310307",NEBBI,
WEST NILE,NEBBI,PADYERE,PAROMBO,"310308",NEBBIPADYEREPAROMBO,PAROMBO,"310308",NEBBI,
WEST NILE,ZOMBO,OKORO,ATYAK,"330102",ZOMBOOKOROATYAK,ATYAK,"330102",ZOMBO,
WEST NILE,ZOMBO,OKORO,JANGOKORO,"330103",ZOMBOOKOROJONGAKORO,JANGOKORO,"330103",ZOMBO,
WEST NILE,ZOMBO,OKORO,KANGO,"330104",ZOMBOOKOROKANGO,KANGO,"330104",ZOMBO,
WEST NILE,ZOMBO,OKORO,NYAPEA,"330105",ZOMBOOKORONYAPEA,NYAPEA,"330105",ZOMBO,
WEST NILE,ZOMBO,OKORO,PAIDHA TOWN COUNCIL,"330107",ZOMBOOKOROPAIDHA TC,PAIDHA TOWN COUNCIL,"330107",ZOMBO,
WEST NILE,ZOMBO,OKORO,WARR,"330108",ZOMBOOKOROWARR,WARR,"330108",ZOMBO,
WEST NILE,ZOMBO,OKORO,ZEU,"330109",ZOMBOOKOROZEU,ZEU,"330109",ZOMBO,
WEST NILE,ZOMBO,OKORO,ZOMBO TOWN COUNCIL,"330110",ZOMBOOKOROZOMBO TC,ZOMBO TOWN COUNCIL,"330110",ZOMBO,
WEST NILE,YUMBE,ARINGA,ARIWA,"313102",YUMBEARINGAARIWA,ARIWA,"313102",YUMBE,
WEST NILE,YUMBE,ARINGA,DRAJINI,"313103",YUMBEARINGADRAJINI,DRAJINI,"313103",YUMBE,
WEST NILE,YUMBE,ARINGA,KEI,"313104",YUMBEARINGAKEI,KEI,"313104",YUMBE,
WEST NILE,YUMBE,ARINGA,KERWA,"313105",YUMBEARINGAKERWA,KERWA,"313105",YUMBE,
WEST NILE,YUMBE,ARINGA,KOCHI,"313106",YUMBEARINGAKOCHI,KOCHI,"313106",YUMBE,
WEST NILE,YUMBE,ARINGA,KULULU,"313107",YUMBEARINGAKULULU,KULULU,"313107",YUMBE,
WEST NILE,YUMBE,ARINGA,KURU,"313108",YUMBEARINGAKURU,KURU,"313108",YUMBE,
WEST NILE,YUMBE,ARINGA,LODONGA,"313109",YUMBEARINGALODONGA,LODONGA,"313109",YUMBE,
WEST NILE,YUMBE,ARINGA,MIDIGO,"313110",YUMBEARINGAMIDIGO,MIDIGO,"313110",YUMBE,
WEST NILE,YUMBE,ARINGA,ODRAVU,"313111",YUMBEARINGAODRAVU,ODRAVU,"313111",YUMBE,
WEST NILE,YUMBE,ARINGA,ROMOGI,"313112",YUMBEARINGAROMOGI,ROMOGI,"313112",YUMBE,
LANGO,APAC,KWANIA,CHAWENTE,"302104",APACKWANIACHAWENTE,CHAWENTE,"302104",APAC,
LANGO,KOLE,KOLE,ABOKE,"325101",KOLEKOLEABOKE,ABOKE,"325101",KOLE,
LANGO,KOLE,KOLE,BALA,"325105",KOLEKOLEBALA,BALA,"325105",KOLE,
LANGO,DOKOLO,DOKOLO,DOKOLO TC,"317107",DOKOLODOKOLODOKOLO TOWN COUNCIL,DOKOLO TC,"317107",DOKOLO,
LANGO,DOKOLO,DOKOLO,KWERA,"317109",DOKOLODOKOLOKWERA,KWERA,"317109",DOKOLO,
LANGO,LIRA,LIRA  MUNICIPALITY,CENTRAL DIVISION,"307202",LIRALIRA MUNICIPALITYCENTRAL DIVISION,CENTRAL DIVISION,"307202",LIRA,
LANGO,APAC,KWANIA,NAMBIESO,"302106",APACKWANIANAMBIESO,NAMBIESO,"302106",APAC,
LANGO,AMOLATAR,KIOGA,ARWOTCEK,"315106",AMOLATARKIOGAARWOTCEK,ARWOTCEK,"315106",AMOLATAR,
LANGO,LIRA,LIRA  MUNICIPALITY,ADYEL DIVISION,"307201",LIRALIRA MUNICIPALITYADYEL DIVISION,ADYEL DIVISION,"307201",LIRA,
LANGO,LIRA,ERUTE,AMACH,"307104",LIRAERUTEAMACH,AMACH,"307104",LIRA,
LANGO,LIRA,LIRA  MUNICIPALITY,OJWINA DIVISION,"307203",LIRALIRA MUNICIPALITYOJWINA DIVISION,OJWINA DIVISION,"307203",LIRA,
LANGO,AMOLATAR,KIOGA,MUNTU,"315109",AMOLATARKIOGAMUNTU,MUNTU,"315109",AMOLATAR,
LANGO,DOKOLO,DOKOLO,BATTA,"317105",DOKOLODOKOLOBATTA,BATTA,"317105",DOKOLO,
LANGO,APAC,KWANIA,ABONGOMOLA,"302101",APACKWANIAABONGOMOLA,ABONGOMOLA,"302101",APAC,
LANGO,APAC,KWANIA,INOMO,"302105",APACKWANIAINOMO,INOMO,"302105",APAC,
LANGO,APAC,MARUZI,AKOKORO,"302201",APACMARUZIAKOKORO,AKOKORO,"302201",APAC,
LANGO,LIRA,ERUTE,LIRA,"307107",LIRAERUTELIRA,LIRA,"307107",LIRA,
LANGO,DOKOLO,DOKOLO,ADEKNINO,"317101",DOKOLODOKOLOADEKNINO,ADEKNINO,"317101",DOKOLO,
LANGO,APAC,MARUZI,CHEGERE,"302204",APACMARUZICEGERE,CHEGERE,"302204",APAC,
LANGO,LIRA,ERUTE,BARR,"307106",LIRAERUTEBARR,BARR,"307106",LIRA,
LANGO,LIRA,ERUTE,NGETTA,"307108",LIRAERUTENGETTA,NGETTA,"307108",LIRA,
LANGO,LIRA,LIRA  MUNICIPALITY,RAILWAY DIVISION,"307204",LIRALIRA MUNICIPALITYRAILWAY DIVISION,RAILWAY DIVISION,"307204",LIRA,
LANGO,LIRA,ERUTE,OGUR,"307109",LIRAERUTEOGUR,OGUR,"307109",LIRA,
LANGO,KOLE,KOLE,ALITO,"325103",KOLEKOLEALITO,ALITO,"325103",KOLE,
LANGO,APAC,MARUZI,IBUJE,"302205",APACMARUZIIBUJE,IBUJE,"302205",APAC,
LANGO,DOKOLO,DOKOLO,AGWATA,"317103",DOKOLODOKOLOAGWATA,AGWATA,"317103",DOKOLO,
LANGO,APAC,KWANIA,ADUKU,"302102",APACKWANIAADUKU,ADUKU,"302102",APAC,
LANGO,AMOLATAR,KIOGA,APUTI,"315105",AMOLATARKIOGAAPUTI,APUTI,"315105",AMOLATAR,
LANGO,KOLE,KOLE,AKALO,"325102",KOLEKOLEAKALO,AKALO,"325102",KOLE,
LANGO,AMOLATAR,KIOGA,AWELO,"315107",AMOLATARKIOGAAWELO,AWELO,"315107",AMOLATAR,
LANGO,AMOLATAR,KIOGA,ETAM,"315108",AMOLATARKIOGAETAM,ETAM,"315108",AMOLATAR,
LANGO,AMOLATAR,KIOGA,AGIKDAK,"315101",AMOLATARKIOGAAGIKDAK,AGIKDAK,"315101",AMOLATAR,
LANGO,AMOLATAR,KIOGA,AKWON,"315103",AMOLATARKIOGAAKWON,AKWON,"315103",AMOLATAR,
LANGO,AMOLATAR,KIOGA,AMOLATAR TOWN COUNCIL,"315104",AMOLATARKIOGAAMOLATAR TOWN COUNCIL,AMOLATAR TOWN COUNCIL,"315104",AMOLATAR,
LANGO,AMOLATAR,KIOGA,AGWINGIRI,"315102",AMOLATARKIOGAAGWINGIRI,AGWINGIRI,"315102",AMOLATAR,
LANGO,DOKOLO,DOKOLO,DOKOLO,"317106",DOKOLODOKOLODOKOLO,DOKOLO,"317106",DOKOLO,
LANGO,DOKOLO,DOKOLO,AMWOMA,"317104",DOKOLODOKOLOAMWOMA,AMWOMA,"317104",DOKOLO,
LANGO,DOKOLO,DOKOLO,KANGAI,"317108",DOKOLODOKOLOKANGAI,KANGAI,"317108",DOKOLO,
LANGO,DOKOLO,DOKOLO,OKWONGODUL,"317111",DOKOLODOKOLOOKWONGDUL,OKWONGODUL,"317111",DOKOLO,
LANGO,DOKOLO,DOKOLO,OKWALONGWEN,"317110",DOKOLODOKOLOOKWALONGWEN,OKWALONGWEN,"317110",DOKOLO,
LANGO,APAC,KWANIA,ADUKU TOWN COUNCIL,"302103",APACKWANIAADUKU TOWN COUNCIL,ADUKU TOWN COUNCIL,"302103",APAC,
LANGO,KOLE,KOLE,KOLE TOWN COUNCIL,"325106",KOLEKOLEKOLE TOWN COUNCIL,KOLE TOWN COUNCIL,"325106",KOLE,
LANGO,KOLE,KOLE,OKWERODOT,"325107",KOLEKOLEOKWERODOT,OKWERODOT,"325107",KOLE,
LANGO,LIRA,ERUTE,AGWENG,"307103",LIRAERUTEAGWENG,AGWENG,"307103",LIRA,
LANGO,LIRA,ERUTE,AGALI,"307102",LIRAERUTEAGALI,AGALI,"307102",LIRA,
LANGO,LIRA,ERUTE,ADEKOKWOK,"307101",LIRAERUTEADEKOKWOK,ADEKOKWOK,"307101",LIRA,
LANGO,DOKOLO,DOKOLO,ADOK,"317102",DOKOLODOKOLOADOK,ADOK,"317102",DOKOLO,
LANGO,OTUKE,OTUKE,ADWARI,"329101",OTUKEOTUKEADWARI,ADWARI,"329101",OTUKE,
LANGO,ALEBTONG,MOROTO,OMORO,"323109",ALEBTONGMOROTOOMORO,OMORO,"323109",ALEBTONG,
LANGO,OTUKE,OTUKE,OKWANG,"329105",OTUKEOTUKEOKWANG,OKWANG,"329105",OTUKE,
LANGO,OTUKE,OTUKE,OGWETTE,"329104",OTUKEOTUKEOGWETE,OGWETTE,"329104",OTUKE,
LANGO,ALEBTONG,MOROTO,ABIA,"323102",ALEBTONGMOROTOABIA,ABIA,"323102",ALEBTONG,
LANGO,ALEBTONG,MOROTO,ALOI,"323105",ALEBTONGMOROTOALOI,ALOI,"323105",ALEBTONG,
LANGO,OTUKE,OTUKE,OGOR,"329103",OTUKEOTUKEOGOR,OGOR,"329103",OTUKE,
LANGO,ALEBTONG,MOROTO,APALA,"323107",ALEBTONGMOROTOAPALA,APALA,"323107",ALEBTONG,
LANGO,ALEBTONG,MOROTO,AMUGU,"323106",ALEBTONGMOROTOAMUGU,AMUGU,"323106",ALEBTONG,
LANGO,ALEBTONG,MOROTO,ALEBTONG TOWN COUNCIL,"323104",ALEBTONGMOROTOALEBTONG TOWN COUNCIL,ALEBTONG TOWN COUNCIL,"323104",ALEBTONG,
LANGO,ALEBTONG,MOROTO,AKURA,"323103",ALEBTONGMOROTOAKURA,AKURA,"323103",ALEBTONG,
LANGO,OTUKE,OTUKE,OLILIM,"329106",OTUKEOTUKEOLILIM,OLILIM,"329106",OTUKE,
LANGO,OTUKE,OTUKE,ORUM,"329107",OTUKEOTUKEORUM,ORUM,"329107",OTUKE,
LANGO,OTUKE,OTUKE,OTUKE TOWN COUNCIL,"329108",OTUKEOTUKEOTUKE TOWN COUNCIL,OTUKE TOWN COUNCIL,"329108",OTUKE,
LANGO,OTUKE,OTUKE,ALANGO,"329102",OTUKEOTUKEALANGO,ALANGO,"329102",OTUKE,
LANGO,ALEBTONG,MOROTO,AWEI,"323108",ALEBTONGMOROTOAWEI,AWEI,"323108",ALEBTONG,
WEST NILE,MOYO,OBONGI,ALIBA,"309101",MOYOOBONGIALIBA,ALIBA,"309101",MOYO,
WEST NILE,MOYO,WEST MOYO,DIFULE,"309201",MOYOMOYODIFULE,DIFULE,"309201",MOYO,
WEST NILE,MOYO,OBONGI,GIMARA,"309102",MOYOOBONGIGIMARA,GIMARA,"309102",MOYO,
WEST NILE,MOYO,OBONGI,ITULA,"309103",MOYOOBONGIITULA,ITULA,"309103",MOYO,
WEST NILE,MOYO,WEST MOYO,LEFORI,"309203",MOYOMOYOLEFORI,LEFORI,"309203",MOYO,
WEST NILE,MOYO,WEST MOYO,METU,"309204",MOYOMOYOMETU,METU,"309204",MOYO,
WEST NILE,MOYO,WEST MOYO,MOYO,"309205",MOYOMOYOMOYO,MOYO,"309205",MOYO,
WEST NILE,MOYO,WEST MOYO,MOYO TOWN COUNCIL,"309206",MOYOMOYOMOYO TOWN COUNCIL,MOYO TOWN COUNCIL,"309206",MOYO,
WEST NILE,ADJUMANI,EAST MOYO,ADJUMANI TOWN COUNCIL,"301101",ADJUMANIEAST MOYOADJUMANI TOWN COUNCIL,ADJUMANI TOWN COUNCIL,"301101",ADJUMANI,
WEST NILE,ADJUMANI,EAST MOYO,ADROPI,"301102",ADJUMANIEAST MOYOADROPI,ADROPI,"301102",ADJUMANI,
WEST NILE,ADJUMANI,EAST MOYO,ARINYAPI,"301103",ADJUMANIEAST MOYOARINYAPI,ARINYAPI,"301103",ADJUMANI,
WEST NILE,ADJUMANI,EAST MOYO,CIFORO,"301104",ADJUMANIEAST MOYOCIFORO,CIFORO,"301104",ADJUMANI,
WEST NILE,ADJUMANI,EAST MOYO,DZAIPI,"301105",ADJUMANIEAST MOYODZAIPI,DZAIPI,"301105",ADJUMANI,
WEST NILE,ADJUMANI,EAST MOYO,ITIRIKWA,"301106",ADJUMANIEAST MOYOITIRIKWA,ITIRIKWA,"301106",ADJUMANI,
WEST NILE,ADJUMANI,EAST MOYO,OFUA,"301107",ADJUMANIEAST MOYOOFUA,OFUA,"301107",ADJUMANI,
WEST NILE,ADJUMANI,EAST MOYO,UKUSIJONI,"301108",ADJUMANIEAST MOYOOKUSIJONI,UKUSIJONI,"301108",ADJUMANI,
WEST NILE,ADJUMANI,EAST MOYO,PACARA,"301109",ADJUMANIEAST MOYOPACARA,PACARA,"301109",ADJUMANI,
WEST NILE,ADJUMANI,EAST MOYO,PAKELE,"301110",ADJUMANIEAST MOYOPAKELLE,PAKELE,"301110",ADJUMANI,
WEST NILE,ARUA,MADI OKOLLO,EWANGA,"303302",ARUAMADI OKOLLOEWANGA,EWANGA,"303302",ARUA,
LANGO,KOLE,KOLE,AYER,"325104",KOLEKOLEAYER,AYER,"325104",KOLE,
LANGO,LIRA,ERUTE,AROMO,"307105",LIRAERUTEAROMO,AROMO,"307105",LIRA,
KARAMOJA,KAABONG,DODOTH,KAABONG EAST,"318101",KAABONGDODOTHKAABONG EAST,KAABONG EAST,"318101",KAABONG,
KARAMOJA,KAABONG,DODOTH,KAABONG TOWN COUNCIL,"318102",KAABONGDODOTHKAABONG TC,KAABONG TOWN COUNCIL,"318102",KAABONG,
KARAMOJA,KAABONG,DODOTH,KAABONG WEST,"318103",KAABONGDODOTHKAABONG WEST,KAABONG WEST,"318103",KAABONG,
KARAMOJA,KAABONG,DODOTH,KALAPATA,"318104",KAABONGDODOTHKALAPATA,KALAPATA,"318104",KAABONG,
KARAMOJA,KAABONG,DODOTH,KAMION,"318105",KAABONGDODOTHKAMION,KAMION,"318105",KAABONG,
KARAMOJA,KAABONG,DODOTH,KAPEDO,"318106",KAABONGDODOTHKAPEDO,KAPEDO,"318106",KAABONG,
KARAMOJA,KAABONG,DODOTH,NAPORE KARENGA,"318113",KAABONGDODOTHKARENGA,NAPORE KARENGA,"318113",KAABONG,
KARAMOJA,KAABONG,DODOTH,KATHILE,"318107",KAABONGDODOTHKATHILE,KATHILE,"318107",KAABONG,
KARAMOJA,KAABONG,DODOTH,KAWALAKOL,"318108",KAABONGDODOTHKAWALAKOL,KAWALAKOL,"318108",KAABONG,
KARAMOJA,KAABONG,DODOTH,LOBALANGIT,"318109",KAABONGDODOTHLOBALANGIT,LOBALANGIT,"318109",KAABONG,
KARAMOJA,KAABONG,DODOTH,LOLELIA,"318111",KAABONGDODOTHLOLELIA,LOLELIA,"318111",KAABONG,
KARAMOJA,KAABONG,DODOTH,LOYORO,"318112",KAABONGDODOTHLOYORO,LOYORO,"318112",KAABONG,
KARAMOJA,KAABONG,DODOTH,SIDOK,"318114",KAABONGDODOTHSIDOK,SIDOK,"318114",KAABONG,
KARAMOJA,KAABONG,DODOTH,LODIKO,"318110",KAABONGDODOTHLOKIDO,LODIKO,"318110",KAABONG,
KARAMOJA,KOTIDO,JIE,KACHERI,"306101",KOTIDOJIEKACHERI,KACHERI,"306101",KOTIDO,
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,CENTRAL DIVISION,"306201",KOTIDOKOTIDO MUNICIPALITYCENTRAL DIVISION,CENTRAL DIVISION,"306201",KOTIDO,
KARAMOJA,KOTIDO,JIE,NAKAPELIMORU,"306104",KOTIDOJIENAKAPELIMORU,NAKAPELIMORU,"306104",KOTIDO,
KARAMOJA,KOTIDO,JIE,RENGEN,"306103",KOTIDOJIERENGEN,RENGEN,"306103",KOTIDO,
KARAMOJA,ABIM,LABWOR,ABIM,"314101",ABIMLABWORABIM,ABIM,"314101",ABIM,
KARAMOJA,ABIM,LABWOR,ABIM TOWN COUNCIL,"314102",ABIMLABWORABIM TC,ABIM TOWN COUNCIL,"314102",ABIM,
KARAMOJA,ABIM,LABWOR,ALEREK,"314103",ABIMLABWORALEREK,ALEREK,"314103",ABIM,
KARAMOJA,ABIM,LABWOR,LOTUKEI,"314104",ABIMLABWORLOTUKEI,LOTUKEI,"314104",ABIM,
KARAMOJA,ABIM,LABWOR,NYAKWAE,"314106",ABIMLABWORNYAKWAE,NYAKWAE,"314106",ABIM,
KARAMOJA,ABIM,LABWOR,MORULEM,"314105",ABIMLABWORMORULEM,MORULEM,"314105",ABIM,
KARAMOJA,NAPAK,BOKORA,LOKOPO,"327107",NAPAKBOKORALOKOPO,LOKOPO,"327107",NAPAK,
KARAMOJA,NAPAK,BOKORA,LOPEEI,"327108",NAPAKBOKORALOPEI,LOPEEI,"327108",NAPAK,
KARAMOJA,NAPAK,BOKORA,LOTOME,"327103",NAPAKBOKORALOTOME,LOTOME,"327103",NAPAK,
KARAMOJA,NAPAK,BOKORA,MATANY,"327104",NAPAKBOKORAMATANY,MATANY,"327104",NAPAK,
KARAMOJA,NAPAK,BOKORA,NGOLERIET,"327106",NAPAKBOKORANGOLERIET,NGOLERIET,"327106",NAPAK,
KARAMOJA,NAKAPIRIPIRIT,PIAN,LOLACHAT,"311201",NAKAPIRIPIRITPIANLOLACHAT,LOLACHAT,"311201",NAKAPIRIPIRIT,
KARAMOJA,NAKAPIRIPIRIT,PIAN,LORENGEDWAT,"311202",NAKAPIRIPIRITPIANLORENGEDWAT,LORENGEDWAT,"311202",NAKAPIRIPIRIT,
KARAMOJA,NAKAPIRIPIRIT,PIAN,NABILATUK,"311203",NAKAPIRIPIRITPIANNABILATUK,NABILATUK,"311203",NAKAPIRIPIRIT,
KARAMOJA,NAKAPIRIPIRIT,CHEKWII,KAKOMONGOLE,"311105",NAKAPIRIPIRITCHEKWIKAKOMONGOLE,KAKOMONGOLE,"311105",NAKAPIRIPIRIT,
KARAMOJA,NAKAPIRIPIRIT,CHEKWII,LOREGAE,"311101",NAKAPIRIPIRITCHEKWILOREGAE,LOREGAE,"311101",NAKAPIRIPIRIT,
KARAMOJA,NAKAPIRIPIRIT,CHEKWII,MORUITA,"311102",NAKAPIRIPIRITCHEKWIMORUITA,MORUITA,"311102",NAKAPIRIPIRIT,
KARAMOJA,NAKAPIRIPIRIT,CHEKWII,NAKAPIRIPIRIT TOWN COUNCIL,"311103",NAKAPIRIPIRITCHEKWINAKAPIRIPIRIT TC,NAKAPIRIPIRIT TOWN COUNCIL,"311103",NAKAPIRIPIRIT,
KARAMOJA,NAKAPIRIPIRIT,CHEKWII,NAMALU,"311104",NAKAPIRIPIRITCHEKWINAMALU,NAMALU,"311104",NAKAPIRIPIRIT,
KARAMOJA,MOROTO,MATHENIKO,KATIKEKILE,"308101",MOROTOMATHENIKOKATIKEKILE,KATIKEKILE,"308101",MOROTO,
KARAMOJA,MOROTO,MATHENIKO,NADUNGET,"308102",MOROTOMATHENIKONADUNGET,NADUNGET,"308102",MOROTO,
KARAMOJA,MOROTO,MATHENIKO,RUPA,"308103",MOROTOMATHENIKORUPA,RUPA,"308103",MOROTO,
KARAMOJA,MOROTO,MATHENIKO,TAPAC,"308104",MOROTOMATHENIKOTAPAC,TAPAC,"308104",MOROTO,
KARAMOJA,MOROTO,MOROTO MUNICIPALITY,NORTHERN DIVISION,"308201",MOROTOMOROTO MUNICIPALITYNORTHERN DIVISION,NORTHERN DIVISION,"308201",MOROTO,
KARAMOJA,MOROTO,MOROTO MUNICIPALITY,SOUTHERN DIVISON,"308202",MOROTOMOROTO MUNICIPALITYSOUTHERN DIVISION,SOUTHERN DIVISON,"308202",MOROTO,
KARAMOJA,AMUDAT,POKOT,AMUDAT,"324101",AMUDATPOKOTAMUDAT,AMUDAT,"324101",AMUDAT,
KARAMOJA,AMUDAT,POKOT,AMUDAT TOWN COUNCIL,"324102",AMUDATPOKOTAMUDAT TC,AMUDAT TOWN COUNCIL,"324102",AMUDAT,
KARAMOJA,AMUDAT,POKOT,KARITA,"324103",AMUDATPOKOTKARITA,KARITA,"324103",AMUDAT,
KARAMOJA,AMUDAT,POKOT,LOROO,"324104",AMUDATPOKOTLOROO,LOROO,"324104",AMUDAT,
KARAMOJA,NAPAK,BOKORA,NAPAK TOWN COUNCIL,"327105",NAPAKBOKORANAPAK TC,NAPAK TOWN COUNCIL,"327105",NAPAK,
KARAMOJA,NAPAK,BOKORA,LORENGECORA,"327102",NAPAKBOKORALORENGECHORA,LORENGECORA,"327102",NAPAK,
KARAMOJA,NAPAK,BOKORA,IRIIRI,"327101",NAPAKBOKORAIRIIRI,IRIIRI,"327101",NAPAK,
WEST NILE,MARACHA,MARACHA,KIJOMORO,"320101",MARACHAMARACHAKIJOMORO,KIJOMORO,"320101",MARACHA,
ACHOLI,OMORO,OMORO,OMORO TOWN COUNCIL,"331307",OMOROOMOROOMORO TOWN COUNCIL,OMORO TOWN COUNCIL,"331307",OMORO,
WEST NILE,KOBOKO,KOBOKO MUNICIPALITY,WESTERN DIVISION,"319203",KOBOKOKOBOKO MUNICIPALITYWEST DIVISION,WESTERN DIVISION,"319203",KOBOKO,
WEST NILE,KOBOKO,KOBOKO MUNICIPALITY,SOUTHERN DIVISION,"319202",KOBOKOKOBOKO MUNICIPALITYSOUTH DIVISION,SOUTHERN DIVISION,"319202",KOBOKO,
WEST NILE,ZOMBO,OKORO,PAIDHA,"330106",ZOMBOOKOROPAIDHA,PAIDHA,"330106",ZOMBO,
WEST NILE,ZOMBO,OKORO,ABANGA,"330101",ZOMBOOKOROABANGA,ABANGA,"330101",ZOMBO,
ACHOLI,KITGUM,KITGUM MUNICIPALITY,CENTRAL DIVISION,"305201",KITGUMKITGUM MUNICIPALITYCENTRAL DIVISION,CENTRAL DIVISION,"305201",KITGUM,
ACHOLI,KITGUM,KITGUM MUNICIPALITY,PANDWONG DIVISION,"305203",KITGUMKITGUM MUNICIPALITYPANDWONG DIVISION,PANDWONG DIVISION,"305203",KITGUM,
WEST NILE,NEBBI,NEBBI MUNICIPALITY,CENTRAL DIVISION,"310202",NEBBINEBBI MUNICIPALITYCENTRAL DIVISION,CENTRAL DIVISION,"310202",NEBBI,
WEST NILE,NEBBI,NEBBI MUNICIPALITY,THATHA DIVISION,"310203",NEBBINEBBI MUNICIPALITYTHATHA DIVISION,THATHA DIVISION,"310203",NEBBI,
WEST NILE,YUMBE,ARINGA,APO,"313101",YUMBEARINGAAPO,APO,"313101",YUMBE,
WEST NILE,YUMBE,ARINGA,YUMBE TOWN COUNCIL,"313113",YUMBEARINGAYUMBE TOWN COUNCIL,YUMBE TOWN COUNCIL,"313113",YUMBE,
LANGO,ALEBTONG,MOROTO,ABAKO,"323101",ALEBTONGMOROTOABAKO,ABAKO,"323101",ALEBTONG,
WEST NILE,MOYO,WEST MOYO,LAROPI,"309202",MOYOMOYOLAROPI,LAROPI,"309202",MOYO,
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,KANAWAT DIVISION,"306202",KOTIDOKOTIDO MUNICIPALITYKANAWAT DIVISION,KANAWAT DIVISION,"306202",KOTIDO,
KARAMOJA,KOTIDO,JIE,PANYANGARA,"306105",KOTIDOJIEPANYANGARA,PANYANGARA,"306105",KOTIDO,
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,KAPADAKOOK DIVISION,"306203",KOTIDOKOTIDO MUNICIPALITYKAPADAKOOK DIVISION,KAPADAKOOK DIVISION,"306203",KOTIDO,
KARAMOJA,KOTIDO,JIE,KOTIDO,"306102",KOTIDOJIEKOTIDO,KOTIDO,"306102",KOTIDO,
KARAMOJA,KOTIDO,KOTIDO MUNICIPALITY,LOSILANG DIVISION,"306204",KOTIDOKOTIDO MUNICIPALITYLOSILANG DIVISION,LOSILANG DIVISION,"306204",KOTIDO,
LANGO,AMOLATAR,KIOGA,NAMASALE TOWN COUNCIL,"315111",AMOLATARKIOGANAMASALE TC,NAMASALE TOWN COUNCIL,"315111",AMOLATAR,
ACHOLI,NWOYA,NWOYA,PURONGO,"328105",NWOYANWOYAPURONGO,PURONGO,"328105",NWOYA,
LANGO,AMOLATAR,KIOGA,NAMASALE,"315110",AMOLATARKIOGANAMASALE,NAMASALE,"315110",AMOLATAR,
GREATER KAMPALA,WAKISO,NANSANA MUNICIPALITY,GOMBE DIVISION,"113602",WAKISONANSANA MUNICIPALITYGOMBE DIVISION,GOMBE DIVISION,"113602",WAKISO,KYADONDO
GREATER KAMPALA,WAKISO,NANSANA MUNICIPALITY,NABWERU DIVISION,"113603",WAKISONANSANA MUNICIPALITYNABWERU DIVISION,NABWERU DIVISION,"113603",WAKISO,KYADONDO
GREATER KAMPALA,WAKISO,KYADONDO,KASANGATI TOWN COUNCIL,"113406",WAKISOKYADONDOKASANGATI TOWN COUNCIL,KASANGATI TOWN COUNCIL,"113406",WAKISO,KYADONDO
GREATER KAMPALA,WAKISO,MAKINDYE SSABAGABO MUNICIPALITY,NDEJJE DIVISION,"113503",WAKISOMAKINDYE MUNICIPALITYNDEJJE DIVISION,NDEJJE DIVISION,"113503",WAKISO,KYADONDO
GREATER KAMPALA,WAKISO,ENTEBBE MUNICIPALITY,DIVISION A,"113201",WAKISOENTEBBE MUNICIPALITYDIVISION A,DIVISION A,"113201",WAKISO,BUSIRO
GREATER KAMPALA,WAKISO,ENTEBBE MUNICIPALITY,DIVISION B,"113202",WAKISOENTEBBE MUNICIPALITYDIVISION B,DIVISION B,"113202",WAKISO,BUSIRO
GREATER KAMPALA,WAKISO,BUSIRO,KAKIRI,"113102",WAKISOBUSIROKAKIRI,KAKIRI,"113102",WAKISO,BUSIRO
