sim_id,HIV/TB_coinfection_Female,HIV/TB_coinfection_Male,TB_only_Female,TB_only_Male,total_mse,rank_total,rank_HIV/TB_coinfection_Female,rank_HIV/TB_coinfection_Male,rank_TB_only_FEMALE,rank_TB_ONLY_MALE,b1_calib_id,b2_calib_id,m1_calib_id,m2_calib_id,m3_calib_id,m4_calib_id
281," 163,899 "," 7,624 "," 1,258 "," 4,170 "," 176,952 ",387,407,163,42,159,16.8,18,1-H,2-L,3-L,4-L
494," 163,906 "," 7,133 "," 1,997 "," 3,924 "," 176,960 ",388,408,143,179,116,18,16,1-H,2-H,3-L,4-H
203," 160,404 "," 8,380 "," 2,803 "," 5,709 "," 177,296 ",389,399,180,261,264,16.8,16,1-H,2-L,3-H,4-L
237," 164,355 "," 6,838 "," 2,044 "," 4,094 "," 177,331 ",390,410,133,186,147,16.8,16.8,1-H,2-H,3-L,4-L
204," 160,781 "," 8,201 "," 2,804 "," 5,694 "," 177,479 ",391,400,174,262,263,16.8,16,1-H,2-L,3-H,4-H
238," 164,771 "," 6,790 "," 2,042 "," 4,052 "," 177,655 ",392,413,129,185,145,16.8,16.8,1-H,2-H,3-L,4-H
354," 159,412 "," 8,138 "," 4,055 "," 8,679 "," 180,284 ",393,393,172,341,341,17.2,17.6,1-L,2-L,3-L,4-H
115," 144,476 "," 11,308 "," 6,524 "," 18,120 "," 180,428 ",394,349,232,541,541,16.4,16.4,1-L,2-L,3-H,4-L
485," 152,811 "," 8,503 "," 5,441 "," 13,761 "," 180,516 ",395,373,183,467,467,18,16,1-L,2-H,3-L,4-L
116," 144,854 "," 11,093 "," 6,526 "," 18,122 "," 180,596 ",396,350,231,542,542,16.4,16.4,1-L,2-L,3-H,4-H
353," 159,723 "," 8,280 "," 4,062 "," 8,694 "," 180,759 ",397,395,177,342,342,17.2,17.6,1-L,2-L,3-L,4-L
486," 153,390 "," 8,425 "," 5,446 "," 13,773 "," 181,033 ",398,376,181,468,468,18,16,1-L,2-H,3-L,4-H
361," 168,827 "," 6,988 "," 1,307 "," 4,013 "," 181,135 ",399,421,138,54,139,17.2,17.6,1-H,2-L,3-L,4-L
229," 153,969 "," 8,062 "," 5,527 "," 14,105 "," 181,662 ",400,379,170,473,473,16.8,16.8,1-L,2-H,3-L,4-L
362," 169,581 "," 6,916 "," 1,307 "," 3,972 "," 181,776 ",401,423,136,53,128,17.2,17.6,1-H,2-L,3-L,4-H
230," 154,552 "," 7,983 "," 5,532 "," 14,117 "," 182,184 ",402,380,169,474,474,16.8,16.8,1-L,2-H,3-L,4-H
317," 169,975 "," 6,367 "," 2,138 "," 4,228 "," 182,709 ",403,425,118,198,165,17.2,16.4,1-H,2-H,3-L,4-L
27," 166,559 "," 7,161 "," 2,980 "," 6,257 "," 182,958 ",404,419,144,270,278,16,16.4,1-H,2-L,3-H,4-L
318," 170,392 "," 6,328 "," 2,136 "," 4,189 "," 183,046 ",405,426,117,197,162,17.2,16.4,1-H,2-H,3-L,4-H
28," 166,823 "," 7,074 "," 2,980 "," 6,241 "," 183,118 ",406,420,142,269,277,16,16.4,1-H,2-L,3-H,4-H
61," 170,872 "," 6,064 "," 2,186 "," 4,374 "," 183,496 ",407,428,102,204,180,16,17.2,1-H,2-H,3-L,4-L
62," 171,286 "," 6,025 "," 2,185 "," 4,335 "," 183,831 ",408,430,97,203,172,16,17.2,1-H,2-H,3-L,4-H
433," 164,433 "," 7,569 "," 4,189 "," 9,124 "," 185,315 ",409,411,159,351,351,17.6,17.2,1-L,2-L,3-L,4-L
195," 149,935 "," 10,149 "," 6,690 "," 18,809 "," 185,583 ",410,367,213,549,549,16.8,16,1-L,2-L,3-H,4-L
441," 173,922 "," 6,429 "," 1,360 "," 3,876 "," 185,587 ",411,434,120,64,105,17.6,17.2,1-H,2-L,3-L,4-L
196," 150,314 "," 9,949 "," 6,692 "," 18,812 "," 185,767 ",412,368,211,550,550,16.8,16,1-L,2-L,3-H,4-H
434," 165,145 "," 7,404 "," 4,192 "," 9,127 "," 185,868 ",413,414,155,352,352,17.6,17.2,1-L,2-L,3-L,4-H
442," 174,551 "," 6,391 "," 1,358 "," 3,828 "," 186,128 ",414,436,119,63,90,17.6,17.2,1-H,2-L,3-L,4-H
185," 174,785 "," 6,118 "," 1,388 "," 3,913 "," 186,204 ",415,437,110,66,113,16.4,18,1-H,2-L,3-L,4-L
177," 165,566 "," 7,171 "," 4,266 "," 9,410 "," 186,413 ",416,416,145,353,353,16.4,18,1-L,2-L,3-L,4-L
186," 175,415 "," 6,080 "," 1,387 "," 3,864 "," 186,746 ",417,440,104,65,101,16.4,18,1-H,2-L,3-L,4-H
178," 166,280 "," 7,008 "," 4,269 "," 9,414 "," 186,970 ",418,418,140,355,354,16.4,18,1-L,2-L,3-L,4-H
309," 159,485 "," 7,360 "," 5,682 "," 14,712 "," 187,238 ",419,394,150,485,485,17.2,16.4,1-L,2-H,3-L,4-L
310," 159,893 "," 7,308 "," 5,685 "," 14,717 "," 187,603 ",420,396,149,486,486,17.2,16.4,1-L,2-H,3-L,4-H
54," 160,036 "," 7,004 "," 5,768 "," 15,042 "," 187,850 ",421,397,139,491,491,16,17.2,1-L,2-H,3-L,4-H
53," 160,338 "," 7,044 "," 5,768 "," 15,043 "," 188,193 ",422,398,141,492,492,16,17.2,1-L,2-H,3-L,4-L
397," 175,688 "," 6,020 "," 2,236 "," 4,389 "," 188,334 ",423,442,95,212,183,17.6,16,1-H,2-H,3-L,4-L
398," 176,106 "," 5,990 "," 2,235 "," 4,352 "," 188,683 ",424,444,94,211,176,17.6,16,1-H,2-H,3-L,4-H
141," 176,497 "," 5,741 "," 2,285 "," 4,531 "," 189,054 ",425,445,87,218,196,16.4,16.8,1-H,2-H,3-L,4-L
142," 176,953 "," 5,713 "," 2,285 "," 4,506 "," 189,457 ",426,447,85,217,193,16.4,16.8,1-H,2-H,3-L,4-H
107," 173,214 "," 6,608 "," 3,110 "," 6,575 "," 189,506 ",427,433,126,281,290,16.4,16,1-H,2-L,3-H,4-L
513," 169,273 "," 6,960 "," 4,319 "," 9,575 "," 190,127 ",428,422,137,361,361,18,16.8,1-L,2-L,3-L,4-L
521," 179,072 "," 5,974 "," 1,417 "," 3,769 "," 190,232 ",429,453,92,74,73,18,16.8,1-H,2-L,3-L,4-L
108," 173,993 "," 6,576 "," 3,113 "," 6,564 "," 190,246 ",430,435,125,282,289,16.4,16,1-H,2-L,3-H,4-H
514," 169,975 "," 6,891 "," 4,324 "," 9,580 "," 190,770 ",431,424,135,362,362,18,16.8,1-L,2-L,3-L,4-H
522," 179,693 "," 5,972 "," 1,416 "," 3,726 "," 190,807 ",432,454,91,72,50,18,16.8,1-H,2-L,3-L,4-H
265," 179,951 "," 5,684 "," 1,447 "," 3,816 "," 190,899 ",433,455,84,80,88,16.8,17.6,1-H,2-L,3-L,4-L
257," 170,511 "," 6,564 "," 4,397 "," 9,868 "," 191,340 ",434,427,124,367,367,16.8,17.6,1-L,2-L,3-L,4-L
19," 156,012 "," 8,595 "," 6,943 "," 19,908 "," 191,458 ",435,385,185,557,557,16,16.4,1-L,2-L,3-H,4-L
266," 180,571 "," 5,682 "," 1,446 "," 3,773 "," 191,472 ",436,456,83,79,74,16.8,17.6,1-H,2-L,3-L,4-H
20," 156,267 "," 8,497 "," 6,946 "," 19,919 "," 191,629 ",437,386,182,558,558,16,16.4,1-L,2-L,3-H,4-H
258," 171,132 "," 6,522 "," 4,402 "," 9,873 "," 191,928 ",438,429,123,368,368,16.8,17.6,1-L,2-L,3-L,4-H
390," 164,264 "," 6,825 "," 5,835 "," 15,302 "," 192,227 ",439,409,132,499,500,17.6,16,1-L,2-H,3-L,4-H
389," 164,567 "," 6,867 "," 5,836 "," 15,302 "," 192,572 ",440,412,134,500,499,17.6,16,1-L,2-H,3-L,4-L
134," 165,482 "," 6,460 "," 5,924 "," 15,663 "," 193,528 ",441,415,121,505,506,16.4,16.8,1-L,2-H,3-L,4-H
133," 165,785 "," 6,502 "," 5,924 "," 15,663 "," 193,874 ",442,417,122,506,505,16.4,16.8,1-L,2-H,3-L,4-L
221," 182,318 "," 5,540 "," 2,389 "," 4,728 "," 194,974 ",443,460,73,227,212,16.8,16.4,1-H,2-H,3-L,4-L
222," 182,775 "," 5,520 "," 2,389 "," 4,704 "," 195,388 ",444,462,70,228,211,16.8,16.4,1-H,2-H,3-L,4-H
345," 185,454 "," 5,374 "," 1,512 "," 3,751 "," 196,092 ",445,465,57,94,66,17.2,17.2,1-H,2-L,3-L,4-L
337," 175,452 "," 6,083 "," 4,531 "," 10,342 "," 196,407 ",446,441,106,381,381,17.2,17.2,1-L,2-L,3-L,4-L
346," 185,935 "," 5,369 "," 1,509 "," 3,701 "," 196,514 ",447,466,56,93,41,17.2,17.2,1-H,2-L,3-L,4-H
89," 186,360 "," 5,120 "," 1,547 "," 3,818 "," 196,845 ",448,470,36,98,89,16,18,1-H,2-L,3-L,4-L
338," 176,081 "," 6,050 "," 4,536 "," 10,348 "," 197,014 ",449,443,100,382,382,17.2,17.2,1-L,2-L,3-L,4-H
90," 186,840 "," 5,114 "," 1,543 "," 3,768 "," 197,266 ",450,472,33,97,72,16,18,1-H,2-L,3-L,4-H
81," 176,641 "," 5,756 "," 4,611 "," 10,648 "," 197,656 ",451,446,89,385,385,16,18,1-L,2-L,3-L,4-L
99," 162,415 "," 7,828 "," 7,122 "," 20,631 "," 197,995 ",452,401,167,565,565,16.4,16,1-L,2-L,3-H,4-L
82," 177,272 "," 5,724 "," 4,615 "," 10,655 "," 198,266 ",453,449,86,386,386,16,18,1-L,2-L,3-L,4-H
100," 163,301 "," 7,620 "," 7,127 "," 20,648 "," 198,696 ",454,405,162,566,566,16.4,16,1-L,2-L,3-H,4-H
213," 171,570 "," 6,071 "," 6,085 "," 16,309 "," 200,035 ",455,431,103,515,515,16.8,16.4,1-L,2-H,3-L,4-L
214," 171,987 "," 6,037 "," 6,088 "," 16,316 "," 200,428 ",456,432,98,516,516,16.8,16.4,1-L,2-H,3-L,4-H
301," 188,229 "," 5,462 "," 2,496 "," 4,950 "," 201,138 ",457,475,65,237,225,17.2,16,1-H,2-H,3-L,4-L
425," 190,765 "," 5,179 "," 1,580 "," 3,712 "," 201,236 ",458,481,38,106,45,17.6,16.8,1-H,2-L,3-L,4-L
302," 188,687 "," 5,450 "," 2,497 "," 4,928 "," 201,561 ",459,476,63,238,223,17.2,16,1-H,2-H,3-L,4-H
426," 191,355 "," 5,159 "," 1,577 "," 3,659 "," 201,751 ",460,482,37,105,23,17.6,16.8,1-H,2-L,3-L,4-H
417," 180,796 "," 5,679 "," 4,670 "," 10,840 "," 201,986 ",461,457,82,393,393,17.6,16.8,1-L,2-L,3-L,4-L
169," 191,684 "," 4,946 "," 1,616 "," 3,788 "," 202,034 ",462,483,20,112,79,16.4,17.6,1-H,2-L,3-L,4-L
45," 189,105 "," 5,280 "," 2,554 "," 5,127 "," 202,066 ",463,477,44,242,232,16,16.8,1-H,2-H,3-L,4-L
418," 181,253 "," 5,656 "," 4,673 "," 10,841 "," 202,422 ",464,458,80,394,394,17.6,16.8,1-L,2-L,3-L,4-H
46," 189,520 "," 5,266 "," 2,553 "," 5,095 "," 202,433 ",465,478,43,241,231,16,16.8,1-H,2-H,3-L,4-H
11," 186,006 "," 5,482 "," 3,434 "," 7,605 "," 202,527 ",466,468,67,301,318,16,16,1-H,2-L,3-H,4-L
170," 192,275 "," 4,927 "," 1,613 "," 3,736 "," 202,550 ",467,484,19,111,56,16.4,17.6,1-H,2-L,3-L,4-H
12," 186,279 "," 5,421 "," 3,435 "," 7,593 "," 202,728 ",468,469,61,302,316,16,16,1-H,2-L,3-H,4-H
161," 182,007 "," 5,381 "," 4,751 "," 11,153 "," 203,292 ",469,459,58,399,399,16.4,17.6,1-L,2-L,3-L,4-L
162," 182,467 "," 5,358 "," 4,754 "," 11,154 "," 203,733 ",470,461,55,400,400,16.4,17.6,1-L,2-L,3-L,4-H
293," 177,198 "," 5,772 "," 6,245 "," 16,959 "," 206,174 ",471,448,90,525,525,17.2,16,1-L,2-H,3-L,4-L
294," 177,616 "," 5,746 "," 6,249 "," 16,967 "," 206,578 ",472,450,88,526,526,17.2,16,1-L,2-H,3-L,4-H
505," 196,564 "," 5,086 "," 1,651 "," 3,693 "," 206,994 ",473,492,31,120,37,18,16.4,1-H,2-L,3-L,4-L
506," 196,825 "," 5,079 "," 1,648 "," 3,647 "," 207,200 ",474,494,29,119,18,18,16.4,1-H,2-L,3-L,4-H
497," 185,938 "," 5,387 "," 4,809 "," 11,346 "," 207,480 ",475,467,60,407,407,18,16.4,1-L,2-L,3-L,4-L
37," 178,479 "," 5,488 "," 6,336 "," 17,336 "," 207,639 ",476,451,68,529,529,16,16.8,1-L,2-H,3-L,4-L
249," 197,497 "," 4,875 "," 1,689 "," 3,779 "," 207,840 ",477,495,10,128,75,16.8,17.2,1-H,2-L,3-L,4-L
498," 186,437 "," 5,386 "," 4,812 "," 11,350 "," 207,984 ",478,471,59,408,408,18,16.4,1-L,2-L,3-L,4-H
38," 178,895 "," 5,462 "," 6,340 "," 17,344 "," 208,041 ",479,452,66,530,530,16,16.8,1-L,2-H,3-L,4-H
250," 197,761 "," 4,868 "," 1,686 "," 3,733 "," 208,048 ",480,496,9,127,54,16.8,17.2,1-H,2-L,3-L,4-H
125," 195,078 "," 5,341 "," 2,665 "," 5,374 "," 208,458 ",481,489,52,251,246,16.4,16.4,1-H,2-H,3-L,4-L
241," 187,169 "," 5,117 "," 4,891 "," 11,665 "," 208,842 ",482,473,35,415,415,16.8,17.2,1-L,2-L,3-L,4-L
126," 195,534 "," 5,337 "," 2,666 "," 5,353 "," 208,890 ",483,490,50,252,245,16.4,16.4,1-H,2-H,3-L,4-H
242," 187,672 "," 5,116 "," 4,894 "," 11,669 "," 209,350 ",484,474,34,416,416,16.8,17.2,1-L,2-L,3-L,4-H
3," 174,912 "," 6,112 "," 7,558 "," 22,536 "," 211,117 ",485,438,109,573,573,16,16,1-L,2-L,3-H,4-L
4," 175,177 "," 6,040 "," 7,561 "," 22,549 "," 211,327 ",486,439,99,574,574,16,16,1-L,2-L,3-H,4-H
329," 203,007 "," 4,915 "," 1,765 "," 3,788 "," 213,476 ",487,503,15,141,78,17.2,16.8,1-H,2-L,3-L,4-L
117," 184,176 "," 5,335 "," 6,499 "," 18,005 "," 214,015 ",488,463,49,539,539,16.4,16.4,1-L,2-H,3-L,4-L
330," 203,645 "," 4,918 "," 1,766 "," 3,759 "," 214,089 ",489,506,17,142,71,17.2,16.8,1-H,2-L,3-L,4-H
73," 203,968 "," 4,739 "," 1,806 "," 3,893 "," 214,406 ",490,507,5,145,108,16,17.6,1-H,2-L,3-L,4-L
118," 184,634 "," 5,320 "," 6,503 "," 18,016 "," 214,472 ",491,464,48,540,540,16.4,16.4,1-L,2-H,3-L,4-H
321," 192,785 "," 4,961 "," 5,035 "," 12,203 "," 214,984 ",492,485,22,429,430,17.2,16.8,1-L,2-L,3-L,4-L
74," 204,608 "," 4,742 "," 1,807 "," 3,864 "," 215,021 ",493,510,6,146,100,16,17.6,1-H,2-L,3-L,4-H
205," 201,179 "," 5,527 "," 2,782 "," 5,656 "," 215,144 ",494,501,71,259,259,16.8,16,1-H,2-H,3-L,4-L
322," 193,025 "," 4,952 "," 5,037 "," 12,200 "," 215,214 ",495,486,21,430,429,17.2,16.8,1-L,2-L,3-L,4-H
206," 201,635 "," 5,529 "," 2,782 "," 5,637 "," 215,585 ",496,502,72,260,257,16.8,16,1-H,2-H,3-L,4-H
65," 194,052 "," 4,735 "," 5,119 "," 12,534 "," 216,440 ",497,487,4,433,434,16,17.6,1-L,2-L,3-L,4-L
66," 194,294 "," 4,727 "," 5,121 "," 12,531 "," 216,673 ",498,488,3,434,433,16,17.6,1-L,2-L,3-L,4-H
409," 208,654 "," 5,062 "," 1,846 "," 3,838 "," 219,399 ",499,515,27,153,94,17.6,16.4,1-H,2-L,3-L,4-L
410," 209,355 "," 5,076 "," 1,848 "," 3,809 "," 220,088 ",500,516,28,154,86,17.6,16.4,1-H,2-L,3-L,4-H
153," 209,630 "," 4,906 "," 1,889 "," 3,952 "," 220,378 ",501,517,13,159,123,16.4,17.2,1-H,2-L,3-L,4-L
197," 190,001 "," 5,303 "," 6,664 "," 18,690 "," 220,658 ",502,479,46,547,547,16.8,16,1-L,2-H,3-L,4-L
401," 198,154 "," 4,917 "," 5,180 "," 12,749 "," 221,000 ",503,497,16,441,442,17.6,16.4,1-L,2-L,3-L,4-L
154," 210,332 "," 4,922 "," 1,891 "," 3,923 "," 221,067 ",504,518,18,160,115,16.4,17.2,1-H,2-L,3-L,4-H
198," 190,459 "," 5,295 "," 6,668 "," 18,702 "," 221,123 ",505,480,45,548,548,16.8,16,1-L,2-H,3-L,4-H
402," 198,416 "," 4,912 "," 5,182 "," 12,747 "," 221,257 ",506,498,14,442,441,17.6,16.4,1-L,2-L,3-L,4-H
29," 207,520 "," 5,582 "," 2,956 "," 6,204 "," 222,263 ",507,513,76,268,276,16,16.4,1-H,2-H,3-L,4-L
30," 207,791 "," 5,566 "," 2,956 "," 6,187 "," 222,500 ",508,514,75,267,275,16,16.4,1-H,2-H,3-L,4-H
145," 199,442 "," 4,718 "," 5,265 "," 13,087 "," 222,511 ",509,499,2,447,448,16.4,17.2,1-L,2-L,3-L,4-L
146," 199,706 "," 4,714 "," 5,267 "," 13,085 "," 222,772 ",510,500,1,448,447,16.4,17.2,1-L,2-L,3-L,4-H
489," 214,872 "," 5,338 "," 1,932 "," 3,906 "," 226,047 ",511,524,51,167,112,18,16,1-H,2-L,3-L,4-L
490," 215,166 "," 5,342 "," 1,933 "," 3,887 "," 226,328 ",512,525,53,168,106,18,16,1-H,2-L,3-L,4-H
233," 215,891 "," 5,257 "," 1,977 "," 4,021 "," 227,147 ",513,527,42,175,140,16.8,16.8,1-H,2-L,3-L,4-L
481," 203,566 "," 4,972 "," 5,327 "," 13,308 "," 227,173 ",514,505,23,455,455,18,16,1-L,2-L,3-L,4-L
234," 216,158 "," 5,209 "," 1,978 "," 4,010 "," 227,354 ",515,528,40,176,138,16.8,16.8,1-H,2-L,3-L,4-H
482," 204,202 "," 4,979 "," 5,332 "," 13,320 "," 227,833 ",516,509,24,456,456,18,16,1-L,2-L,3-L,4-H
21," 196,342 "," 5,109 "," 6,913 "," 19,790 "," 228,154 ",517,491,32,555,555,16,16.4,1-L,2-H,3-L,4-L
22," 196,605 "," 5,083 "," 6,916 "," 19,801 "," 228,404 ",518,493,30,556,556,16,16.4,1-L,2-H,3-L,4-H
225," 204,875 "," 4,801 "," 5,413 "," 13,652 "," 228,740 ",519,511,7,463,463,16.8,16.8,1-L,2-L,3-L,4-L
226," 205,515 "," 4,808 "," 5,418 "," 13,663 "," 229,405 ",520,512,8,464,464,16.8,16.8,1-L,2-L,3-L,4-H
109," 214,665 "," 6,145 "," 3,088 "," 6,516 "," 230,414 ",521,523,113,277,286,16.4,16,1-H,2-H,3-L,4-L
110," 215,420 "," 6,176 "," 3,091 "," 6,507 "," 231,194 ",522,526,115,278,285,16.4,16,1-H,2-H,3-L,4-H
313," 221,784 "," 5,642 "," 2,068 "," 4,134 "," 233,629 ",523,535,79,189,151,17.2,16.4,1-H,2-L,3-L,4-L
314," 222,062 "," 5,602 "," 2,069 "," 4,123 "," 233,856 ",524,536,77,190,150,17.2,16.4,1-H,2-L,3-L,4-H
57," 222,800 "," 5,542 "," 2,116 "," 4,275 "," 234,733 ",525,537,74,193,170,16,17.2,1-H,2-L,3-L,4-L
58," 223,079 "," 5,503 "," 2,117 "," 4,264 "," 234,963 ",526,538,69,194,168,16,17.2,1-H,2-L,3-L,4-H
305," 210,929 "," 5,007 "," 5,566 "," 14,246 "," 235,748 ",527,519,26,477,477,17.2,16.4,1-L,2-L,3-L,4-L
306," 211,162 "," 5,006 "," 5,569 "," 14,250 "," 235,987 ",528,520,25,478,478,17.2,16.4,1-L,2-L,3-L,4-H
101," 203,220 "," 5,443 "," 7,097 "," 20,502 "," 236,262 ",529,504,62,563,563,16.4,16,1-L,2-H,3-L,4-L
102," 203,977 "," 5,458 "," 7,104 "," 20,527 "," 237,065 ",530,508,64,564,564,16.4,16,1-L,2-H,3-L,4-H
49," 212,272 "," 4,880 "," 5,654 "," 14,601 "," 237,406 ",531,521,12,481,481,16,17.2,1-L,2-L,3-L,4-L
50," 212,509 "," 4,879 "," 5,657 "," 14,605 "," 237,651 ",532,522,11,482,482,16,17.2,1-L,2-L,3-L,4-H
393," 227,763 "," 6,134 "," 2,164 "," 4,274 "," 240,335 ",533,541,111,201,169,17.6,16,1-H,2-L,3-L,4-L
394," 228,044 "," 6,102 "," 2,165 "," 4,263 "," 240,573 ",534,543,108,202,167,17.6,16,1-H,2-L,3-L,4-H
137," 228,795 "," 6,055 "," 2,213 "," 4,424 "," 241,487 ",535,545,101,207,190,16.4,16.8,1-H,2-L,3-L,4-L
138," 229,075 "," 6,024 "," 2,214 "," 4,413 "," 241,726 ",536,546,96,208,188,16.4,16.8,1-H,2-L,3-L,4-H
385," 216,614 "," 5,351 "," 5,721 "," 14,855 "," 242,541 ",537,531,54,489,490,17.6,16,1-L,2-L,3-L,4-L
386," 216,885 "," 5,306 "," 5,723 "," 14,852 "," 242,766 ",538,532,47,490,489,17.6,16,1-L,2-L,3-L,4-H
129," 217,980 "," 5,250 "," 5,810 "," 15,216 "," 244,255 ",539,533,41,495,496,16.4,16.8,1-L,2-L,3-L,4-L
130," 218,252 "," 5,207 "," 5,811 "," 15,213 "," 244,484 ",540,534,39,496,495,16.4,16.8,1-L,2-L,3-L,4-H
13," 227,959 "," 7,242 "," 3,408 "," 7,539 "," 246,148 ",541,542,147,295,312,16,16,1-H,2-H,3-L,4-L
14," 228,238 "," 7,248 "," 3,409 "," 7,526 "," 246,421 ",542,544,148,296,311,16,16,1-H,2-H,3-L,4-H
217," 234,867 "," 6,674 "," 2,314 "," 4,599 "," 248,454 ",543,551,128,221,201,16.8,16.4,1-H,2-L,3-L,4-L
218," 235,147 "," 6,650 "," 2,315 "," 4,588 "," 248,701 ",544,552,127,222,200,16.8,16.4,1-H,2-L,3-L,4-H
209," 223,795 "," 5,672 "," 5,967 "," 15,839 "," 251,272 ",545,539,81,509,510,16.8,16.4,1-L,2-L,3-L,4-L
210," 224,070 "," 5,637 "," 5,968 "," 15,837 "," 251,511 ",546,540,78,510,509,16.8,16.4,1-L,2-L,3-L,4-H
5," 216,325 "," 6,086 "," 7,527 "," 22,409 "," 252,347 ",547,529,107,571,571,16,16,1-L,2-H,3-L,4-L
6," 216,597 "," 6,082 "," 7,530 "," 22,422 "," 252,630 ",548,530,105,572,572,16,16,1-L,2-H,3-L,4-H
297," 241,014 "," 7,398 "," 2,419 "," 4,800 "," 255,632 ",549,555,154,231,216,17.2,16,1-H,2-L,3-L,4-L
298," 241,389 "," 7,376 "," 2,419 "," 4,788 "," 255,971 ",550,556,152,232,215,17.2,16,1-H,2-L,3-L,4-H
41," 242,088 "," 7,373 "," 2,473 "," 4,976 "," 256,910 ",551,557,151,233,229,16,16.8,1-H,2-L,3-L,4-L
42," 242,732 "," 7,392 "," 2,475 "," 4,965 "," 257,563 ",552,558,153,234,227,16,16.8,1-H,2-L,3-L,4-H
289," 229,684 "," 6,196 "," 6,125 "," 16,477 "," 258,482 ",553,547,116,519,520,17.2,16,1-L,2-L,3-L,4-L
290," 229,961 "," 6,168 "," 6,126 "," 16,475 "," 258,730 ",554,548,114,520,519,17.2,16,1-L,2-L,3-L,4-H
33," 230,061 "," 5,984 "," 6,206 "," 16,850 "," 259,101 ",555,549,93,521,521,16,16.8,1-L,2-L,3-L,4-L
34," 231,378 "," 6,139 "," 6,218 "," 16,852 "," 260,587 ",556,550,112,522,522,16,16.8,1-L,2-L,3-L,4-H
121," 248,323 "," 8,223 "," 2,583 "," 5,212 "," 264,341 ",557,561,175,245,239,16.4,16.4,1-H,2-L,3-L,4-L
122," 248,966 "," 8,253 "," 2,585 "," 5,202 "," 265,007 ",558,562,176,246,238,16.4,16.4,1-H,2-L,3-L,4-H
113," 237,083 "," 6,817 "," 6,378 "," 17,513 "," 267,791 ",559,553,131,533,534,16.4,16.4,1-L,2-L,3-L,4-L
114," 237,456 "," 6,792 "," 6,379 "," 17,511 "," 268,139 ",560,554,130,534,533,16.4,16.4,1-L,2-L,3-L,4-H
201," 254,630 "," 9,177 "," 2,697 "," 5,474 "," 271,978 ",561,565,194,255,252,16.8,16,1-H,2-L,3-L,4-L
202," 255,273 "," 9,219 "," 2,699 "," 5,465 "," 272,656 ",562,566,195,256,251,16.8,16,1-H,2-L,3-L,4-H
193," 243,137 "," 7,571 "," 6,542 "," 18,187 "," 275,436 ",563,559,160,543,543,16.8,16,1-L,2-L,3-L,4-L
194," 243,784 "," 7,595 "," 6,546 "," 18,197 "," 276,122 ",564,560,161,544,544,16.8,16,1-L,2-L,3-L,4-H
25," 261,449 "," 10,126 "," 2,870 "," 5,997 "," 280,441 ",565,569,212,264,273,16,16.4,1-H,2-L,3-L,4-L
26," 261,727 "," 10,158 "," 2,870 "," 5,979 "," 280,733 ",566,570,215,263,272,16,16.4,1-H,2-L,3-L,4-H
17," 249,958 "," 8,322 "," 6,793 "," 19,270 "," 284,344 ",567,563,178,551,551,16,16.4,1-L,2-L,3-L,4-L
18," 250,229 "," 8,346 "," 6,795 "," 19,280 "," 284,651 ",568,564,179,552,552,16,16.4,1-L,2-L,3-L,4-H
105," 268,683 "," 11,470 "," 2,997 "," 6,289 "," 289,439 ",569,571,235,271,282,16.4,16,1-H,2-L,3-L,4-L
106," 269,230 "," 11,530 "," 2,999 "," 6,284 "," 290,043 ",570,572,237,272,281,16.4,16,1-H,2-L,3-L,4-H
97," 257,053 "," 9,473 "," 6,971 "," 19,983 "," 293,481 ",571,567,202,559,559,16.4,16,1-L,2-L,3-L,4-L
98," 257,605 "," 9,519 "," 6,974 "," 19,992 "," 294,091 ",572,568,204,560,560,16.4,16,1-L,2-L,3-L,4-H
9," 282,458 "," 14,130 "," 3,314 "," 7,269 "," 307,172 ",573,575,275,291,308,16,16,1-H,2-L,3-L,4-L
10," 282,743 "," 14,180 "," 3,315 "," 7,256 "," 307,494 ",574,576,276,292,307,16,16,1-H,2-L,3-L,4-H
1," 270,602 "," 11,748 "," 7,403 "," 21,857 "," 311,609 ",575,573,241,569,569,16,16,1-L,2-L,3-L,4-L
2," 270,880 "," 11,790 "," 7,406 "," 21,869 "," 311,944 ",576,574,242,570,570,16,16,1-L,2-L,3-L,4-H
